star_id,star_name,region,betweenness_centrality,strategic_value_score,neighbors_count
68fc2563,TESS-6210,Sagittarius Arm,0.0,0.0,3
b904ae15,Gliese 792.0,Disk Background,0.0,0.0,0
a915a1f1,Theta Orionis,Orion Arm,0.0,0.0,2
bcd867ac,HR 21755,Cygnus Arm,0.0,0.0,3
e56b11ff,Omega Bulge,Core,0.0,0.0,0
b2cdf39c,GDE-8033,Cygnus Arm,0.0,0.0,1
1b268570,Gaia-9230e,Sagittarius Arm,0.0,0.0,3
21e97463,HD 242398,Core,0.0,0.0,207
a0dfcd1d,HD 50274,Sagittarius Arm,2e-06,0.0,5
2c05c3d1,Tau Bulge,Core,0.0,0.0,3
5e41da5f,Rho Bulge,Core,0.0,0.0,0
3e9b6cc7,GDE-7470a,Perseus Arm,0.0,0.0,3
d50d6e2c,GDE-9206,Perseus Arm,0.0,0.0,0
bb3eb758,Gliese 905.0,Sagittarius Arm,0.0,0.0,3
446593d9,HIP 118304,Sagittarius Arm,0.0,0.0,1
bc3cf258,GDE-5567,Perseus Arm,0.0,0.0,4
2dc6f993,PSR 183412,Core,0.0,0.0,6
dbc7276b,Lambda Persei,Perseus Arm,0.0,0.0,4
a08d7656,Kepler-4051,Sagittarius Arm,0.0,0.0,3
15446763,GDE-7121,Cygnus Arm,2e-06,0.0,4
f2146805,Kepler-1611,Perseus Arm,0.0,0.0,1
e4d1762c,HD 88591,Sagittarius Arm,0.0,0.0,3
598e4966,HR 109252,Cygnus Arm,0.0,0.0,2
b66c5fa9,Lambda Galacticis,Disk Background,0.0,0.0,2
78111034,HR 268446,Cygnus Arm,0.0,0.0,1
3bb488d9,Kepler-3306,Orion Arm,0.0,0.0,4
638cd7d3,Gliese 246.0,Core,2e-06,0.0,4
06dccdc5,PSR 212499,Perseus Arm,0.0,0.0,0
608f0962,Solaria,Disk Background,0.0,0.0,2
9fc21337,Mu Bulge,Core,0.0,0.0,2
e93079dc,HIP 178354,Perseus Arm,0.0,0.0,2
3c2e37c0,Delta Cygni,Cygnus Arm,0.0,0.0,6
744b7c39,Gaia-8626c,Core,0.0,0.0,1
731fdccc,Gaea,Orion Arm,0.0,0.0,3
cd2e395c,Gliese 684.0,Cygnus Arm,0.0,0.0,2
cbe22a8b,HIP 244648,Orion Arm,0.0,0.0,208
b2237089,Kepler-2106,Disk Background,0.0,0.0,208
f8f7f09e,HIP 204237,Orion Arm,0.0,0.0,1
a98bf147,TESS-4607,Disk Background,0.0,0.0,1
65042e39,Webb-3567,Disk Background,0.0,0.0,3
27bf7451,Gliese 614.0,Core,2e-06,0.0,4
69a94ba7,HIP 269711,Sagittarius Arm,0.0,0.0,3
0b0226a3,Webb-9278,Orion Arm,0.0,0.0,3
d92d04da,HIP 15362,Cygnus Arm,0.0,0.0,4
fa4881b8,HIP 141666,Orion Arm,0.0,0.0,2
5e1e7929,TESS-194,Cygnus Arm,0.0,0.0,3
9bb2c568,Delta Bulge,Core,0.0,0.0,1
46ecf74b,TESS-8922,Cygnus Arm,0.0,0.0,3
299fc6da,GDE-7564,Core,0.0,0.0,1
9730aadd,HR 189541,Core,0.0,0.0,206
d30e3d14,GDE-7807,Sagittarius Arm,0.0,0.0,3
59aa0472,Rho Galacticis,Disk Background,0.0,0.0,0
d509a726,Gliese 116.0,Core,0.0,0.0,3
f89092d7,Gaia-1474,Perseus Arm,0.0,0.0,1
15ef3488,Gliese 138.0,Orion Arm,0.0,0.0,3
412d5502,Gaia-5415,Core,0.0,0.0,1
1bbd50c1,Webb-3334,Cygnus Arm,0.0,0.0,1
6cd46a40,HD 14799,Core,0.0,0.0,207
43c7e87e,HIP 260138,Sagittarius Arm,0.0,0.0,0
58114dea,GDE-525,Core,0.0,0.0,5
ed0d997b,Kepler-4227,Disk Background,0.0,0.0,3
c17b99d3,Webb-178,Perseus Arm,0.0,0.0,4
d3029333,HR 77963,Perseus Arm,0.0,0.0,3
f16a3cca,HR 187933,Core,0.0,0.0,1
2dcd4b15,Iota Persei,Perseus Arm,0.0,0.0,2
15d7bd9d,HR 289311,Orion Arm,0.0,0.0,7
7d8d37aa,Psi Galacticis,Disk Background,0.0,0.0,0
fafdffc3,Xi Persei,Perseus Arm,0.0,0.0,1
7d9dadab,Gamma Persei,Perseus Arm,0.0,0.0,4
9ebdf58b,Upsilon Sagittarii,Sagittarius Arm,0.0,0.0,3
2f94feaa,HD 186660,Orion Arm,0.0,0.0,2
4858724a,Gliese 71.0,Sagittarius Arm,0.0,0.0,3
76a53093,TESS-6456,Cygnus Arm,0.0,0.0,2
15ebd3b7,Sigma Persei,Perseus Arm,0.0,0.0,5
f967388f,Kepler-1737,Sagittarius Arm,0.0,0.0,3
c195d72c,HR 19907,Core,0.0,0.0,207
d2587cf7,Coeus,Cygnus Arm,0.0,0.0,2
b47c4419,Kepler-542,Cygnus Arm,0.0,0.0,3
a64f1752,HD 287792,Cygnus Arm,0.0,0.0,3
2cada0c1,Delta Cygni,Cygnus Arm,0.0,0.0,3
2c17ff0f,HR 123114,Cygnus Arm,0.0,0.0,2
c6d6b3fd,HD 193309,Cygnus Arm,0.0,0.0,208
3d7b08c1,Alpha Cygni,Cygnus Arm,0.0,0.0,1
9ca455cb,Lambda Bulge,Core,0.0,0.0,3
7ae2e81c,PSR 179162,Core,0.0,0.0,2
09f22e9f,HIP 64918,Perseus Arm,0.0,0.0,2
030a27f0,HD 154457,Sagittarius Arm,0.0,0.0,5
80468f6e,Zeta Sagittarii,Sagittarius Arm,0.0,0.0,3
e6ed3c6f,HR 96545,Perseus Arm,0.0,0.0,1
8af4a5c2,Gliese 830.0,Perseus Arm,0.0,0.0,1
3e340926,TESS-760,Core,0.0,0.0,5
92db43d5,Kepler-5099,Sagittarius Arm,0.0,0.0,2
d88782f7,HD 47555,Disk Background,0.0,0.0,0
56535a86,Webb-9920,Disk Background,0.0,0.0,206
6b4a448c,TESS-8413,Cygnus Arm,0.0,0.0,4
a93e46e0,Webb-5748,Cygnus Arm,0.0,0.0,0
4fd00ddd,Kepler-6163,Sagittarius Arm,0.0,0.0,0
e835b2a3,Gliese 390.0,Perseus Arm,0.0,0.0,1
43535b4e,Chi Orionis,Orion Arm,0.0,0.0,3
186c1b06,HD 130026,Perseus Arm,0.0,0.0,2
a213a505,Tenebris III,Perseus Arm,0.0,0.0,0
b2f4cac6,Theta Persei,Perseus Arm,0.0,0.0,2
e85bac43,TESS-7227,Core,0.0,0.0,2
b2397446,Gliese 341.0,Core,2e-06,0.0,2
4a5e906d,Kepler-2751,Orion Arm,0.0,0.0,3
b7d01f01,HR 93460,Cygnus Arm,0.0,0.0,1
16ff6919,Mu Persei,Perseus Arm,0.0,0.0,1
16375843,TESS-3612,Orion Arm,0.0,0.0,3
172a4b44,HR 70285,Orion Arm,0.0,0.0,3
925eebd4,Nu Bulge,Core,0.0,0.0,2
5ef2a757,HD 109770,Cygnus Arm,0.0,0.0,0
0667a41b,HD 19179,Perseus Arm,0.0,0.0,0
d4909bf7,TESS-5276,Sagittarius Arm,0.0,0.0,2
8b2d2a76,Iota Sagittarii,Sagittarius Arm,0.0,0.0,3
0d398da8,Kappa Bulge,Core,0.0,0.0,0
ead7b9cf,HR 164125,Sagittarius Arm,0.0,0.0,3
4f284fdb,HR 219820,Disk Background,0.0,0.0,2
586383c8,Gaia-9849,Perseus Arm,0.0,0.0,1
