tick,year,civilization_id,civilization_name,personality,opportunity_score,expansion_factor,trade_factor,tech_factor,energy_factor
10,1000,939c53fc68,Scientific Perseian Union,Scientific,35.16,0.0,8.11,17.05,10.0
10,1000,dc652af4e1,Cygnan Commonwealth,Scientific,33.46,0.0,8.73,14.73,10.0
10,1000,98e5a44c50,Cygnan Directorate,Scientific,30.45,0.0,7.31,18.65,4.5
10,1000,e1017ed35e,Cygnan Directorate,Scientific,35.23,0.0,7.34,17.89,10.0
10,1000,ee6f8a466e,Cygnian Commonwealth,Isolationist,33.73,0.0,11.57,12.16,10.0
10,1000,bc259c8444,Scientific Kaelumian Union,Scientific,31.33,8.8,4.5,14.47,3.57
10,1000,fc41667c54,Kaeluman Directorate,Scientific,35.91,8.8,3.58,20.0,3.53
10,1000,b4e38b5ba0,Scientific Bulgian Union,Scientific,20.87,0.0,0.0,17.36,3.51
10,1000,ed8eb43829,Omega-bulgis Directorate,Scientific,37.11,0.0,9.42,17.69,10.0
10,1000,2d7a6c7193,Unified Omega-bulgis Council,Scientific,31.09,0.0,10.7,15.89,4.5
10,1000,c4d87c45ee,Unified Bulgite Council,Scientific,40.13,0.0,10.13,20.0,10.0
10,1000,62a7129a59,Unified Bulgian Council,Scientific,34.09,0.0,11.37,18.22,4.5
10,1000,1e3994853e,Consolidated Thranian Worlds,Scientific,40.12,7.41,9.21,13.5,10.0
10,1000,b28f9ec7d4,Scientific Thranari Union,Scientific,40.39,7.41,8.48,20.0,4.5
10,1000,634ad45f7e,Scientific Aurelan Union,Scientific,36.7,7.41,9.23,15.56,4.5
10,1000,75912c8e4c,Kaelumari Directorate,Scientific,37.81,7.41,8.04,17.87,4.5
10,1000,d07bc4ae63,Scientific Valian Union,Industrialist,27.65,10.92,0.0,14.21,2.52
10,1000,9696ce2491,Scientific Vesperari Union,Scientific,20.86,0.0,0.0,17.33,3.53
10,1000,7036dbff3e,Scientific Orionite Union,Scientific,37.08,15.79,4.25,13.43,3.62
10,1000,c98968025a,Orionan Directorate,Scientific,46.75,15.79,3.98,16.98,10.0
10,1000,9d449a31b9,Consolidated Omega-cygnis Worlds,Industrialist,44.65,23.17,0.0,11.49,10.0
10,1000,12f8de3472,Thranari Commonwealth,Industrialist,13.38,0.0,0.0,10.63,2.76
10,1000,afc6771a1e,Unified Xenoid Council,Scientific,30.33,0.0,11.3,15.45,3.58
10,1000,55c2a4dc5e,Thranari Commonwealth,Scientific,28.55,0.0,10.7,14.28,3.58
10,1000,3779c3fe76,Unified Zelian Council,Scientific,31.97,0.0,10.36,18.06,3.55
10,1000,cd01ef6fd0,Scientific Merari Union,Scientific,35.29,0.0,10.79,20.0,4.5
10,1000,63803c4eb1,Unified Zelari Council,Scientific,17.86,0.0,0.0,13.36,4.5
10,1000,20dcee6871,Unified Valoid Council,Scientific,21.64,0.0,0.0,18.06,3.58
10,1000,53856bd8ca,Allied Sagittariian Systems,Scientific,43.36,29.01,0.0,11.6,2.75
10,1000,da38a63176,Unified Orionis Council,Scientific,26.78,0.0,4.49,19.84,2.45
10,1000,8196db66b3,Scientific Thranan Union,Scientific,27.51,0.0,5.09,17.91,4.5
10,1000,f004cb791e,Scientific Perseian Union,Scientific,23.5,0.0,0.0,19.98,3.51
10,1000,15955262e1,Aurelian Directorate,Scientific,33.75,13.22,0.0,16.04,4.5
10,1000,c3662e3808,Unified Sagittariite Council,Scientific,40.64,20.3,0.0,17.8,2.53
10,1000,7dc225fd37,Consolidated Orionian Worlds,Scientific,40.65,22.77,0.0,15.26,2.62
10,1000,373ea01e5c,Consolidated Zylaris Worlds,Scientific,52.75,37.89,0.0,13.1,1.75
10,1000,17fee1a6ac,The Thranite Federation,Scientific,15.72,0.0,0.0,12.14,3.58
10,1000,66d46fcd47,Consolidated Orionite Worlds,Diplomatic,47.36,26.12,0.0,11.24,10.0
10,1000,dffeed89fb,Chi-bulgis Directorate,Scientific,31.38,0.0,4.07,17.31,10.0
10,1000,cd3cb2af45,The Chi-bulgis Federation,Scientific,24.94,0.0,5.44,15.0,4.5
10,1000,5d262aaec3,Consolidated Xenite Worlds,Diplomatic,39.7,7.45,8.31,13.94,10.0
10,1000,db6da7e17a,Orionis Directorate,Scientific,44.29,7.45,10.26,16.59,10.0
10,1000,73573955bb,Orionite Directorate,Scientific,40.33,7.45,9.44,18.94,4.5
10,1000,f2bbbfc167,Bulgan Commonwealth,Diplomatic,42.26,6.7,15.1,10.46,10.0
10,1000,f929aa33ac,Bulgian Commonwealth,Scientific,43.45,6.7,14.11,12.64,10.0
10,1000,28d83c4b42,Scientific Bulgite Union,Scientific,47.84,6.7,15.68,15.46,10.0
10,1000,0ddd78edbb,The Delta-bulgis Federation,Diplomatic,41.25,6.7,13.73,10.82,10.0
10,1000,adc1c77061,Unified Thranis Council,Scientific,36.71,6.77,0.0,19.94,10.0
10,1000,931aa9655e,Orionite Directorate,Scientific,25.04,0.0,3.52,17.03,4.5
10,1000,df2f64c1a1,Unified Valari Council,Scientific,27.54,0.0,3.52,19.53,4.5
10,1000,f27ca4fefa,Scientific Aurelite Union,Scientific,31.47,0.0,8.01,18.96,4.5
10,1000,a7f6005fd2,Republic of Meroid,Scientific,38.49,18.79,0.0,15.2,4.5
10,1000,4164b650a3,Unified Zylarite Council,Scientific,32.41,0.0,3.28,19.13,10.0
10,1000,340ef3ab81,The Thranari Federation,Industrialist,18.76,0.0,5.15,9.98,3.63
10,1000,7ba9deb67e,Consolidated Xenoid Worlds,Scientific,49.9,23.15,0.0,16.75,10.0
10,1000,785ce4730c,Unified Xenan Council,Scientific,26.16,0.0,7.4,14.27,4.5
10,1000,7135e43d15,Consolidated Valoid Worlds,Isolationist,27.55,0.0,9.04,14.0,4.5
10,1000,dbf06f7273,Orionite Directorate,Scientific,33.79,0.0,9.32,14.47,10.0
10,1000,8f64eb0a84,Vesperan Commonwealth,Industrialist,33.22,0.0,9.04,14.18,10.0
10,1000,c87f4b2d09,Consolidated Zelite Worlds,Industrialist,16.15,0.0,0.0,11.65,4.5
10,1000,c59e7444f5,Meran Commonwealth,Scientific,35.12,7.17,9.43,14.02,4.5
10,1000,111ab1a74e,Unified Meris Council,Scientific,34.55,7.17,8.69,14.19,4.5
10,1000,762d1b3438,Unified Merian Council,Scientific,43.48,7.17,8.56,17.74,10.0
10,1000,41e5776038,Unified Orionan Council,Scientific,49.07,14.2,7.61,17.25,10.0
10,1000,11c4291fc3,Vesperite Commonwealth,Scientific,41.35,14.2,7.72,15.88,3.55
10,1000,c8c30fa0a1,Orionan Directorate,Scientific,45.83,14.2,8.09,20.0,3.54
10,1000,41a9345e47,The Aurelian Federation,Isolationist,49.2,14.2,10.49,14.51,10.0
10,1000,6edc6616b2,Scientific Galacticite Union,Scientific,33.8,6.89,3.92,18.48,4.5
10,1000,82b29167c3,Galactican Directorate,Scientific,36.72,6.89,4.6,15.22,10.0
10,1000,cbdac2fac3,Scientific Zylarex Union,Scientific,25.99,6.13,0.0,17.37,2.49
10,1000,9891e1dd90,Scientific Kaelumari Union,Scientific,40.28,19.15,0.0,18.54,2.58
10,1000,5087e1422a,Unified Zeloid Council,Scientific,40.59,19.15,0.0,16.94,4.5
10,1000,5d94c085f5,Allied Valis Systems,Scientific,32.87,6.53,0.0,16.34,10.0
10,1000,cc71651dca,Unified Solex Council,Scientific,21.81,0.0,0.0,18.25,3.56
10,1000,b7f420628f,Consolidated Iota-perseis Worlds,Diplomatic,31.98,11.45,0.0,10.54,10.0
10,1000,1a2a63b5eb,Allied Thranian Systems,Isolationist,33.07,7.69,2.91,12.46,10.0
10,1000,9eeb4737e9,Unified Merite Council,Scientific,34.63,7.69,2.44,20.0,4.5
10,1000,8e17c1b492,Solex Commonwealth,Diplomatic,35.12,13.4,2.77,8.95,10.0
10,1000,35e0e185b7,Scientific Valan Union,Scientific,40.82,13.4,4.93,17.98,4.5
10,1000,15c488fdb9,Unified Vesperite Council,Scientific,29.32,0.0,0.88,18.44,10.0
10,1000,52be76d999,Zelian Directorate,Isolationist,22.15,0.0,2.8,14.85,4.5
10,1000,2d148d0e47,Allied Cygnian Systems,Scientific,23.12,0.0,3.7,15.86,3.57
10,1000,a4eac32597,Scientific Omega-cygnis Union,Scientific,22.9,0.0,2.3,16.11,4.5
10,1000,f94aaeed85,Allied Cygnite Systems,Scientific,23.51,0.0,0.0,13.51,10.0
10,1000,a9283be55d,The Epsilon-perseis Federation,Industrialist,28.01,0.0,8.32,9.69,10.0
10,1000,27d9c8dc46,The Perseian Federation,Industrialist,27.28,0.0,13.91,9.79,3.57
10,1000,2c89a9e0dc,Scientific Persean Union,Scientific,38.32,0.0,8.32,20.0,10.0
10,1000,c45231c414,Scientific Epsilon-perseis Union,Scientific,36.55,0.0,14.3,17.76,4.5
10,1000,7fdb421436,Consolidated Cygnian Worlds,Industrialist,16.99,0.0,0.0,12.49,4.5
10,1000,b323933feb,Allied Solian Systems,Scientific,23.06,9.41,0.0,10.88,2.77
10,1000,c5f014b287,Bulgan Directorate,Scientific,30.69,6.35,3.28,16.55,4.5
10,1000,8d88177d24,Bulgian Directorate,Scientific,33.58,6.35,3.76,18.97,4.5
10,1000,e1c4b2ed14,Scientific Vesperan Union,Scientific,21.86,0.0,0.0,17.36,4.5
10,1000,a568c633c8,Aurelari Directorate,Scientific,25.9,10.05,0.0,13.26,2.58
10,1000,0187c7d64a,The Vesperan Federation,Isolationist,23.99,0.0,2.84,11.15,10.0
10,1000,189d8d8d1b,Valite Directorate,Scientific,32.32,0.0,7.55,14.78,10.0
10,1000,57f00e3f50,Unified Vesperite Council,Scientific,39.84,0.0,9.84,20.0,10.0
10,1000,d427d38a9f,Unified Kaelumex Council,Scientific,36.4,0.0,6.81,19.59,10.0
10,1000,f1337406a3,Thranan Directorate,Scientific,34.43,10.53,4.38,16.01,3.51
10,1000,ecbe2dc98a,Zelari Commonwealth,Scientific,38.57,10.53,5.18,12.86,10.0
10,1000,354b63d6d6,Scientific Solex Union,Scientific,29.83,0.0,5.33,20.0,4.5
10,1000,fce0550f04,Unified Thranian Council,Scientific,35.8,0.0,6.4,19.4,10.0
10,1000,f7a8fcf1b2,Scientific Aurelari Union,Scientific,26.47,0.0,4.09,17.88,4.5
10,1000,8c80ad65b6,Orionex Directorate,Scientific,37.6,14.86,3.31,14.93,4.5
10,1000,65154f1c30,Scientific Kaeluman Union,Scientific,41.62,14.86,3.21,20.0,3.56
10,1000,e6f9f9e411,Unified Kaelumex Council,Scientific,44.65,22.13,0.0,19.91,2.61
10,1000,24e153416d,Unified Aurelis Council,Scientific,32.37,0.0,4.37,18.0,10.0
10,1000,38ade68c1e,Scientific Thranex Union,Scientific,30.86,0.0,3.53,17.33,10.0
10,1000,eacab5ee97,Thranan Directorate,Scientific,33.24,0.0,12.47,16.27,4.5
10,1000,fadaa4a404,Valian Directorate,Scientific,34.51,0.0,10.87,19.14,4.5
10,1000,ebda9e7b67,Solite Directorate,Scientific,35.02,0.0,12.2,18.31,4.5
10,1000,de8a7cab3b,Unified Merian Council,Scientific,31.88,0.0,11.4,17.85,2.64
10,1000,5573af18db,Merian Directorate,Scientific,31.99,0.0,4.92,17.06,10.0
10,1000,e13216033f,Meroid Directorate,Scientific,29.2,0.0,8.64,17.9,2.66
10,1000,bee1d78260,Zylarian Commonwealth,Industrialist,27.57,0.0,4.92,12.64,10.0
10,1000,2a8b6fc81d,Unified Zylarite Council,Scientific,28.62,0.0,5.66,19.41,3.54
10,1000,2320636026,Unified Valian Council,Scientific,31.1,0.0,6.2,14.9,10.0
10,1000,e976b29c9d,Scientific Orionoid Union,Scientific,27.46,0.0,4.36,18.6,4.5
10,1000,dc0074adc3,Unified Valite Council,Scientific,45.76,14.37,6.89,20.0,4.5
10,1000,303a3df484,Unified Zelex Council,Scientific,51.7,14.37,7.64,19.69,10.0
10,1000,02b9381952,Aurelian Directorate,Scientific,44.49,14.37,10.3,15.32,4.5
10,1000,08caaac3af,Unified Orionian Council,Scientific,38.02,0.0,9.15,18.86,10.0
10,1000,0ad458611c,Unified Orionian Council,Scientific,28.71,0.0,7.94,18.2,2.58
10,1000,c2fe0ab024,Unified Orionan Council,Scientific,24.28,0.0,5.56,15.08,3.63
10,1000,91474e8269,Vesperian Directorate,Scientific,25.04,0.0,3.5,20.0,1.54
10,1000,32d2bbd884,Unified Zelan Council,Scientific,30.57,0.0,3.02,17.56,10.0
10,1000,f343101fe6,Unified Aurelari Council,Scientific,33.33,0.0,6.09,17.24,10.0
10,1000,1cf19da3a9,Unified Merex Council,Scientific,37.8,0.0,7.8,20.0,10.0
10,1000,fc241018ec,Kaelumis Directorate,Isolationist,34.52,0.0,9.59,14.93,10.0
10,1000,2c6958242d,Merian Commonwealth,Scientific,27.71,0.0,7.1,16.1,4.5
10,1000,950050e41a,Zylarite Commonwealth,Industrialist,25.17,0.0,9.24,12.39,3.54
10,1000,2e4e7545f5,Unified Xenian Council,Scientific,35.05,0.0,10.55,20.0,4.5
10,1000,f9c2058d1a,Zylarian Directorate,Scientific,26.95,0.0,9.23,14.98,2.74
10,1000,28100766c8,Bulgite Directorate,Scientific,28.11,6.75,0.0,16.86,4.5
10,1000,bbf8578e8c,Unified Orionite Council,Scientific,32.41,0.0,10.55,18.3,3.56
10,1000,8478dfd6f7,Merari Directorate,Industrialist,27.08,0.0,8.87,13.7,4.5
10,1000,6f1e390274,Kaelumis Directorate,Scientific,26.57,0.0,9.97,14.77,1.83
10,1000,b12b67a0db,Unified Zelian Council,Scientific,25.91,0.0,8.12,13.29,4.5
10,1000,28728de334,Scientific Xenite Union,Scientific,42.19,8.8,4.52,18.87,10.0
10,1000,5d6505f12a,Unified Aurelis Council,Scientific,34.75,8.8,5.02,19.44,1.49
10,1000,2c64149009,Unified Vesperex Council,Scientific,36.02,0.0,8.45,17.56,10.0
10,1000,ed45fe3a8d,Vesperari Directorate,Scientific,28.92,0.0,7.3,19.21,2.41
10,1000,b1f20b8a8c,The Aurelan Federation,Industrialist,31.72,0.0,7.84,13.88,10.0
10,1000,43cb04ad80,Xenoid Directorate,Scientific,23.53,0.0,0.0,20.0,3.53
10,1000,3a375c2f6d,Scientific Xenan Union,Scientific,30.4,0.0,3.74,16.66,10.0
10,1000,0fa7096d5a,Zelis Directorate,Scientific,31.38,0.0,3.74,17.65,10.0
10,1000,3c196b299c,Scientific Vesperari Union,Scientific,35.14,0.0,6.84,18.3,10.0
10,1000,1a67be5b7f,Scientific Zelite Union,Scientific,35.73,9.6,3.79,18.76,3.58
10,1000,862f6cbc45,Unified Thranan Council,Scientific,34.21,9.6,3.22,17.88,3.51
10,1000,9883f23173,Consolidated Aureloid Worlds,Scientific,21.85,0.0,2.76,14.59,4.5
10,1000,22c13af7a1,Unified Vesperoid Council,Scientific,30.33,0.0,4.34,15.98,10.0
10,1000,ac70f57b73,Unified Solex Council,Scientific,31.55,0.0,2.76,18.79,10.0
10,1000,60a971a839,Cygnan Directorate,Scientific,31.13,0.0,6.22,14.91,10.0
10,1000,e941b86692,Cygnite Commonwealth,Diplomatic,29.69,0.0,6.45,13.24,10.0
10,1000,8dcb447d0f,Cygnian Directorate,Scientific,29.98,0.0,6.22,19.26,4.5
10,1000,0130446f7e,Scientific Kaelumis Union,Scientific,39.96,0.0,11.63,18.33,10.0
10,1000,d1ebd8161b,Unified Meran Council,Industrialist,33.94,0.0,11.0,12.94,10.0
10,1000,d056d7ce4a,Scientific Thranex Union,Scientific,37.68,0.0,10.32,17.36,10.0
10,1000,74136dc7b0,The Solari Federation,Industrialist,23.55,0.0,11.7,9.01,2.84
10,1000,61dc46303f,Consolidated Zelis Worlds,Scientific,34.19,0.0,9.47,14.73,10.0
10,1000,8fbf42f886,Vesperis Commonwealth,Isolationist,25.54,0.0,10.75,10.29,4.5
10,1000,7388512271,Unified Orionari Council,Scientific,30.12,0.0,8.88,16.74,4.5
10,1000,b6ae409cbf,Unified Vesperite Council,Scientific,32.02,0.0,8.66,18.86,4.5
10,1000,622de7102b,Orionite Commonwealth,Industrialist,32.11,17.93,0.0,10.6,3.57
10,1000,996190e522,Orionan Directorate,Scientific,33.83,6.64,3.6,19.09,4.5
10,1000,f7bd18e491,Thranis Commonwealth,Scientific,26.92,6.64,2.92,14.67,2.69
10,1000,556d6c2378,Meroid Directorate,Scientific,40.43,6.03,6.39,18.0,10.0
10,1000,ff559623e3,Consolidated Merian Worlds,Industrialist,35.17,6.03,8.31,16.34,4.5
10,1000,a38e0777cd,Zelex Directorate,Scientific,30.71,6.03,5.91,15.15,3.62
10,1000,4c2540c708,Unified Orionoid Council,Scientific,31.67,8.47,0.0,18.7,4.5
10,1000,b7069c3852,Unified Orionex Council,Scientific,32.68,6.39,3.22,19.5,3.56
10,1000,81714ff4c3,Consolidated Xenari Worlds,Scientific,36.2,6.39,6.29,13.52,10.0
10,1000,f3f5dfde4c,Scientific Zelis Union,Scientific,35.44,0.0,12.75,18.19,4.5
10,1000,e12feef736,Scientific Kaeluman Union,Scientific,30.84,0.0,9.96,17.37,3.51
10,1000,fba15f0324,Unified Vesperoid Council,Scientific,38.03,0.0,11.93,16.1,10.0
10,1000,350e107aae,Allied Aurelan Systems,Militaristic,25.49,0.0,9.96,11.03,4.5
10,1000,22091a7056,Scientific Zylaris Union,Scientific,26.74,0.0,2.24,20.0,4.5
10,1000,03d3903c7c,Unified Orionex Council,Scientific,26.27,0.0,3.2,18.57,4.5
10,1000,2211d3100d,Kaelumex Directorate,Scientific,24.72,0.0,4.23,15.99,4.5
10,1000,459f704847,Thranari Directorate,Scientific,30.04,0.0,7.07,18.47,4.5
10,1000,575810e85b,Scientific Orionex Union,Scientific,33.9,0.0,4.23,19.67,10.0
10,1000,182edcdd37,Aurelan Commonwealth,Scientific,17.31,0.0,0.0,12.81,4.5
10,1000,e47a782635,The Xi-sagittariis Federation,Industrialist,38.92,18.14,0.0,10.78,10.0
10,1000,2705d84a32,Unified Vesperari Council,Scientific,51.12,26.76,3.41,17.39,3.56
10,1000,92810d80b3,The Aurelis Federation,Scientific,53.72,26.76,4.56,12.39,10.0
10,1000,7e5521abbb,Scientific Kaelumis Union,Scientific,24.11,0.0,3.74,16.82,3.55
10,1000,b9ec32251d,Allied Zylarian Systems,Scientific,20.26,0.0,3.23,13.51,3.52
10,1000,7c376afd56,The Kaelumis Federation,Industrialist,29.33,12.46,3.15,12.81,0.91
10,1000,0cb785b3d6,Kaelumite Commonwealth,Scientific,32.96,12.46,3.77,13.08,3.65
10,1000,7bf42c3a49,Sagittariite Directorate,Scientific,26.18,9.17,0.0,14.33,2.68
10,1000,c3b1779520,Aurelis Commonwealth,Scientific,19.06,6.1,0.0,10.14,2.83
10,1000,37a4cea3d7,Consolidated Solite Worlds,Scientific,34.9,9.4,7.55,13.45,4.5
10,1000,57733c8324,Scientific Merite Union,Scientific,38.81,9.4,4.91,20.0,4.5
10,1000,467216187a,Allied Thranex Systems,Scientific,42.8,9.4,7.64,15.76,10.0
10,1000,e00bc2a5e5,Thranite Directorate,Scientific,22.68,0.0,0.0,19.06,3.61
10,1000,b2c9872c2d,Unified Sagittariite Council,Scientific,36.59,0.0,11.04,15.55,10.0
10,1000,792f609a6f,Unified Sagittariite Council,Scientific,40.67,0.0,12.59,18.08,10.0
10,1000,b9c3618013,Unified Sagittariite Council,Scientific,40.11,0.0,11.81,18.3,10.0
10,1000,3aa8ce54ee,Allied Sagittariian Systems,Industrialist,35.05,0.0,10.82,14.23,10.0
10,1000,4b4e90bd89,The Meran Federation,Scientific,22.0,0.0,0.0,17.5,4.5
10,1000,764f599826,Unified Solite Council,Scientific,42.27,8.09,4.67,19.51,10.0
10,1000,83c39baf65,Zylarite Directorate,Scientific,38.85,8.09,4.33,16.42,10.0
10,1000,927dbfac0b,Scientific Kaelumis Union,Scientific,23.86,0.0,3.54,15.81,4.5
10,1000,8e65d7f5b1,Scientific Zeloid Union,Explorer,28.39,0.0,3.54,14.85,10.0
10,1000,f0f8b2423b,Xenex Directorate,Scientific,30.91,0.0,7.79,18.62,4.5
10,1000,31aeef2350,Scientific Solian Union,Scientific,32.86,0.0,9.17,13.69,10.0
10,1000,83775e646f,Consolidated Thranite Worlds,Scientific,27.32,0.0,8.64,14.18,4.5
10,1000,2ed96a351c,Unified Valite Council,Scientific,32.47,0.0,9.91,18.06,4.5
10,1000,c1cc584fd5,Unified Merite Council,Scientific,31.02,0.0,4.15,16.88,10.0
10,1000,11452e96e6,Scientific Zelex Union,Scientific,27.03,0.0,6.14,16.39,4.5
10,1000,80ce70725d,Scientific Kaelumian Union,Scientific,22.83,0.0,4.15,15.1,3.58
10,1000,f61290c372,Scientific Orionari Union,Scientific,35.87,8.29,0.0,17.58,10.0
10,1000,71efb681fc,The Aureloid Federation,Scientific,22.63,7.38,0.0,11.72,3.54
10,1000,13b6f1c19c,Allied Orionite Systems,Scientific,47.29,28.88,2.81,12.91,2.69
10,1000,ee9099d9b7,Vesperan Directorate,Scientific,53.59,28.88,4.31,16.85,3.56
10,1000,38d523ac80,Scientific Vesperoid Union,Scientific,37.12,0.0,7.57,19.55,10.0
10,1000,4bf29f7756,Scientific Zylaroid Union,Scientific,30.67,0.0,6.52,19.65,4.5
10,1000,8a78a0e229,Unified Vesperoid Council,Scientific,30.24,0.0,6.66,19.09,4.5
10,1000,5fec320399,Unified Orionan Council,Scientific,28.78,0.0,2.5,16.28,10.0
10,1000,822326926a,Unified Meroid Council,Scientific,21.42,0.0,2.31,16.48,2.63
10,1000,0a6e8b3547,The Nu-cygnis Federation,Scientific,31.16,6.61,0.0,14.56,10.0
10,1000,8bc980ecf5,Unified Meris Council,Scientific,21.25,0.0,0.0,17.78,3.47
10,1000,18daa88e4f,Scientific Rho-perseis Union,Scientific,20.75,0.0,0.0,17.23,3.52
10,1000,b6d872712f,Scientific Persean Union,Scientific,22.27,0.0,0.0,18.78,3.48
10,1000,7c40c9ebf8,Scientific Vesperian Union,Scientific,24.1,0.0,4.52,16.08,3.49
10,1000,28f3b831a2,Scientific Aureloid Union,Scientific,35.28,0.0,5.28,20.0,10.0
10,1000,20af608f42,Consolidated Orionite Worlds,Diplomatic,21.73,6.42,0.0,10.81,4.5
10,1000,f03d90fb8f,Thranite Directorate,Industrialist,40.32,0.0,13.67,16.65,10.0
10,1000,3c04f1e4d3,Scientific Xenite Union,Scientific,34.12,0.0,12.64,16.98,4.5
10,1000,123f4d1fb7,Aurelian Directorate,Scientific,39.69,0.0,11.29,18.4,10.0
10,1000,15474381ae,Scientific Kaelumari Union,Scientific,36.92,0.0,13.39,19.03,4.5
10,1000,e905d91038,Allied Zelari Systems,Diplomatic,18.02,0.0,0.0,13.52,4.5
10,1000,f7ed0ea8ba,Thranari Commonwealth,Scientific,24.7,0.0,0.0,14.7,10.0
10,1000,176da50470,Unified Mu-perseis Council,Scientific,39.48,16.12,0.0,18.86,4.5
10,1000,f83f785370,Consolidated Valian Worlds,Scientific,44.27,23.43,0.0,16.34,4.5
10,1000,85aec51e58,Consolidated Thranoid Worlds,Isolationist,12.67,0.0,0.0,10.04,2.63
10,1000,4c224c8349,Vesperari Directorate,Scientific,41.32,24.77,0.0,13.87,2.68
10,1000,37270686ec,Scientific Bulgite Union,Scientific,38.86,9.68,4.79,19.89,4.5
10,1000,b9be6a525a,The Bulgite Federation,Diplomatic,28.56,9.68,4.21,10.17,4.5
11,1100,f8c1278b86,Consolidated Zelis Worlds,Scientific,29.48,6.32,4.1,14.56,4.5
11,1100,4836a15586,Scientific Valan Union,Scientific,33.4,6.32,4.0,18.58,4.5
11,1100,ee951bbfab,Kaelumian Directorate,Scientific,34.92,16.12,0.0,14.3,4.5
11,1100,b2e833d309,Allied Orionoid Systems,Scientific,24.1,0.0,0.0,14.1,10.0
11,1100,faf8d4b64a,Solex Directorate,Scientific,44.34,20.55,0.0,13.79,10.0
11,1100,a500abb373,The Zelari Federation,Scientific,17.8,0.0,0.0,14.24,3.57
11,1100,9594053f90,Scientific Galacticite Union,Scientific,22.22,0.0,3.3,15.43,3.49
11,1100,22b55b78e2,Unified Omicron-galacticis Council,Scientific,28.95,0.0,2.26,16.69,10.0
11,1100,185a68bac9,Scientific Solari Union,Scientific,26.2,7.06,0.0,17.43,1.71
11,1100,c4f121b6c1,Orionian Directorate,Scientific,31.47,18.63,0.0,11.81,1.04
11,1100,70a115d461,Consolidated Aurelite Worlds,Scientific,37.11,21.83,0.0,12.68,2.6
11,1100,26b5626b6c,Scientific Thranan Union,Scientific,33.42,0.0,6.17,17.25,10.0
11,1100,8a41c4ac34,Valis Directorate,Scientific,27.9,0.0,5.78,18.54,3.58
11,1100,15286fa1f5,Consolidated Zelari Worlds,Scientific,30.69,0.0,4.5,16.19,10.0
11,1100,ec5efdeb2d,The Bulgite Federation,Scientific,16.08,0.0,0.0,11.58,4.5
11,1100,2f0954acad,Scientific Aethelgardian Union,Scientific,24.96,0.0,4.31,18.14,2.51
11,1100,c7c9fca9a1,Unified Aethelgardis Council,Scientific,32.68,0.0,2.68,20.0,10.0
11,1100,511ff78315,Allied Zeta-cygnis Systems,Scientific,15.4,0.0,0.0,14.82,0.58
11,1100,95cba99a70,Consolidated Aureloid Worlds,Diplomatic,35.64,0.0,14.07,11.57,10.0
11,1100,73cb158d41,Unified Vesperari Council,Scientific,36.46,0.0,12.99,18.97,4.5
11,1100,7419a59432,Unified Merari Council,Scientific,45.19,0.0,15.19,20.0,10.0
11,1100,bb1351012f,Zylarian Directorate,Scientific,35.86,0.0,12.99,18.37,4.5
11,1100,3be9d94e07,Unified Kaelumoid Council,Scientific,43.69,0.0,13.69,20.0,10.0
11,1100,033668785c,The Solis Federation,Industrialist,29.68,0.0,7.18,12.5,10.0
11,1100,f8a4edc83b,Consolidated Xenoid Worlds,Industrialist,25.34,0.0,6.59,14.25,4.5
11,1100,d2748466c9,Scientific Xenis Union,Scientific,28.12,0.0,7.37,17.2,3.55
11,1100,4a7ef72f37,The Bulgite Federation,Scientific,21.01,0.0,0.0,16.51,4.5
11,1100,23979e6a05,Unified Persean Council,Scientific,43.62,12.66,6.18,14.78,10.0
11,1100,b6e89e8b4d,Allied Chi-perseis Systems,Diplomatic,31.04,12.66,3.07,10.81,4.5
11,1100,243eff68e3,Sigma-bulgis Directorate,Scientific,28.5,0.0,0.0,18.5,10.0
11,1100,9aa2eff7c3,Persean Directorate,Scientific,20.35,0.0,0.0,18.84,1.51
11,1100,5db2756626,Unified Zelian Council,Scientific,39.23,0.0,16.17,19.5,3.55
11,1100,37df7ce9be,Unified Xenoid Council,Scientific,34.27,0.0,10.68,19.09,4.5
11,1100,52d6d92e6b,Unified Xenoid Council,Scientific,34.25,0.0,10.68,19.07,4.5
11,1100,ea27a17ca6,The Meris Federation,Diplomatic,30.13,0.0,10.15,9.98,10.0
11,1100,962632e3ac,Zylarex Directorate,Scientific,25.61,0.0,6.35,15.72,3.53
11,1100,0bfb7074dd,Scientific Xenite Union,Scientific,28.4,0.0,6.35,17.54,4.5
11,1100,626215ebea,Scientific Xenoid Union,Scientific,37.99,0.0,10.86,17.13,10.0
11,1100,d8145cd1f0,Aurelite Commonwealth,Explorer,34.26,0.0,10.26,14.0,10.0
11,1100,7315025cfd,Unified Aurelari Council,Scientific,28.0,0.0,3.5,20.0,4.5
11,1100,d853839dba,Allied Zelite Systems,Scientific,22.93,0.0,4.91,16.16,1.86
11,1100,c56a0b9792,Allied Elysiis Systems,Industrialist,19.18,6.81,0.0,8.71,3.66
11,1100,2173a01d64,Allied Elysiian Systems,Industrialist,22.18,6.81,0.0,11.75,3.63
11,1100,35390a1939,Valari Directorate,Scientific,57.11,27.0,4.65,15.46,10.0
11,1100,6d4e0abb77,Scientific Zelan Union,Scientific,51.04,27.0,3.98,15.56,4.5
