empire_id,empire_name,founding_civilization,founding_civilization_id,capital_world,territory_size_ly3,population,power_index,colonies_count,gdp
EMP-409,The Meroid AI Hegemony,Meroid Directorate,556d6c2378,HIP 76600-e,27511439.69,26971152.0,214.65,1,5000.0
EMP-410,The Consolidated Star Empire,Consolidated Merian Worlds,ff559623e3,HIP 76600-f,22535588.04,0.0,173.62,0,5000.0
EMP-411,The Great Zelex Imperium,Zelex Directorate,a38e0777cd,HIP 76600-g,17898097.71,0.0,208.65,0,5000.0
EMP-412,The Great Unified Imperium,Unified Orionoid Council,4c2540c708,HIP 244648-b,29206991.47,31730970.0,285.06,1,5000.0
EMP-413,The Great Unified Imperium,Unified Orionex Council,b7069c3852,GDE-4485-b,24052155.34,0.0,262.84,0,5000.0
EMP-414,The Consolidated Star Empire,Consolidated Xenari Worlds,81714ff4c3,GDE-4485-c,20094157.55,18296591.0,178.38,1,5000.0
EMP-415,The Great Scientific Imperium,Scientific Zelis Union,f3f5dfde4c,Kepler-2106-b,23347409.34,0.0,194.13,0,5000.0
EMP-416,The Scientific Technocracy,Scientific Kaeluman Union,e12feef736,Kepler-2106-c,21560476.13,0.0,181.82,0,5000.0
EMP-417,The Great Unified Imperium,Unified Vesperoid Council,fba15f0324,Kepler-2106-d,22924592.88,0.0,188.86,0,5000.0
EMP-418,The Great Allied Imperium,Allied Aurelan Systems,350e107aae,Kepler-2106-e,22847924.21,0.0,180.07,0,5000.0
EMP-419,The Scientific Technocracy,Scientific Zylaris Union,22091a7056,GDE-7889-b,24614993.42,0.0,272.92,0,5000.0
EMP-420,The Unified AI Hegemony,Unified Orionex Council,03d3903c7c,GDE-7889-c,22771213.71,0.0,178.17,0,5000.0
EMP-421,The Consolidated Kaelumex Systems,Kaelumex Directorate,2211d3100d,TESS-5589-c,17935876.29,0.0,140.71,0,5000.0
EMP-422,The Thranari Technocracy,Thranari Directorate,459f704847,TESS-5589-d,23296558.65,0.0,192.36,0,5000.0
EMP-423,The Great Scientific Imperium,Scientific Orionex Union,575810e85b,TESS-5589-e,24279312.19,0.0,241.16,0,5000.0
EMP-424,The Aurelan Star Empire,Aurelan Commonwealth,182edcdd37,GDE-8146-b,16070517.57,0.0,138.15,0,5000.0
EMP-425,The Consolidated Xi-sagittariis Systems,The Xi-sagittariis Federation,e47a782635,Xi Sagittarii-d,19390627.9,68751154.0,163.88,2,5000.0
EMP-426,The Unified AI Hegemony,Unified Vesperari Council,2705d84a32,Webb-7499-f,26726946.02,59591302.0,230.07,2,5000.0
EMP-427,The Aurelis Technocracy,The Aurelis Federation,92810d80b3,Webb-7499-h,17580066.65,25133365.0,167.31,1,5000.0
EMP-428,The Scientific Technocracy,Scientific Kaelumis Union,7e5521abbb,Gliese 192.0-b,20765780.65,0.0,205.88,0,5000.0
EMP-429,The Allied Technocracy,Allied Zylarian Systems,b9ec32251d,Gliese 192.0-c,6833439.75,0.0,80.53,0,5000.0
EMP-430,The Kaelumis Technocracy,The Kaelumis Federation,7c376afd56,TESS-8623-c,21031158.35,37185139.0,170.68,1,5000.0
EMP-431,The Great Kaelumite Imperium,Kaelumite Commonwealth,0cb785b3d6,TESS-8623-e,13896393.68,0.0,142.13,0,5000.0
EMP-432,The Sagittariite Technocracy,Sagittariite Directorate,7bf42c3a49,Theta Sagittarii-b,19149578.0,29108535.0,162.37,1,5000.0
EMP-433,The Aurelis AI Hegemony,Aurelis Commonwealth,c3b1779520,TESS-194-d,14470619.24,17631331.0,122.76,1,5000.0
EMP-434,The Consolidated Technocracy,Consolidated Solite Worlds,37a4cea3d7,HIP 262134-b,21625623.69,36551379.0,185.52,1,5000.0
EMP-435,The Scientific Technocracy,Scientific Merite Union,57733c8324,HIP 262134-c,23810650.66,0.0,213.94,0,5000.0
EMP-436,The Allied Star Empire,Allied Thranex Systems,467216187a,HIP 262134-d,22545591.36,0.0,194.77,0,5000.0
EMP-437,The Thranite Technocracy,Thranite Directorate,e00bc2a5e5,HR 189541-b,17219314.47,0.0,177.94,0,5000.0
EMP-438,The Great Unified Imperium,Unified Sagittariite Council,b2c9872c2d,Omega Sagittarii-b,23252943.83,0.0,190.92,0,5000.0
EMP-439,The Great Unified Imperium,Unified Sagittariite Council,792f609a6f,Omega Sagittarii-c,23390594.67,0.0,221.67,0,5000.0
EMP-440,The Great Unified Imperium,Unified Sagittariite Council,b9c3618013,Omega Sagittarii-d,4854453.49,0.0,64.29,0,5000.0
EMP-441,The Great Allied Imperium,Allied Sagittariian Systems,3aa8ce54ee,Omega Sagittarii-f,16932240.93,0.0,130.53,0,5000.0
EMP-442,The Meran AI Hegemony,The Meran Federation,4b4e90bd89,HR 36296-d,28111397.22,33203933.0,230.43,1,5000.0
EMP-443,The Great Unified Imperium,Unified Solite Council,764f599826,HD 173878-d,29663099.14,31550487.0,320.37,1,5000.0
EMP-444,The Great Zylarite Imperium,Zylarite Directorate,83c39baf65,HD 173878-e,24745644.49,0.0,289.22,0,5000.0
EMP-445,The Scientific Technocracy,Scientific Kaelumis Union,927dbfac0b,HD 14799-e,25243050.27,31990749.0,188.02,1,5000.0
EMP-446,The Great Scientific Imperium,Scientific Zeloid Union,8e65d7f5b1,HD 14799-f,18429905.15,0.0,142.64,0,5000.0
EMP-447,The Great Xenex Imperium,Xenex Directorate,f0f8b2423b,HD 14799-h,23434608.2,0.0,197.51,0,5000.0
EMP-448,The Scientific Technocracy,Scientific Solian Union,31aeef2350,HR 19907-e,19954522.51,0.0,160.42,0,5000.0
EMP-449,The Consolidated Consolidated Systems,Consolidated Thranite Worlds,83775e646f,HR 19907-f,13992186.88,0.0,115.37,0,5000.0
EMP-450,The Unified Technocracy,Unified Valite Council,2ed96a351c,HR 19907-g,23599096.98,0.0,204.62,0,5000.0
EMP-451,The Great Unified Imperium,Unified Merite Council,c1cc584fd5,Webb-1869-b,18680913.93,0.0,154.0,0,5000.0
EMP-452,The Great Scientific Imperium,Scientific Zelex Union,11452e96e6,Webb-1869-c,22233827.03,0.0,172.02,0,5000.0
EMP-453,The Scientific Technocracy,Scientific Kaelumian Union,80ce70725d,Webb-1869-d,18951901.83,0.0,174.66,0,5000.0
EMP-454,The Great Zylarian Imperium,Zylarian Commonwealth,75447b1ce9,Webb-1869-f,6947612.15,0.0,81.42,0,5000.0
EMP-455,The Consolidated Scientific Systems,Scientific Orionari Union,f61290c372,HD 193309-c,22524711.41,0.0,176.29,0,5000.0
EMP-456,The Aureloid AI Hegemony,The Aureloid Federation,71efb681fc,Gliese 325.0-b,21004036.66,24328533.0,258.8,1,5000.0
EMP-457,The Allied Technocracy,Allied Orionite Systems,13b6f1c19c,PSR 104430-e,26612229.19,29004770.0,228.87,1,5000.0
EMP-458,The Vesperan Technocracy,Vesperan Directorate,ee9099d9b7,PSR 104430-h,29494269.75,68997095.0,219.38,2,5000.0
EMP-459,The Consolidated Scientific Systems,Scientific Vesperoid Union,38d523ac80,TESS-8080-b,23776751.73,0.0,212.17,0,5000.0
EMP-460,The Scientific Technocracy,Scientific Zylaroid Union,4bf29f7756,TESS-8080-c,23934620.73,0.0,220.01,0,5000.0
EMP-461,The Great Unified Imperium,Unified Vesperoid Council,8a78a0e229,TESS-8080-d,20449945.15,0.0,218.35,0,5000.0
EMP-462,The Unified Technocracy,Unified Orionan Council,5fec320399,TESS-2121-c,6382932.3,0.0,76.95,0,5000.0
EMP-463,The Unified Technocracy,Unified Meroid Council,822326926a,TESS-2121-d,27471247.3,32660979.0,213.83,1,5000.0
EMP-464,The Nu-cygnis Star Empire,The Nu-cygnis Federation,0a6e8b3547,Nu Cygni-c,5348373.26,0.0,68.49,0,5000.0
EMP-465,The Unified Star Empire,Unified Meris Council,8bc980ecf5,Webb-9920-b,24821470.81,0.0,303.71,0,5000.0
EMP-466,The Great Scientific Imperium,Scientific Rho-perseis Union,18daa88e4f,Rho Persei-b,22259551.24,0.0,198.73,0,5000.0
EMP-467,The Scientific Technocracy,Scientific Persean Union,b6d872712f,Rho Persei-c,25055162.0,0.0,323.86,0,5000.0
EMP-468,The Consolidated Scientific Systems,Scientific Vesperian Union,7c40c9ebf8,Gliese 390.0-b,24492238.09,0.0,265.61,0,5000.0
EMP-469,The Scientific Technocracy,Scientific Aureloid Union,28f3b831a2,Gliese 390.0-c,23972099.42,0.0,222.97,0,5000.0
EMP-470,The Consolidated Consolidated Systems,Consolidated Orionite Worlds,20af608f42,Chi Orionis-b,21423086.68,26678442.0,185.74,1,5000.0
EMP-471,The Great Thranite Imperium,Thranite Directorate,f03d90fb8f,TESS-7800-b,21656580.36,0.0,162.09,0,5000.0
EMP-472,The Great Scientific Imperium,Scientific Xenite Union,3c04f1e4d3,TESS-7800-c,16518634.56,0.0,137.09,0,5000.0
EMP-473,The Aurelian Technocracy,Aurelian Directorate,123f4d1fb7,TESS-7800-d,23988533.79,0.0,223.98,0,5000.0
EMP-474,The Great Scientific Imperium,Scientific Kaelumari Union,15474381ae,TESS-7800-e,22437659.99,0.0,212.31,0,5000.0
EMP-475,The Consolidated Allied Systems,Allied Zelari Systems,e905d91038,Webb-2356-b,19841652.34,0.0,219.73,0,5000.0
EMP-476,The Consolidated Thranari Systems,Thranari Commonwealth,f7ed0ea8ba,Webb-2356-c,22296376.15,0.0,193.7,0,5000.0
EMP-477,The Consolidated Unified Systems,Unified Mu-perseis Council,176da50470,Mu Persei-d,34047549.04,56236120.0,316.32,2,5000.0
EMP-478,The Great Consolidated Imperium,Consolidated Valian Worlds,f83f785370,GDE-4121-e,4899234.88,0.0,64.68,0,5000.0
EMP-479,The Great Consolidated Imperium,Consolidated Thranoid Worlds,85aec51e58,Gaia-3148-b,18788868.2,0.0,157.96,0,5000.0
EMP-480,The Vesperari Technocracy,Vesperari Directorate,4c224c8349,TESS-5894-e,17338031.52,37500169.0,176.49,1,5000.0
EMP-481,The Scientific Technocracy,Scientific Bulgite Union,37270686ec,Beta Bulge-b,30141341.3,31558209.0,360.22,1,5000.0
EMP-482,The Great Bulgite Imperium,The Bulgite Federation,b9be6a525a,Beta Bulge-d,6318089.08,0.0,76.43,0,5000.0
