tick,year,planet_id,commodity,price,volatility,inventory,value_index
5,500,327fca23ad,Quantum Materials,13.92,0.217,98.3,0.12
5,500,327fca23ad,Dark Matter Extracts,34.81,0.217,53.8,0.12
5,500,e9a82053a5,Iron,1.16,0.217,281.5,0.12
5,500,e9a82053a5,Titanium,1.74,0.217,260.9,0.12
5,500,e9a82053a5,Rare Minerals,2.9,0.217,213.5,0.12
5,500,e9a82053a5,Water,4.04,0.045,75.5,0.81
5,500,e9a82053a5,Helium-3,2.32,0.217,20.5,0.12
5,500,e9a82053a5,Energy,5.3,0.066,100.0,0.66
5,500,e9a82053a5,Food,1.72,0.152,100.0,0.29
5,500,e9a82053a5,Advanced Components,5.8,0.217,91.2,0.12
5,500,e9a82053a5,Quantum Materials,13.92,0.217,100.7,0.12
5,500,e9a82053a5,Dark Matter Extracts,34.81,0.217,55.7,0.12
5,500,5b4aaf8233,Iron,1.16,0.217,168.6,0.12
5,500,5b4aaf8233,Titanium,1.74,0.217,200.6,0.12
5,500,5b4aaf8233,Rare Minerals,2.9,0.217,149.7,0.12
5,500,5b4aaf8233,Water,0.58,0.217,239.9,0.12
5,500,5b4aaf8233,Helium-3,2.32,0.217,203.3,0.12
5,500,5b4aaf8233,Energy,5.84,0.056,59.9,0.73
5,500,5b4aaf8233,Food,1.07,0.187,56.0,0.18
5,500,5b4aaf8233,Advanced Components,5.8,0.217,100.0,0.12
5,500,5b4aaf8233,Quantum Materials,13.92,0.217,138.2,0.12
5,500,5b4aaf8233,Dark Matter Extracts,34.81,0.217,68.2,0.12
5,500,d7c820d35a,Iron,1.92,0.185,209.0,0.19
5,500,d7c820d35a,Titanium,1.88,0.213,203.9,0.13
5,500,d7c820d35a,Rare Minerals,2.9,0.217,375.4,0.12
5,500,d7c820d35a,Water,6.2,0.046,37.5,1.24
5,500,d7c820d35a,Helium-3,4.02,0.167,7.6,0.2
5,500,d7c820d35a,Energy,5.06,0.071,100.0,0.63
5,500,d7c820d35a,Food,2.27,0.124,68.6,0.38
5,500,d7c820d35a,Advanced Components,5.8,0.217,98.1,0.12
5,500,d7c820d35a,Quantum Materials,13.92,0.217,124.0,0.12
5,500,d7c820d35a,Dark Matter Extracts,34.81,0.217,63.7,0.12
5,500,c5b9b561b0,Iron,1.16,0.217,402.6,0.12
5,500,c5b9b561b0,Titanium,1.74,0.217,359.9,0.12
5,500,c5b9b561b0,Rare Minerals,2.9,0.217,293.7,0.12
5,500,c5b9b561b0,Water,3.4,0.065,74.5,0.68
5,500,c5b9b561b0,Helium-3,2.32,0.217,23.7,0.12
5,500,c5b9b561b0,Energy,5.41,0.064,100.0,0.68
5,500,c5b9b561b0,Food,0.85,0.205,100.0,0.14
5,500,c5b9b561b0,Advanced Components,5.8,0.217,89.8,0.12
5,500,c5b9b561b0,Quantum Materials,13.92,0.217,94.5,0.12
5,500,c5b9b561b0,Dark Matter Extracts,34.81,0.217,54.5,0.12
5,500,b008de65ab,Iron,1.16,0.217,90.2,0.12
5,500,b008de65ab,Titanium,1.74,0.217,113.2,0.12
5,500,b008de65ab,Rare Minerals,2.9,0.217,85.4,0.12
5,500,b008de65ab,Water,0.58,0.217,255.7,0.12
5,500,b008de65ab,Helium-3,2.32,0.217,212.2,0.12
5,500,b008de65ab,Energy,6.15,0.05,50.2,0.77
5,500,b008de65ab,Food,1.37,0.166,56.0,0.23
5,500,b008de65ab,Advanced Components,5.8,0.217,100.0,0.12
5,500,b008de65ab,Quantum Materials,13.92,0.217,144.4,0.12
5,500,b008de65ab,Dark Matter Extracts,34.81,0.217,70.1,0.12
5,500,4c973f596f,Iron,1.16,0.217,57.5,0.12
5,500,4c973f596f,Titanium,1.74,0.217,89.3,0.12
5,500,4c973f596f,Rare Minerals,2.9,0.217,61.1,0.12
5,500,4c973f596f,Water,0.58,0.217,130.4,0.12
5,500,4c973f596f,Helium-3,2.32,0.217,132.7,0.12
5,500,4c973f596f,Energy,15.03,0.099,27.2,1.88
5,500,4c973f596f,Food,2.91,0.096,47.9,0.48
5,500,4c973f596f,Advanced Components,5.8,0.217,100.0,0.12
5,500,4c973f596f,Quantum Materials,13.92,0.217,133.4,0.12
5,500,4c973f596f,Dark Matter Extracts,34.81,0.217,64.8,0.12
5,500,a1d888916f,Iron,1.16,0.217,141.7,0.12
5,500,a1d888916f,Titanium,1.74,0.217,139.1,0.12
5,500,a1d888916f,Rare Minerals,2.9,0.217,236.8,0.12
5,500,a1d888916f,Water,5.93,0.042,41.7,1.19
5,500,a1d888916f,Helium-3,2.32,0.217,17.4,0.12
5,500,a1d888916f,Energy,4.08,0.092,100.0,0.51
5,500,a1d888916f,Food,0.85,0.205,63.7,0.14
5,500,a1d888916f,Advanced Components,5.8,0.217,95.8,0.12
5,500,a1d888916f,Quantum Materials,13.92,0.217,104.4,0.12
5,500,a1d888916f,Dark Matter Extracts,34.81,0.217,56.1,0.12
5,500,9b6fb97e8b,Iron,1.16,0.217,78.7,0.12
5,500,9b6fb97e8b,Titanium,1.74,0.217,99.1,0.12
5,500,9b6fb97e8b,Rare Minerals,2.9,0.217,88.6,0.12
5,500,9b6fb97e8b,Water,0.63,0.213,288.4,0.13
5,500,9b6fb97e8b,Helium-3,2.32,0.217,34.4,0.12
5,500,9b6fb97e8b,Energy,4.66,0.08,100.0,0.58
5,500,9b6fb97e8b,Food,0.7,0.217,228.4,0.12
5,500,9b6fb97e8b,Advanced Components,5.8,0.217,81.9,0.12
5,500,9b6fb97e8b,Quantum Materials,13.92,0.217,75.1,0.12
5,500,9b6fb97e8b,Dark Matter Extracts,34.81,0.217,50.0,0.12
5,500,3e495c09e3,Iron,1.16,0.217,179.2,0.12
5,500,3e495c09e3,Titanium,1.74,0.217,176.3,0.12
5,500,3e495c09e3,Rare Minerals,2.9,0.217,139.0,0.12
5,500,3e495c09e3,Water,4.26,0.04,63.4,0.85
5,500,3e495c09e3,Helium-3,2.91,0.193,12.3,0.15
5,500,3e495c09e3,Energy,6.03,0.052,100.0,0.75
5,500,3e495c09e3,Food,1.1,0.189,89.8,0.18
5,500,3e495c09e3,Advanced Components,5.8,0.217,95.5,0.12
5,500,3e495c09e3,Quantum Materials,13.92,0.217,112.4,0.12
5,500,3e495c09e3,Dark Matter Extracts,34.81,0.217,58.7,0.12
5,500,360e78d9e3,Iron,1.16,0.217,241.5,0.12
5,500,360e78d9e3,Titanium,1.74,0.217,227.1,0.12
5,500,360e78d9e3,Rare Minerals,2.9,0.217,183.3,0.12
5,500,360e78d9e3,Water,0.66,0.21,92.4,0.13
5,500,360e78d9e3,Helium-3,2.32,0.217,17.7,0.12
5,500,360e78d9e3,Energy,2.61,0.135,100.0,0.33
5,500,360e78d9e3,Food,0.7,0.217,100.0,0.12
5,500,360e78d9e3,Advanced Components,5.8,0.217,96.9,0.12
5,500,360e78d9e3,Quantum Materials,13.92,0.217,105.5,0.12
5,500,360e78d9e3,Dark Matter Extracts,34.81,0.217,57.9,0.12
5,500,38a4798421,Iron,1.16,0.217,376.2,0.12
5,500,38a4798421,Titanium,1.74,0.217,342.8,0.12
5,500,38a4798421,Rare Minerals,2.9,0.217,264.7,0.12
5,500,38a4798421,Water,3.24,0.069,100.0,0.65
5,500,38a4798421,Helium-3,6.32,0.163,1.6,0.32
5,500,38a4798421,Energy,4.76,0.077,100.0,0.59
5,500,38a4798421,Food,1.06,0.19,100.0,0.18
5,500,38a4798421,Advanced Components,5.8,0.217,97.2,0.12
5,500,38a4798421,Quantum Materials,13.92,0.217,134.9,0.12
5,500,38a4798421,Dark Matter Extracts,34.81,0.217,67.1,0.12
5,500,3ea4301d08,Iron,6.34,0.071,65.0,0.63
5,500,3ea4301d08,Titanium,3.16,0.178,118.0,0.21
5,500,3ea4301d08,Rare Minerals,2.9,0.217,97.2,0.12
5,500,3ea4301d08,Water,0.61,0.215,228.1,0.12
5,500,3ea4301d08,Helium-3,2.32,0.217,199.3,0.12
5,500,3ea4301d08,Energy,22.75,0.155,0.0,2.84
5,500,3ea4301d08,Food,5.42,0.034,47.9,0.9
5,500,3ea4301d08,Advanced Components,5.8,0.217,100.0,0.12
5,500,3ea4301d08,Quantum Materials,13.92,0.217,144.3,0.12
5,500,3ea4301d08,Dark Matter Extracts,35.44,0.216,64.8,0.12
5,500,3b213afd41,Iron,1.16,0.217,63.2,0.12
5,500,3b213afd41,Titanium,1.74,0.217,96.2,0.12
5,500,3b213afd41,Rare Minerals,2.9,0.217,63.9,0.12
5,500,3b213afd41,Water,0.58,0.217,375.9,0.12
5,500,3b213afd41,Helium-3,2.32,0.217,136.8,0.12
5,500,3b213afd41,Energy,6.15,0.05,53.5,0.77
5,500,3b213afd41,Food,1.92,0.136,50.7,0.32
5,500,3b213afd41,Advanced Components,5.8,0.217,106.8,0.12
5,500,3b213afd41,Quantum Materials,13.92,0.217,141.9,0.12
5,500,3b213afd41,Dark Matter Extracts,34.81,0.217,66.9,0.12
5,500,03381bf03f,Iron,1.16,0.217,327.1,0.12
5,500,03381bf03f,Titanium,1.74,0.217,360.1,0.12
5,500,03381bf03f,Rare Minerals,2.9,0.217,277.7,0.12
5,500,03381bf03f,Water,0.68,0.208,145.5,0.14
5,500,03381bf03f,Helium-3,8.85,0.174,0.0,0.44
5,500,03381bf03f,Energy,4.96,0.072,100.0,0.62
5,500,03381bf03f,Food,0.7,0.217,246.7,0.12
5,500,03381bf03f,Advanced Components,5.8,0.217,100.0,0.12
5,500,03381bf03f,Quantum Materials,13.92,0.217,135.1,0.12
5,500,03381bf03f,Dark Matter Extracts,34.81,0.217,66.9,0.12
5,500,d2a9987706,Iron,1.16,0.217,215.8,0.12
5,500,d2a9987706,Titanium,1.74,0.217,207.0,0.12
5,500,d2a9987706,Rare Minerals,2.9,0.217,162.9,0.12
5,500,d2a9987706,Water,4.35,0.038,64.1,0.87
5,500,d2a9987706,Helium-3,3.1,0.185,11.3,0.15
5,500,d2a9987706,Energy,5.78,0.057,100.0,0.72
5,500,d2a9987706,Food,1.82,0.148,96.5,0.3
5,500,d2a9987706,Advanced Components,5.8,0.217,92.0,0.12
5,500,d2a9987706,Quantum Materials,13.92,0.217,115.3,0.12
5,500,d2a9987706,Dark Matter Extracts,34.81,0.217,59.2,0.12
5,500,03af03abb8,Iron,1.16,0.217,262.0,0.12
5,500,03af03abb8,Titanium,1.74,0.217,611.3,0.12
5,500,03af03abb8,Rare Minerals,2.9,0.217,742.1,0.12
5,500,03af03abb8,Water,10.75,0.115,26.1,2.15
5,500,03af03abb8,Helium-3,2.32,0.217,23.9,0.12
5,500,03af03abb8,Energy,5.39,0.064,100.0,0.67
5,500,03af03abb8,Food,8.48,0.067,34.0,1.41
5,500,03af03abb8,Advanced Components,5.8,0.217,91.7,0.12
5,500,03af03abb8,Quantum Materials,13.92,0.217,94.0,0.12
5,500,03af03abb8,Dark Matter Extracts,34.81,0.217,54.4,0.12
5,500,399539d14c,Iron,1.16,0.217,495.0,0.12
5,500,399539d14c,Titanium,1.74,0.217,436.8,0.12
5,500,399539d14c,Rare Minerals,2.9,0.217,355.7,0.12
5,500,399539d14c,Water,1.94,0.125,90.1,0.39
5,500,399539d14c,Helium-3,2.32,0.217,24.4,0.12
5,500,399539d14c,Energy,4.74,0.077,100.0,0.59
5,500,399539d14c,Food,0.71,0.217,100.0,0.12
5,500,399539d14c,Advanced Components,5.8,0.217,90.2,0.12
5,500,399539d14c,Quantum Materials,13.92,0.217,93.2,0.12
5,500,399539d14c,Dark Matter Extracts,34.81,0.217,54.1,0.12
5,500,cc200fe76a,Iron,1.16,0.217,162.7,0.12
5,500,cc200fe76a,Titanium,1.74,0.217,419.3,0.12
5,500,cc200fe76a,Rare Minerals,2.9,0.217,495.0,0.12
5,500,cc200fe76a,Water,10.79,0.115,25.1,2.16
5,500,cc200fe76a,Helium-3,8.9,0.174,0.0,0.45
5,500,cc200fe76a,Energy,4.16,0.091,100.0,0.52
5,500,cc200fe76a,Food,9.26,0.078,33.4,1.54
5,500,cc200fe76a,Advanced Components,5.8,0.217,100.0,0.12
5,500,cc200fe76a,Quantum Materials,13.92,0.217,138.8,0.12
5,500,cc200fe76a,Dark Matter Extracts,34.81,0.217,70.2,0.12
5,500,94cf82fd39,Iron,1.16,0.217,167.1,0.12
5,500,94cf82fd39,Titanium,1.74,0.217,165.1,0.12
5,500,94cf82fd39,Rare Minerals,2.9,0.217,133.5,0.12
5,500,94cf82fd39,Water,3.81,0.053,64.2,0.76
5,500,94cf82fd39,Helium-3,2.32,0.217,17.4,0.12
5,500,94cf82fd39,Energy,5.42,0.064,100.0,0.68
5,500,94cf82fd39,Food,0.85,0.205,87.7,0.14
5,500,94cf82fd39,Advanced Components,5.8,0.217,94.2,0.12
5,500,94cf82fd39,Quantum Materials,13.92,0.217,104.4,0.12
5,500,94cf82fd39,Dark Matter Extracts,34.81,0.217,56.1,0.12
5,500,8800d4c190,Iron,1.16,0.217,208.2,0.12
5,500,8800d4c190,Titanium,1.74,0.217,203.9,0.12
5,500,8800d4c190,Rare Minerals,2.9,0.217,152.8,0.12
5,500,8800d4c190,Water,1.24,0.163,83.3,0.25
5,500,8800d4c190,Helium-3,8.9,0.174,0.0,0.45
5,500,8800d4c190,Energy,4.56,0.081,100.0,0.57
5,500,8800d4c190,Food,0.7,0.217,100.0,0.12
5,500,8800d4c190,Advanced Components,5.8,0.217,100.0,0.12
5,500,8800d4c190,Quantum Materials,13.92,0.217,136.5,0.12
5,500,8800d4c190,Dark Matter Extracts,34.81,0.217,67.0,0.12
5,500,5d68bdb677,Iron,1.16,0.217,39.2,0.12
5,500,5d68bdb677,Titanium,1.74,0.217,69.8,0.12
5,500,5d68bdb677,Rare Minerals,2.9,0.217,48.3,0.12
5,500,5d68bdb677,Water,0.63,0.213,100.0,0.13
5,500,5d68bdb677,Helium-3,2.32,0.217,100.0,0.12
5,500,5d68bdb677,Energy,24.56,0.166,0.0,3.07
5,500,5d68bdb677,Food,6.74,0.039,40.2,1.12
5,500,5d68bdb677,Advanced Components,5.8,0.217,100.0,0.12
5,500,5d68bdb677,Quantum Materials,13.92,0.217,126.4,0.12
5,500,5d68bdb677,Dark Matter Extracts,36.08,0.214,57.8,0.12
5,500,492bdf095f,Iron,1.16,0.217,114.0,0.12
5,500,492bdf095f,Titanium,1.74,0.217,309.6,0.12
5,500,492bdf095f,Rare Minerals,2.9,0.217,360.8,0.12
5,500,492bdf095f,Water,12.37,0.138,16.4,2.47
5,500,492bdf095f,Helium-3,8.85,0.174,0.0,0.44
5,500,492bdf095f,Energy,8.31,0.054,65.2,1.04
5,500,492bdf095f,Food,12.74,0.113,27.6,2.12
5,500,492bdf095f,Advanced Components,5.8,0.217,100.0,0.12
5,500,492bdf095f,Quantum Materials,13.92,0.217,136.5,0.12
5,500,492bdf095f,Dark Matter Extracts,34.81,0.217,66.9,0.12
5,500,1cc51c4af6,Iron,1.16,0.217,122.7,0.12
5,500,1cc51c4af6,Titanium,1.74,0.217,325.2,0.12
5,500,1cc51c4af6,Rare Minerals,2.9,0.217,379.2,0.12
5,500,1cc51c4af6,Water,10.95,0.116,22.0,2.19
5,500,1cc51c4af6,Helium-3,7.26,0.171,0.1,0.36
5,500,1cc51c4af6,Energy,5.69,0.059,100.0,0.71
5,500,1cc51c4af6,Food,11.18,0.098,31.3,1.86
5,500,1cc51c4af6,Advanced Components,5.8,0.217,100.0,0.12
5,500,1cc51c4af6,Quantum Materials,13.92,0.217,135.5,0.12
5,500,1cc51c4af6,Dark Matter Extracts,34.81,0.217,65.0,0.12
5,500,9aebadd23a,Iron,1.16,0.217,63.0,0.12
5,500,9aebadd23a,Titanium,1.74,0.217,89.1,0.12
5,500,9aebadd23a,Rare Minerals,2.9,0.217,73.1,0.12
5,500,9aebadd23a,Water,0.58,0.217,108.8,0.12
5,500,9aebadd23a,Helium-3,2.32,0.217,115.5,0.12
5,500,9aebadd23a,Energy,12.35,0.081,42.4,1.54
5,500,9aebadd23a,Food,3.92,0.066,45.6,0.65
5,500,9aebadd23a,Advanced Components,5.8,0.217,94.5,0.12
5,500,9aebadd23a,Quantum Materials,13.92,0.217,102.5,0.12
5,500,9aebadd23a,Dark Matter Extracts,34.81,0.217,55.8,0.12
5,500,8ea676d8e0,Iron,1.16,0.217,106.3,0.12
5,500,8ea676d8e0,Titanium,1.74,0.217,292.3,0.12
5,500,8ea676d8e0,Rare Minerals,2.9,0.217,339.7,0.12
5,500,8ea676d8e0,Water,10.62,0.113,27.5,2.12
5,500,8ea676d8e0,Helium-3,8.85,0.174,0.0,0.44
5,500,8ea676d8e0,Energy,5.44,0.064,93.0,0.68
5,500,8ea676d8e0,Food,7.3,0.053,35.0,1.22
5,500,8ea676d8e0,Advanced Components,5.8,0.217,100.0,0.12
5,500,8ea676d8e0,Quantum Materials,13.92,0.217,136.5,0.12
5,500,8ea676d8e0,Dark Matter Extracts,34.81,0.217,66.9,0.12
5,500,91ebeb7ce9,Iron,1.16,0.217,179.5,0.12
5,500,91ebeb7ce9,Titanium,1.74,0.217,173.5,0.12
5,500,91ebeb7ce9,Rare Minerals,2.9,0.217,297.0,0.12
5,500,91ebeb7ce9,Water,5.89,0.041,41.2,1.18
5,500,91ebeb7ce9,Helium-3,9.03,0.172,0.0,0.45
5,500,91ebeb7ce9,Energy,4.08,0.092,135.6,0.51
5,500,91ebeb7ce9,Food,1.35,0.171,70.2,0.23
5,500,91ebeb7ce9,Advanced Components,5.8,0.217,100.0,0.12
5,500,91ebeb7ce9,Quantum Materials,13.92,0.217,136.4,0.12
5,500,91ebeb7ce9,Dark Matter Extracts,34.81,0.217,67.2,0.12
5,500,3e7c26333c,Iron,1.16,0.217,153.7,0.12
5,500,3e7c26333c,Titanium,1.74,0.217,152.8,0.12
5,500,3e7c26333c,Rare Minerals,2.9,0.217,258.1,0.12
5,500,3e7c26333c,Water,6.57,0.053,34.8,1.31
5,500,3e7c26333c,Helium-3,8.97,0.173,0.0,0.45
5,500,3e7c26333c,Energy,4.49,0.083,100.0,0.56
5,500,3e7c26333c,Food,2.77,0.105,62.5,0.46
5,500,3e7c26333c,Advanced Components,5.8,0.217,100.0,0.12
5,500,3e7c26333c,Quantum Materials,13.92,0.217,136.4,0.12
5,500,3e7c26333c,Dark Matter Extracts,34.81,0.217,67.1,0.12
5,500,6b10b45b09,Iron,1.16,0.217,136.4,0.12
5,500,6b10b45b09,Titanium,1.74,0.217,136.0,0.12
5,500,6b10b45b09,Rare Minerals,2.9,0.217,223.9,0.12
5,500,6b10b45b09,Water,5.22,0.031,43.1,1.04
5,500,6b10b45b09,Helium-3,4.72,0.159,6.2,0.24
5,500,6b10b45b09,Energy,4.29,0.087,100.0,0.54
5,500,6b10b45b09,Food,0.73,0.215,64.4,0.12
5,500,6b10b45b09,Advanced Components,5.8,0.217,98.8,0.12
5,500,6b10b45b09,Quantum Materials,13.92,0.217,122.2,0.12
5,500,6b10b45b09,Dark Matter Extracts,34.81,0.217,61.9,0.12
5,500,8dd4ff78ca,Iron,1.16,0.217,51.6,0.12
5,500,8dd4ff78ca,Titanium,1.74,0.217,79.7,0.12
5,500,8dd4ff78ca,Rare Minerals,2.9,0.217,56.5,0.12
5,500,8dd4ff78ca,Water,0.58,0.217,100.0,0.12
5,500,8dd4ff78ca,Helium-3,2.32,0.217,100.0,0.12
5,500,8dd4ff78ca,Energy,18.29,0.126,10.9,2.29
5,500,8dd4ff78ca,Food,3.57,0.076,45.1,0.59
5,500,8dd4ff78ca,Advanced Components,5.8,0.217,97.3,0.12
5,500,8dd4ff78ca,Quantum Materials,13.92,0.217,121.5,0.12
5,500,8dd4ff78ca,Dark Matter Extracts,34.81,0.217,61.7,0.12
5,500,cdfb73b56c,Iron,1.16,0.217,132.0,0.12
5,500,cdfb73b56c,Titanium,1.74,0.217,133.3,0.12
5,500,cdfb73b56c,Rare Minerals,2.9,0.217,217.3,0.12
5,500,cdfb73b56c,Water,4.3,0.037,44.5,0.86
5,500,cdfb73b56c,Helium-3,6.48,0.159,1.8,0.32
5,500,cdfb73b56c,Energy,4.03,0.093,100.0,0.5
5,500,cdfb73b56c,Food,0.7,0.217,65.1,0.12
5,500,cdfb73b56c,Advanced Components,5.8,0.217,100.0,0.12
5,500,cdfb73b56c,Quantum Materials,13.92,0.217,131.4,0.12
5,500,cdfb73b56c,Dark Matter Extracts,34.81,0.217,64.1,0.12
5,500,13b32218fe,Iron,1.16,0.217,167.9,0.12
5,500,13b32218fe,Titanium,1.74,0.217,165.7,0.12
5,500,13b32218fe,Rare Minerals,2.9,0.217,129.6,0.12
5,500,13b32218fe,Water,3.3,0.069,65.9,0.66
5,500,13b32218fe,Helium-3,2.93,0.192,12.8,0.15
5,500,13b32218fe,Energy,5.7,0.058,100.0,0.71
5,500,13b32218fe,Food,0.77,0.213,89.0,0.13
5,500,13b32218fe,Advanced Components,5.8,0.217,93.4,0.12
5,500,13b32218fe,Quantum Materials,13.92,0.217,110.6,0.12
5,500,13b32218fe,Dark Matter Extracts,34.81,0.217,58.6,0.12
5,500,982d42fd3d,Iron,1.16,0.217,64.5,0.12
5,500,982d42fd3d,Titanium,1.74,0.217,83.2,0.12
5,500,982d42fd3d,Rare Minerals,2.9,0.217,78.4,0.12
5,500,982d42fd3d,Water,0.62,0.213,100.0,0.12
5,500,982d42fd3d,Helium-3,2.32,0.217,156.2,0.12
5,500,982d42fd3d,Energy,7.9,0.024,52.2,0.99
5,500,982d42fd3d,Food,6.56,0.037,40.6,1.09
5,500,982d42fd3d,Advanced Components,5.8,0.217,79.9,0.12
5,500,982d42fd3d,Quantum Materials,13.92,0.217,73.3,0.12
5,500,982d42fd3d,Dark Matter Extracts,34.81,0.217,50.0,0.12
5,500,1a9e2f55ba,Iron,1.16,0.217,112.4,0.12
5,500,1a9e2f55ba,Titanium,1.74,0.217,292.7,0.12
5,500,1a9e2f55ba,Rare Minerals,2.9,0.217,338.9,0.12
5,500,1a9e2f55ba,Water,10.72,0.114,26.5,2.14
5,500,1a9e2f55ba,Helium-3,5.56,0.142,2.6,0.28
5,500,1a9e2f55ba,Energy,5.95,0.055,82.3,0.74
5,500,1a9e2f55ba,Food,8.12,0.063,34.3,1.35
5,500,1a9e2f55ba,Advanced Components,5.8,0.217,99.9,0.12
5,500,1a9e2f55ba,Quantum Materials,13.92,0.217,128.6,0.12
5,500,1a9e2f55ba,Dark Matter Extracts,34.81,0.217,63.7,0.12
5,500,0e38122d46,Iron,1.16,0.217,49.7,0.12
5,500,0e38122d46,Titanium,1.74,0.217,79.3,0.12
5,500,0e38122d46,Rare Minerals,2.9,0.217,52.7,0.12
5,500,0e38122d46,Water,0.59,0.217,100.0,0.12
5,500,0e38122d46,Helium-3,2.32,0.217,100.0,0.12
5,500,0e38122d46,Energy,20.5,0.142,0.0,2.56
5,500,0e38122d46,Food,6.19,0.032,41.8,1.03
5,500,0e38122d46,Advanced Components,5.8,0.217,97.9,0.12
5,500,0e38122d46,Quantum Materials,13.92,0.217,131.6,0.12
5,500,0e38122d46,Dark Matter Extracts,34.81,0.217,63.8,0.12
5,500,11b18e095f,Iron,1.16,0.217,95.9,0.12
5,500,11b18e095f,Titanium,1.74,0.217,104.2,0.12
5,500,11b18e095f,Rare Minerals,2.9,0.217,163.1,0.12
5,500,11b18e095f,Water,7.27,0.065,33.6,1.45
5,500,11b18e095f,Helium-3,5.48,0.144,2.9,0.27
5,500,11b18e095f,Energy,5.43,0.064,100.0,0.68
5,500,11b18e095f,Food,2.68,0.105,53.0,0.45
5,500,11b18e095f,Advanced Components,5.8,0.217,98.5,0.12
5,500,11b18e095f,Quantum Materials,13.92,0.217,127.9,0.12
5,500,11b18e095f,Dark Matter Extracts,34.81,0.217,63.5,0.12
5,500,18c2d8e027,Iron,1.16,0.217,205.8,0.12
5,500,18c2d8e027,Titanium,1.74,0.217,199.5,0.12
5,500,18c2d8e027,Rare Minerals,2.9,0.217,148.8,0.12
5,500,18c2d8e027,Water,1.74,0.134,79.4,0.35
5,500,18c2d8e027,Helium-3,6.59,0.16,1.6,0.33
5,500,18c2d8e027,Energy,5.05,0.071,100.0,0.63
5,500,18c2d8e027,Food,0.7,0.217,100.0,0.12
5,500,18c2d8e027,Advanced Components,5.8,0.217,100.0,0.12
5,500,18c2d8e027,Quantum Materials,13.92,0.217,130.3,0.12
5,500,18c2d8e027,Dark Matter Extracts,34.81,0.217,64.2,0.12
5,500,5516d9f76c,Iron,1.16,0.217,98.8,0.12
5,500,5516d9f76c,Titanium,1.74,0.217,120.5,0.12
5,500,5516d9f76c,Rare Minerals,2.9,0.217,102.5,0.12
5,500,5516d9f76c,Water,0.69,0.205,100.0,0.14
5,500,5516d9f76c,Helium-3,2.32,0.217,125.9,0.12
5,500,5516d9f76c,Energy,16.83,0.121,16.1,2.1
5,500,5516d9f76c,Food,7.07,0.043,39.8,1.18
5,500,5516d9f76c,Advanced Components,5.8,0.217,85.0,0.12
5,500,5516d9f76c,Quantum Materials,13.92,0.217,89.7,0.12
5,500,5516d9f76c,Dark Matter Extracts,34.81,0.217,53.7,0.12
5,500,f666a73d31,Iron,1.16,0.217,80.2,0.12
5,500,f666a73d31,Titanium,1.74,0.217,101.6,0.12
5,500,f666a73d31,Rare Minerals,2.9,0.217,84.5,0.12
5,500,f666a73d31,Water,0.72,0.205,301.0,0.14
5,500,f666a73d31,Helium-3,2.32,0.217,27.2,0.12
5,500,f666a73d31,Energy,5.53,0.062,100.0,0.69
5,500,f666a73d31,Food,0.7,0.217,240.1,0.12
5,500,f666a73d31,Advanced Components,5.8,0.217,80.4,0.12
5,500,f666a73d31,Quantum Materials,13.92,0.217,87.1,0.12
5,500,f666a73d31,Dark Matter Extracts,34.81,0.217,53.1,0.12
5,500,a7804d5c1c,Iron,1.71,0.194,268.9,0.17
5,500,a7804d5c1c,Titanium,1.78,0.217,262.8,0.12
5,500,a7804d5c1c,Rare Minerals,2.9,0.217,208.3,0.12
5,500,a7804d5c1c,Water,0.88,0.192,90.9,0.18
5,500,a7804d5c1c,Helium-3,5.08,0.152,4.7,0.25
5,500,a7804d5c1c,Energy,5.2,0.068,100.0,0.65
5,500,a7804d5c1c,Food,0.7,0.217,100.0,0.12
5,500,a7804d5c1c,Advanced Components,5.8,0.217,99.4,0.12
5,500,a7804d5c1c,Quantum Materials,13.92,0.217,128.4,0.12
5,500,a7804d5c1c,Dark Matter Extracts,34.81,0.217,65.6,0.12
5,500,5a5b316ba4,Iron,1.16,0.217,117.4,0.12
5,500,5a5b316ba4,Titanium,1.74,0.217,117.0,0.12
5,500,5a5b316ba4,Rare Minerals,2.9,0.217,195.1,0.12
5,500,5a5b316ba4,Water,6.59,0.054,38.3,1.32
5,500,5a5b316ba4,Helium-3,2.32,0.217,26.1,0.12
5,500,5a5b316ba4,Energy,4.68,0.079,100.0,0.59
5,500,5a5b316ba4,Food,1.26,0.174,57.0,0.21
5,500,5a5b316ba4,Advanced Components,5.8,0.217,87.1,0.12
5,500,5a5b316ba4,Quantum Materials,13.92,0.217,87.4,0.12
5,500,5a5b316ba4,Dark Matter Extracts,34.81,0.217,52.1,0.12
5,500,35839bddc0,Iron,1.16,0.217,72.7,0.12
5,500,35839bddc0,Titanium,1.74,0.217,94.6,0.12
5,500,35839bddc0,Rare Minerals,2.9,0.217,78.1,0.12
5,500,35839bddc0,Water,0.72,0.205,263.8,0.14
5,500,35839bddc0,Helium-3,2.32,0.217,25.4,0.12
5,500,35839bddc0,Energy,7.89,0.043,71.9,0.99
5,500,35839bddc0,Food,0.7,0.217,209.1,0.12
5,500,35839bddc0,Advanced Components,5.8,0.217,81.6,0.12
5,500,35839bddc0,Quantum Materials,13.92,0.217,90.3,0.12
5,500,35839bddc0,Dark Matter Extracts,34.81,0.217,54.1,0.12
