civilization_id,name,species,planet_id,tech_level,energy_source,government_type,civilization_age
7664b6b371,Orionian Directorate,"{'species_id': '5f6d4d4545', 'name': 'Orionian', 'planet_id': '20e205eab6', 'intelligence': 96.28, 'cooperation': 47.99, 'aggression': 34.82, 'adaptability': 23.08, 'lifespan': 57.12, 'population': 8752368270.0}",20e205eab6,97.04,Dyson Swarm Prototype,Technocracy,149101.0
739bb87006,Unified Aurelex Council,"{'species_id': 'ad3ec7eff5', 'name': 'Aurelex', 'planet_id': '9bf2886f37', 'intelligence': 90.38, 'cooperation': 51.86, 'aggression': 41.52, 'adaptability': 50.01, 'lifespan': 21.32, 'population': 6179164779.0}",9bf2886f37,100.0,Dyson Swarm Prototype,Scientific Council,320866.0
8853384409,Unified Kaelumex Council,"{'species_id': '57de5cca9a', 'name': 'Kaelumex', 'planet_id': '94e2e777cc', 'intelligence': 93.5, 'cooperation': 45.17, 'aggression': 54.98, 'adaptability': 51.09, 'lifespan': 35.96, 'population': 4966511555.0}",94e2e777cc,98.02,Dyson Swarm Prototype,Technocracy,172206.0
bda6417e80,Scientific Persean Union,"{'species_id': 'e37fda4ce7', 'name': 'Persean', 'planet_id': '3f7195886a', 'intelligence': 98.73, 'cooperation': 47.23, 'aggression': 39.5, 'adaptability': 38.16, 'lifespan': 38.37, 'population': 116703202.0}",3f7195886a,82.54,Antimatter,Technocracy,487190.0
56cd534bb7,The Persean Federation,"{'species_id': 'ebf1be5af5', 'name': 'Persean', 'planet_id': 'bb6c8e317f', 'intelligence': 65.94, 'cooperation': 45.33, 'aggression': 25.89, 'adaptability': 47.6, 'lifespan': 40.6, 'population': 1538204291.0}",bb6c8e317f,80.21,Antimatter,Technocracy,66525.0
c6e77e6789,Persean Directorate,"{'species_id': 'ffcdd56cda', 'name': 'Persean', 'planet_id': 'dcc81c3a91', 'intelligence': 91.1, 'cooperation': 40.38, 'aggression': 46.72, 'adaptability': 67.31, 'lifespan': 39.54, 'population': 1781550238.0}",dcc81c3a91,100.0,Dyson Swarm Prototype,AI Governance,101227.0
ac4afd4a27,Perseite Directorate,"{'species_id': 'daf7833037', 'name': 'Perseite', 'planet_id': 'aab8c4984f', 'intelligence': 95.23, 'cooperation': 46.37, 'aggression': 59.74, 'adaptability': 39.39, 'lifespan': 35.81, 'population': 4742837242.0}",aab8c4984f,88.43,Antimatter,AI Governance,323557.0
778b8b68c3,Scientific Aurelex Union,"{'species_id': 'c5208548a2', 'name': 'Aurelex', 'planet_id': 'a1aed63e53', 'intelligence': 94.98, 'cooperation': 47.43, 'aggression': 36.74, 'adaptability': 45.76, 'lifespan': 65.7, 'population': 15000000000.0}",a1aed63e53,100.0,Dyson Swarm Prototype,Monarchy,388030.0
c5213edcba,Scientific Meran Union,"{'species_id': 'f0b34c9791', 'name': 'Meran', 'planet_id': '1643c3fc59', 'intelligence': 82.31, 'cooperation': 41.55, 'aggression': 53.95, 'adaptability': 51.57, 'lifespan': 52.18, 'population': 1680102436.0}",1643c3fc59,82.35,Antimatter,Scientific Council,325658.0
37b8da7a55,Zylaris Directorate,"{'species_id': '43ba953cbe', 'name': 'Zylaris', 'planet_id': '8f69144906', 'intelligence': 94.9, 'cooperation': 58.06, 'aggression': 51.21, 'adaptability': 41.17, 'lifespan': 39.91, 'population': 2294495871.0}",8f69144906,100.0,Dyson Swarm Prototype,Federation,459561.0
c1803ec34d,Aurelari Directorate,"{'species_id': 'a749a2a7be', 'name': 'Aurelari', 'planet_id': 'f7145b840e', 'intelligence': 84.95, 'cooperation': 45.61, 'aggression': 50.57, 'adaptability': 44.27, 'lifespan': 50.29, 'population': 15000000000.0}",f7145b840e,93.24,Antimatter,Scientific Council,59438.0
d957806d32,Galactician Commonwealth,"{'species_id': '73a8c7f8da', 'name': 'Galactician', 'planet_id': '0cac230fec', 'intelligence': 65.53, 'cooperation': 24.77, 'aggression': 60.01, 'adaptability': 44.57, 'lifespan': 35.41, 'population': 2280426817.0}",0cac230fec,91.2,Antimatter,Technocracy,340583.0
fcda05fc4e,Unified Sigma-galacticis Council,"{'species_id': '300fb68be9', 'name': 'Sigma-galacticis', 'planet_id': 'bd8a43aea2', 'intelligence': 86.31, 'cooperation': 25.17, 'aggression': 57.7, 'adaptability': 35.02, 'lifespan': 39.69, 'population': 11217224849.0}",bd8a43aea2,100.0,Dyson Swarm Prototype,Scientific Council,311100.0
2320e9a617,Galactican Directorate,"{'species_id': '04ba6c9a6f', 'name': 'Galactican', 'planet_id': '8de83bb0c7', 'intelligence': 81.1, 'cooperation': 50.51, 'aggression': 22.22, 'adaptability': 25.49, 'lifespan': 29.57, 'population': 2922054419.0}",8de83bb0c7,94.89,Antimatter,Scientific Council,216679.0
75a58165a0,The Galactican Federation,"{'species_id': '458c45bc49', 'name': 'Galactican', 'planet_id': '57c79405f9', 'intelligence': 32.37, 'cooperation': 34.12, 'aggression': 43.32, 'adaptability': 41.56, 'lifespan': 39.28, 'population': 1551749400.0}",57c79405f9,51.93,Nuclear,Scientific Council,77580.0
d5f12251b2,Unified Xenian Council,"{'species_id': '992f43ef32', 'name': 'Xenian', 'planet_id': '1856aa5327', 'intelligence': 94.96, 'cooperation': 67.54, 'aggression': 42.87, 'adaptability': 45.01, 'lifespan': 24.51, 'population': 3595660489.0}",1856aa5327,98.06,Dyson Swarm Prototype,Democracy,204102.0
b4221d6e15,Unified Xenis Council,"{'species_id': '03d731df86', 'name': 'Xenis', 'planet_id': '117cddbd3a', 'intelligence': 80.81, 'cooperation': 57.83, 'aggression': 41.37, 'adaptability': 28.17, 'lifespan': 32.38, 'population': 3766454389.0}",117cddbd3a,100.0,Dyson Swarm Prototype,Collective,306220.0
b3ddaf54de,Unified Zylarex Council,"{'species_id': '01145627b6', 'name': 'Zylarex', 'planet_id': 'b2f1459f87', 'intelligence': 77.17, 'cooperation': 49.78, 'aggression': 44.59, 'adaptability': 47.61, 'lifespan': 63.03, 'population': 5714680714.0}",b2f1459f87,100.0,Dyson Swarm Prototype,Technocracy,405729.0
fa8159dac5,Unified Xenian Council,"{'species_id': 'a0aa0ace8c', 'name': 'Xenian', 'planet_id': '1a2c6f5703', 'intelligence': 81.65, 'cooperation': 64.91, 'aggression': 37.21, 'adaptability': 46.54, 'lifespan': 47.76, 'population': 6553678635.0}",1a2c6f5703,96.03,Dyson Swarm Prototype,Monarchy,285100.0
02e103d2b6,Dominion of Thranari,"{'species_id': '023c04a1d3', 'name': 'Thranari', 'planet_id': '354b8387d3', 'intelligence': 83.84, 'cooperation': 21.03, 'aggression': 72.95, 'adaptability': 37.3, 'lifespan': 58.56, 'population': 9290118760.0}",354b8387d3,96.78,Dyson Swarm Prototype,Scientific Council,140214.0
b0eb206a08,The Thranis Federation,"{'species_id': '9d22d0a264', 'name': 'Thranis', 'planet_id': 'bab33d9ece', 'intelligence': 50.23, 'cooperation': 44.67, 'aggression': 30.04, 'adaptability': 31.5, 'lifespan': 42.85, 'population': 2596071218.0}",bab33d9ece,56.45,Nuclear,Democracy,87333.0
529174abfd,Unified Meroid Council,"{'species_id': '8360ed4fda', 'name': 'Meroid', 'planet_id': '8c6d4521ff', 'intelligence': 95.78, 'cooperation': 57.51, 'aggression': 50.64, 'adaptability': 31.32, 'lifespan': 59.76, 'population': 10156769003.0}",8c6d4521ff,100.0,Dyson Swarm Prototype,Scientific Council,182579.0
658cf93cc4,Unified Zylarian Council,"{'species_id': 'c31ddf0537', 'name': 'Zylarian', 'planet_id': '858023c4fc', 'intelligence': 97.51, 'cooperation': 38.22, 'aggression': 44.16, 'adaptability': 41.45, 'lifespan': 36.79, 'population': 4424848344.0}",858023c4fc,100.0,Dyson Swarm Prototype,Technocracy,359333.0
3b106fa102,Unified Perseian Council,"{'species_id': '44ed5a801f', 'name': 'Perseian', 'planet_id': 'e4ffbb4a0a', 'intelligence': 77.53, 'cooperation': 27.89, 'aggression': 55.39, 'adaptability': 58.8, 'lifespan': 43.74, 'population': 14502146636.0}",e4ffbb4a0a,76.62,Fusion,Democracy,8217.0
cb6235e194,Allied Phi-perseis Systems,"{'species_id': 'f1a92cc76d', 'name': 'Phi-perseis', 'planet_id': '99ecd3a0ac', 'intelligence': 71.24, 'cooperation': 38.82, 'aggression': 50.97, 'adaptability': 33.7, 'lifespan': 43.29, 'population': 9180921525.0}",99ecd3a0ac,100.0,Dyson Swarm Prototype,Monarchy,151713.0
6a9427ac16,Consolidated Prometheian Worlds,"{'species_id': '52460656e3', 'name': 'Prometheian', 'planet_id': '8110cfeea2', 'intelligence': 68.74, 'cooperation': 56.75, 'aggression': 52.26, 'adaptability': 26.91, 'lifespan': 10.0, 'population': 3980918447.0}",8110cfeea2,72.46,Fusion,Democracy,68579.0
094756ff65,Unified Vesperis Council,"{'species_id': '28cf66364a', 'name': 'Vesperis', 'planet_id': '6dc235f201', 'intelligence': 75.19, 'cooperation': 37.31, 'aggression': 47.78, 'adaptability': 22.62, 'lifespan': 34.52, 'population': 2692834374.0}",6dc235f201,100.0,Dyson Swarm Prototype,Scientific Council,374775.0
e07661a882,Aurelari Directorate,"{'species_id': 'b50759aec8', 'name': 'Aurelari', 'planet_id': '4133087f9b', 'intelligence': 83.45, 'cooperation': 56.95, 'aggression': 47.46, 'adaptability': 42.09, 'lifespan': 30.45, 'population': 3184652458.0}",4133087f9b,100.0,Dyson Swarm Prototype,Technocracy,468899.0
d340e67e88,Scientific Aurelan Union,"{'species_id': '691a81aaeb', 'name': 'Aurelan', 'planet_id': '8a233ad4f6', 'intelligence': 80.15, 'cooperation': 56.94, 'aggression': 48.89, 'adaptability': 33.36, 'lifespan': 53.41, 'population': 15000000000.0}",8a233ad4f6,83.49,Antimatter,Democracy,69015.0
78635879d1,Scientific Priman Union,"{'species_id': 'ccf32e6deb', 'name': 'Priman', 'planet_id': '330270aa64', 'intelligence': 97.16, 'cooperation': 32.41, 'aggression': 48.74, 'adaptability': 31.84, 'lifespan': 37.27, 'population': 2451355066.0}",330270aa64,100.0,Dyson Swarm Prototype,Scientific Council,171036.0
71f4e16f01,Primite Directorate,"{'species_id': '73c1b791dd', 'name': 'Primite', 'planet_id': 'dccd51c822', 'intelligence': 79.91, 'cooperation': 35.99, 'aggression': 52.63, 'adaptability': 36.91, 'lifespan': 27.15, 'population': 3021457689.0}",dccd51c822,98.36,Dyson Swarm Prototype,Democracy,395405.0
62149b123f,Scientific Sagittarian Union,"{'species_id': '2e7e4b8422', 'name': 'Sagittarian', 'planet_id': '3be3cd050b', 'intelligence': 77.76, 'cooperation': 51.56, 'aggression': 45.91, 'adaptability': 28.61, 'lifespan': 47.98, 'population': 1849146792.0}",3be3cd050b,97.57,Dyson Swarm Prototype,Collective,182886.0
4c3eb31272,Iota-sagittariis Directorate,"{'species_id': '1d551d533d', 'name': 'Iota-sagittariis', 'planet_id': '95b030c6af', 'intelligence': 99.28, 'cooperation': 52.05, 'aggression': 50.34, 'adaptability': 26.31, 'lifespan': 60.44, 'population': 3979748690.0}",95b030c6af,97.17,Dyson Swarm Prototype,Technocracy,215504.0
460d2edc1f,Sagittarian Directorate,"{'species_id': '154dc1d06b', 'name': 'Sagittarian', 'planet_id': '00aefc8b3c', 'intelligence': 78.09, 'cooperation': 33.92, 'aggression': 50.62, 'adaptability': 34.87, 'lifespan': 39.63, 'population': 4729014114.0}",00aefc8b3c,88.48,Antimatter,Scientific Council,170004.0
6c40e5c997,Orionite Directorate,"{'species_id': '17d67592dd', 'name': 'Orionite', 'planet_id': 'a9268d3a4f', 'intelligence': 90.55, 'cooperation': 43.35, 'aggression': 24.37, 'adaptability': 36.71, 'lifespan': 43.39, 'population': 1000000000.0}",a9268d3a4f,98.8,Dyson Swarm Prototype,Technocracy,222161.0
ce97697488,Scientific Orionian Union,"{'species_id': '2fd4e41de5', 'name': 'Orionian', 'planet_id': 'ab64355e12', 'intelligence': 75.62, 'cooperation': 35.98, 'aggression': 30.74, 'adaptability': 27.2, 'lifespan': 28.32, 'population': 2884504735.0}",ab64355e12,100.0,Dyson Swarm Prototype,Collective,296772.0
4df0d9ee3b,Scientific Orionite Union,"{'species_id': 'e876a2edef', 'name': 'Orionite', 'planet_id': 'efa5c24a60', 'intelligence': 91.39, 'cooperation': 68.29, 'aggression': 40.05, 'adaptability': 51.53, 'lifespan': 39.4, 'population': 5086383135.0}",efa5c24a60,95.75,Dyson Swarm Prototype,AI Governance,471820.0
5a236efd3f,Beta-bulgis Commonwealth,"{'species_id': '30cd4524b4', 'name': 'Beta-bulgis', 'planet_id': 'bf4e20e814', 'intelligence': 74.6, 'cooperation': 49.04, 'aggression': 48.68, 'adaptability': 57.73, 'lifespan': 61.98, 'population': 4940096818.0}",bf4e20e814,100.0,Dyson Swarm Prototype,Scientific Council,142242.0
b8c054770f,Beta-bulgis Directorate,"{'species_id': '7deebcecde', 'name': 'Beta-bulgis', 'planet_id': '6210cee23e', 'intelligence': 84.97, 'cooperation': 51.99, 'aggression': 35.0, 'adaptability': 48.65, 'lifespan': 55.92, 'population': 4285430878.0}",6210cee23e,100.0,Dyson Swarm Prototype,Technocracy,462869.0
1bc76d1c73,Consolidated Orionis Worlds,"{'species_id': '85a6823c30', 'name': 'Orionis', 'planet_id': 'aa53361bd1', 'intelligence': 65.69, 'cooperation': 65.99, 'aggression': 47.95, 'adaptability': 51.14, 'lifespan': 50.96, 'population': 7005628829.0}",aa53361bd1,77.44,Fusion,Federation,30890.0
1c4722b997,Unified Orionite Council,"{'species_id': 'c587b72c18', 'name': 'Orionite', 'planet_id': 'a52b798f17', 'intelligence': 91.26, 'cooperation': 45.7, 'aggression': 41.94, 'adaptability': 44.12, 'lifespan': 34.63, 'population': 7620413889.0}",a52b798f17,100.0,Dyson Swarm Prototype,Scientific Council,266600.0
0e67dd57aa,Unified Valis Council,"{'species_id': '98cedd6593', 'name': 'Valis', 'planet_id': '01d3722a78', 'intelligence': 82.09, 'cooperation': 55.54, 'aggression': 39.37, 'adaptability': 43.32, 'lifespan': 46.01, 'population': 901874959.0}",01d3722a78,83.45,Antimatter,AI Governance,491530.0
88977397af,Zylarex Directorate,"{'species_id': '2f766bcaac', 'name': 'Zylarex', 'planet_id': 'ada6c75a3a', 'intelligence': 80.66, 'cooperation': 57.55, 'aggression': 37.64, 'adaptability': 27.57, 'lifespan': 32.95, 'population': 549348864.0}",ada6c75a3a,100.0,Dyson Swarm Prototype,Technocracy,304288.0
84a3d643c9,Scientific Orionis Union,"{'species_id': '71520aa0ba', 'name': 'Orionis', 'planet_id': '7c8d64e1fa', 'intelligence': 91.41, 'cooperation': 49.75, 'aggression': 46.34, 'adaptability': 27.31, 'lifespan': 32.97, 'population': 5458557044.0}",7c8d64e1fa,91.58,Antimatter,Technocracy,160613.0
19190c022d,Allied Zylaris Systems,"{'species_id': '6ea4752687', 'name': 'Zylaris', 'planet_id': 'b48e8c756f', 'intelligence': 73.5, 'cooperation': 50.92, 'aggression': 32.24, 'adaptability': 24.34, 'lifespan': 25.15, 'population': 4242689236.0}",b48e8c756f,81.02,Antimatter,Scientific Council,309705.0
cadd62d564,Allied Aurelite Systems,"{'species_id': '70bfb1c36d', 'name': 'Aurelite', 'planet_id': 'd5960dfed2', 'intelligence': 63.18, 'cooperation': 63.63, 'aggression': 29.23, 'adaptability': 47.46, 'lifespan': 26.04, 'population': 2302452246.0}",d5960dfed2,100.0,Dyson Swarm Prototype,Monarchy,242376.0
d0016e25b4,The Meran Federation,"{'species_id': 'b8bcc894b0', 'name': 'Meran', 'planet_id': 'ae8372fc3d', 'intelligence': 62.31, 'cooperation': 45.91, 'aggression': 38.93, 'adaptability': 49.22, 'lifespan': 48.62, 'population': 9519912315.0}",ae8372fc3d,83.8,Antimatter,Collective,19427.0
724362e429,Zeloid Commonwealth,"{'species_id': 'c150a2a271', 'name': 'Zeloid', 'planet_id': '0805129380', 'intelligence': 44.84, 'cooperation': 61.2, 'aggression': 42.13, 'adaptability': 44.04, 'lifespan': 60.62, 'population': 10437162381.0}",0805129380,52.74,Nuclear,Democracy,87712.0
2b478a564d,Aurelian Commonwealth,"{'species_id': 'b5101115db', 'name': 'Aurelian', 'planet_id': '3fbe34821e', 'intelligence': 55.07, 'cooperation': 32.33, 'aggression': 50.44, 'adaptability': 14.42, 'lifespan': 28.24, 'population': 1488185673.0}",3fbe34821e,56.29,Nuclear,Democracy,73205.0
999c5041c4,Scientific Aureliis Union,"{'species_id': 'b0bd8a47a4', 'name': 'Aureliis', 'planet_id': 'd51f62846f', 'intelligence': 87.24, 'cooperation': 37.5, 'aggression': 49.16, 'adaptability': 44.63, 'lifespan': 23.09, 'population': 254079487.0}",d51f62846f,94.4,Antimatter,Technocracy,106410.0
06f00def5a,Scientific Aureliite Union,"{'species_id': 'ef135ef91c', 'name': 'Aureliite', 'planet_id': '285a184bd4', 'intelligence': 87.64, 'cooperation': 41.48, 'aggression': 29.99, 'adaptability': 41.42, 'lifespan': 22.38, 'population': 2394386429.0}",285a184bd4,83.3,Antimatter,Technocracy,282918.0
23582772c8,Orionite Directorate,"{'species_id': '8587dc935b', 'name': 'Orionite', 'planet_id': '82f15ecabb', 'intelligence': 82.74, 'cooperation': 67.19, 'aggression': 41.32, 'adaptability': 38.54, 'lifespan': 35.51, 'population': 6536864560.0}",82f15ecabb,100.0,Dyson Swarm Prototype,AI Governance,127440.0
61397f1d85,Solari Directorate,"{'species_id': '524d5deda4', 'name': 'Solari', 'planet_id': '6a886ec5d2', 'intelligence': 87.38, 'cooperation': 56.08, 'aggression': 35.58, 'adaptability': 57.95, 'lifespan': 50.4, 'population': 9935445883.0}",6a886ec5d2,100.0,Dyson Swarm Prototype,Technocracy,413182.0
ca40b2e629,Scientific Solex Union,"{'species_id': '5329e8e50c', 'name': 'Solex', 'planet_id': '43f942b9a3', 'intelligence': 91.12, 'cooperation': 36.07, 'aggression': 50.16, 'adaptability': 51.41, 'lifespan': 77.07, 'population': 14192047168.0}",43f942b9a3,80.9,Antimatter,Collective,224257.0
80d9c3cc28,Vesperian Directorate,"{'species_id': '611d76e827', 'name': 'Vesperian', 'planet_id': '8868602e77', 'intelligence': 80.89, 'cooperation': 51.76, 'aggression': 47.39, 'adaptability': 29.99, 'lifespan': 48.89, 'population': 11262152733.0}",8868602e77,100.0,Dyson Swarm Prototype,Monarchy,373304.0
bcfcfb49cf,Scientific Thranex Union,"{'species_id': 'd80b75b0ee', 'name': 'Thranex', 'planet_id': '24c2d3c08a', 'intelligence': 86.63, 'cooperation': 50.11, 'aggression': 50.52, 'adaptability': 54.94, 'lifespan': 55.83, 'population': 6831026602.0}",24c2d3c08a,95.38,Dyson Swarm Prototype,Technocracy,470884.0
9568bafb15,Chi-bulgis Directorate,"{'species_id': '5c63652f73', 'name': 'Chi-bulgis', 'planet_id': '5e6ad9e5d6', 'intelligence': 84.62, 'cooperation': 54.15, 'aggression': 32.54, 'adaptability': 35.04, 'lifespan': 34.71, 'population': 6460561947.0}",5e6ad9e5d6,96.04,Dyson Swarm Prototype,Federation,445093.0
47e406daef,Bulgian Directorate,"{'species_id': '93caf2240b', 'name': 'Bulgian', 'planet_id': 'd9c16b5115', 'intelligence': 77.36, 'cooperation': 40.35, 'aggression': 39.47, 'adaptability': 33.86, 'lifespan': 57.64, 'population': 13028781832.0}",d9c16b5115,100.0,Dyson Swarm Prototype,Collective,352166.0
ad47c2dda3,Bulgite Commonwealth,"{'species_id': 'cdb2dcc2f0', 'name': 'Bulgite', 'planet_id': 'dd56599537', 'intelligence': 61.92, 'cooperation': 39.87, 'aggression': 37.89, 'adaptability': 42.6, 'lifespan': 39.65, 'population': 7711954250.0}",dd56599537,59.0,Nuclear,Democracy,52351.0
096fc37df4,Scientific Vesperoid Union,"{'species_id': '67003d2d7f', 'name': 'Vesperoid', 'planet_id': '96396b9aa5', 'intelligence': 76.42, 'cooperation': 60.35, 'aggression': 24.55, 'adaptability': 42.39, 'lifespan': 35.63, 'population': 9188254935.0}",96396b9aa5,76.67,Fusion,Collective,52162.0
0b6029ea29,Scientific Vesperis Union,"{'species_id': '20cfbb33d7', 'name': 'Vesperis', 'planet_id': 'ac17693a85', 'intelligence': 96.36, 'cooperation': 53.21, 'aggression': 42.22, 'adaptability': 29.33, 'lifespan': 36.32, 'population': 3413305297.0}",ac17693a85,96.68,Dyson Swarm Prototype,AI Governance,170331.0
0ed21e60e5,Orionan Directorate,"{'species_id': '9b5458841f', 'name': 'Orionan', 'planet_id': 'b5c21ed306', 'intelligence': 91.41, 'cooperation': 28.26, 'aggression': 63.84, 'adaptability': 34.41, 'lifespan': 46.81, 'population': 2408700057.0}",b5c21ed306,100.0,Dyson Swarm Prototype,Technocracy,102680.0
5a9f1f61c7,Scientific Merex Union,"{'species_id': '204fd2b2af', 'name': 'Merex', 'planet_id': '44bcb066c2', 'intelligence': 82.81, 'cooperation': 51.08, 'aggression': 56.43, 'adaptability': 47.25, 'lifespan': 47.62, 'population': 6060267550.0}",44bcb066c2,100.0,Dyson Swarm Prototype,Technocracy,252614.0
02fd90e690,Allied Meris Systems,"{'species_id': '3e8ca18b03', 'name': 'Meris', 'planet_id': '9be03a1081', 'intelligence': 66.61, 'cooperation': 62.91, 'aggression': 29.1, 'adaptability': 46.98, 'lifespan': 35.17, 'population': 2444198380.0}",9be03a1081,91.04,Antimatter,Scientific Council,9346.0
3557fb1c6f,Allied Kaelumex Systems,"{'species_id': 'e230a4e4d9', 'name': 'Kaelumex', 'planet_id': '25c7509903', 'intelligence': 47.86, 'cooperation': 52.38, 'aggression': 59.18, 'adaptability': 45.4, 'lifespan': 37.34, 'population': 792799028.0}",25c7509903,95.86,Dyson Swarm Prototype,Democracy,460185.0
61550040fc,Unified Aurelian Council,"{'species_id': '45c2bc4b1c', 'name': 'Aurelian', 'planet_id': 'f9a5ad06a8', 'intelligence': 76.81, 'cooperation': 53.53, 'aggression': 25.22, 'adaptability': 36.28, 'lifespan': 65.68, 'population': 600033756.0}",f9a5ad06a8,100.0,Dyson Swarm Prototype,Scientific Council,222478.0
f0fcb8f048,The Valari Federation,"{'species_id': '15489283ae', 'name': 'Valari', 'planet_id': 'bdb2e0686a', 'intelligence': 71.3, 'cooperation': 48.62, 'aggression': 54.45, 'adaptability': 46.81, 'lifespan': 48.27, 'population': 3423698638.0}",bdb2e0686a,100.0,Dyson Swarm Prototype,Scientific Council,313002.0
691ec52085,The Zelian Federation,"{'species_id': '94715a0de7', 'name': 'Zelian', 'planet_id': '52f353f903', 'intelligence': 70.56, 'cooperation': 60.18, 'aggression': 41.27, 'adaptability': 48.94, 'lifespan': 37.5, 'population': 2895687387.0}",52f353f903,100.0,Dyson Swarm Prototype,Scientific Council,238725.0
9a629191f0,Allied Orionan Systems,"{'species_id': '4debef2213', 'name': 'Orionan', 'planet_id': '42434c18bd', 'intelligence': 65.07, 'cooperation': 48.0, 'aggression': 23.75, 'adaptability': 56.26, 'lifespan': 34.04, 'population': 2172279826.0}",42434c18bd,94.22,Antimatter,AI Governance,55172.0
33e625a829,Aureloid Directorate,"{'species_id': '7fd3acc234', 'name': 'Aureloid', 'planet_id': '51e29423d0', 'intelligence': 84.1, 'cooperation': 49.18, 'aggression': 48.07, 'adaptability': 43.4, 'lifespan': 55.6, 'population': 5084537370.0}",51e29423d0,100.0,Dyson Swarm Prototype,Technocracy,162481.0
b91403ddc4,Consolidated Merari Worlds,"{'species_id': 'f52938cfe6', 'name': 'Merari', 'planet_id': 'ba92f63ced', 'intelligence': 71.44, 'cooperation': 43.32, 'aggression': 36.41, 'adaptability': 45.69, 'lifespan': 50.93, 'population': 7420864031.0}",ba92f63ced,77.5,Fusion,Technocracy,23947.0
71073d1e77,Scientific Xenex Union,"{'species_id': '88e3f24f48', 'name': 'Xenex', 'planet_id': '234667fcf7', 'intelligence': 84.45, 'cooperation': 34.94, 'aggression': 29.0, 'adaptability': 40.14, 'lifespan': 59.04, 'population': 15000000000.0}",234667fcf7,83.8,Antimatter,Federation,2312.0
58a2b00e32,Consolidated Persean Worlds,"{'species_id': '5ce6bd2924', 'name': 'Persean', 'planet_id': '3ae5e04ff7', 'intelligence': 56.06, 'cooperation': 39.09, 'aggression': 34.51, 'adaptability': 54.78, 'lifespan': 10.0, 'population': 3349915977.0}",3ae5e04ff7,87.65,Antimatter,Monarchy,405244.0
03fca7f787,Perseian Commonwealth,"{'species_id': 'd0d64e69c3', 'name': 'Perseian', 'planet_id': '7c20e99df9', 'intelligence': 61.82, 'cooperation': 55.26, 'aggression': 54.67, 'adaptability': 34.2, 'lifespan': 63.27, 'population': 325254791.0}",7c20e99df9,100.0,Dyson Swarm Prototype,Federation,125119.0
939c53fc68,Scientific Perseian Union,"{'species_id': '3a2faa67d1', 'name': 'Perseian', 'planet_id': 'fd3dae36b3', 'intelligence': 78.59, 'cooperation': 37.49, 'aggression': 46.99, 'adaptability': 55.56, 'lifespan': 51.39, 'population': 14261376068.0}",fd3dae36b3,100.0,Dyson Swarm Prototype,AI Governance,235339.0
dc652af4e1,Cygnan Commonwealth,"{'species_id': '1889ee64f4', 'name': 'Cygnan', 'planet_id': 'c4fec8f4aa', 'intelligence': 71.88, 'cooperation': 40.64, 'aggression': 64.23, 'adaptability': 53.84, 'lifespan': 45.1, 'population': 977974749.0}",c4fec8f4aa,100.0,Dyson Swarm Prototype,Scientific Council,280528.0
98e5a44c50,Cygnan Directorate,"{'species_id': '6f777d94a3', 'name': 'Cygnan', 'planet_id': '9e4ed05f25', 'intelligence': 90.54, 'cooperation': 62.35, 'aggression': 42.9, 'adaptability': 53.34, 'lifespan': 42.81, 'population': 2904428184.0}",9e4ed05f25,100.0,Dyson Swarm Prototype,Technocracy,371589.0
e1017ed35e,Cygnan Directorate,"{'species_id': '0438ba4731', 'name': 'Cygnan', 'planet_id': '786124b970', 'intelligence': 90.46, 'cooperation': 61.99, 'aggression': 35.35, 'adaptability': 56.25, 'lifespan': 35.43, 'population': 1676737328.0}",786124b970,100.0,Dyson Swarm Prototype,Collective,279753.0
ee6f8a466e,Cygnian Commonwealth,"{'species_id': 'c630eaddb2', 'name': 'Cygnian', 'planet_id': 'c7bb4226f0', 'intelligence': 71.92, 'cooperation': 25.96, 'aggression': 44.44, 'adaptability': 38.02, 'lifespan': 37.51, 'population': 3144338799.0}",c7bb4226f0,89.85,Antimatter,Technocracy,384387.0
bc259c8444,Scientific Kaelumian Union,"{'species_id': '1768bda5ed', 'name': 'Kaelumian', 'planet_id': '8d85ed314a', 'intelligence': 78.8, 'cooperation': 54.42, 'aggression': 42.04, 'adaptability': 40.08, 'lifespan': 35.09, 'population': 983175941.0}",8d85ed314a,92.93,Antimatter,AI Governance,218516.0
fc41667c54,Kaeluman Directorate,"{'species_id': '8105c60edb', 'name': 'Kaeluman', 'planet_id': '92535b676d', 'intelligence': 100.0, 'cooperation': 60.54, 'aggression': 35.8, 'adaptability': 61.1, 'lifespan': 44.68, 'population': 2145041929.0}",92535b676d,100.0,Dyson Swarm Prototype,AI Governance,401882.0
b4e38b5ba0,Scientific Bulgian Union,"{'species_id': '8c420715a6', 'name': 'Bulgian', 'planet_id': 'c1e88f7dc4', 'intelligence': 81.01, 'cooperation': 56.82, 'aggression': 42.73, 'adaptability': 31.39, 'lifespan': 50.62, 'population': 1436295540.0}",c1e88f7dc4,100.0,Dyson Swarm Prototype,Scientific Council,387490.0
ed8eb43829,Omega-bulgis Directorate,"{'species_id': 'bba91306c8', 'name': 'Omega-bulgis', 'planet_id': '643e61538d', 'intelligence': 85.16, 'cooperation': 60.71, 'aggression': 45.7, 'adaptability': 43.11, 'lifespan': 59.45, 'population': 2497903264.0}",643e61538d,100.0,Dyson Swarm Prototype,AI Governance,171924.0
