fleet_id,owner_empire_id,fleet_name,fleet_class,fleet_power,mobility,firepower,shield_strength,logistics,current_star_id,status
FLT-00322,63f01adf18,The Consolidated Consolidated Systems Assault Force 2,Assault Fleet,702.4796300738595,7.0,165.163193969214,145.51880793627544,20.0,2ec426da,Idle
FLT-00323,b75dce1421,The Great Allied Imperium Scout Force 1,Scout Fleet,73.25725595448033,10.0,14.69076982860479,18.53086301617224,10.0,56170639,Idle
FLT-00324,b75dce1421,The Great Allied Imperium Assault Force 2,Assault Fleet,726.5250956792173,7.0,190.821121167927,141.0045073273443,20.0,56170639,Idle
FLT-00325,4c8e6a8540,The Great Allied Imperium Defense Force 1,Defense Fleet,322.319748823408,3.0,82.18288399269821,124.95541743568563,5.0,56170639,Idle
FLT-00326,4c8e6a8540,The Great Allied Imperium Scout Force 2,Scout Fleet,86.97939593989904,10.0,13.655913850954418,20.165185341204285,10.0,56170639,Idle
FLT-00327,76c64a14d6,The Consolidated Unified Systems Dreadnought Force 1,Dreadnought Fleet,3222.5814742476514,3.0,886.3947784625127,636.207369968375,50.0,023024ca,Idle
FLT-00328,76c64a14d6,The Consolidated Unified Systems Assault Force 2,Assault Fleet,744.0755159245118,7.0,164.8841344698483,161.84449968181585,20.0,023024ca,Idle
FLT-00329,517cb43ce0,The Scientific Technocracy Dreadnought Force 1,Dreadnought Fleet,3190.378661977497,3.0,841.8941083681111,617.229323423583,50.0,dc600992,Idle
FLT-00330,517cb43ce0,The Scientific Technocracy Dreadnought Force 2,Dreadnought Fleet,3138.9537130531994,3.0,778.8770969452003,547.2422500788676,50.0,dc600992,Idle
FLT-00331,d378f96d17,The Great Kaelumian Imperium Assault Force 1,Assault Fleet,652.3362552158463,7.0,193.38420839731927,141.57641962074135,20.0,dc600992,Idle
FLT-00332,d378f96d17,The Great Kaelumian Imperium Dreadnought Force 2,Dreadnought Fleet,2902.137475062664,3.0,795.9600456670789,634.7638208570976,50.0,dc600992,Idle
FLT-00333,7664b6b371,The Orionian Technocracy Dreadnought Force 1,Dreadnought Fleet,2998.9174298718835,3.0,859.4118036593974,626.3042133926717,50.0,dc600992,Idle
FLT-00334,7664b6b371,The Orionian Technocracy Assault Force 2,Assault Fleet,769.486748247944,7.0,197.0925538372842,154.50977059040812,20.0,dc600992,Idle
FLT-00335,739bb87006,The Great Unified Imperium Assault Force 1,Assault Fleet,725.2319539403809,7.0,164.59914272325034,135.9195750661742,20.0,dc600992,Idle
FLT-00336,739bb87006,The Great Unified Imperium Assault Force 2,Assault Fleet,694.7672139435043,7.0,193.25781019470173,156.81507209298925,20.0,dc600992,Idle
FLT-00337,8853384409,The Unified Technocracy Titan Force 1,Titan Fleet,6403.141334782498,1.5,1938.3739970187853,1461.3116288953809,80.0,e00a227d,Idle
FLT-00338,8853384409,The Unified Technocracy Titan Force 2,Titan Fleet,5902.141948836227,1.5,2146.8125984489793,1523.6026225717183,80.0,e00a227d,Idle
FLT-00339,bda6417e80,The Great Scientific Imperium Carrier Force 1,Carrier Fleet,1463.0721449162384,5.0,349.0668258997292,322.4053942848996,35.0,b0a48b50,Idle
FLT-00340,bda6417e80,The Great Scientific Imperium Dreadnought Force 2,Dreadnought Fleet,2953.0325561240734,3.0,812.0607255299589,611.0820394312035,50.0,b0a48b50,Idle
FLT-00341,56cd534bb7,The Consolidated Persean Systems Dreadnought Force 1,Dreadnought Fleet,2826.3973134034,3.0,870.9043192057921,615.7872264111026,50.0,b0a48b50,Idle
FLT-00342,56cd534bb7,The Consolidated Persean Systems Dreadnought Force 2,Dreadnought Fleet,2778.9406110763557,3.0,886.690243995955,649.083902479877,50.0,b0a48b50,Idle
FLT-00343,c6e77e6789,The Persean AI Hegemony Assault Force 1,Assault Fleet,663.256065489343,7.0,196.97022338549905,140.42930858128472,20.0,b0a48b50,Idle
FLT-00344,c6e77e6789,The Persean AI Hegemony Titan Force 2,Titan Fleet,6489.961213382446,1.5,1898.8924297612707,1611.2249703817533,80.0,b0a48b50,Idle
FLT-00345,ac4afd4a27,The Perseite AI Hegemony Carrier Force 1,Carrier Fleet,1404.1488591003133,5.0,340.1463358579836,305.57705108609565,35.0,b0a48b50,Idle
FLT-00346,ac4afd4a27,The Perseite AI Hegemony Defense Force 2,Defense Fleet,342.37570756562326,3.0,87.5105971573646,114.19520238482707,5.0,b0a48b50,Idle
FLT-00347,778b8b68c3,The Scientific Star Empire Dreadnought Force 1,Dreadnought Fleet,2895.114038534817,3.0,896.4904313667221,555.704839286202,50.0,facf30ab,Idle
FLT-00348,778b8b68c3,The Scientific Star Empire Titan Force 2,Titan Fleet,6439.926403798731,1.5,1894.4201853385855,1372.0490241990037,80.0,facf30ab,Idle
FLT-00349,c5213edcba,The Great Scientific Imperium Defense Force 1,Defense Fleet,351.3841763989212,3.0,77.39205082290059,127.89320078118263,5.0,facf30ab,Idle
FLT-00350,c5213edcba,The Great Scientific Imperium Carrier Force 2,Carrier Fleet,1329.6399963245365,5.0,358.20014906228215,312.4066330131268,35.0,facf30ab,Idle
FLT-00351,37b8da7a55,The Great Zylaris Imperium Assault Force 1,Assault Fleet,653.4666902803646,7.0,163.32017136960755,157.09206045196922,20.0,5371fcd4,Idle
FLT-00352,37b8da7a55,The Great Zylaris Imperium Dreadnought Force 2,Dreadnought Fleet,2984.7785254498885,3.0,908.5089763247636,636.6804183540064,50.0,5371fcd4,Idle
FLT-00353,c1803ec34d,The Great Aurelari Imperium Dreadnought Force 1,Dreadnought Fleet,3220.9627683079557,3.0,799.9930057062506,553.4303543277274,50.0,dbf53ab7,Idle
FLT-00354,c1803ec34d,The Great Aurelari Imperium Assault Force 2,Assault Fleet,637.9921598525041,7.0,181.1221030080372,163.09817076884886,20.0,dbf53ab7,Idle
FLT-00355,d957806d32,The Galactician Technocracy Defense Force 1,Defense Fleet,323.54769398070187,3.0,79.23518445253497,130.41300042066973,5.0,e85fd53e,Idle
FLT-00356,d957806d32,The Galactician Technocracy Carrier Force 2,Carrier Fleet,1402.0257464327499,5.0,317.91010013352746,278.90059205772536,35.0,e85fd53e,Idle
FLT-00357,fcda05fc4e,The Great Unified Imperium Titan Force 1,Titan Fleet,7104.65430536686,1.5,1801.975992373764,1635.5435356269718,80.0,e85fd53e,Idle
FLT-00358,fcda05fc4e,The Great Unified Imperium Dreadnought Force 2,Dreadnought Fleet,3220.750976712013,3.0,842.3057754577561,601.87152342951,50.0,e85fd53e,Idle
FLT-00359,2320e9a617,The Great Galactican Imperium Dreadnought Force 1,Dreadnought Fleet,3100.1185545276626,3.0,788.7407133085732,543.5968307847213,50.0,e85fd53e,Idle
FLT-00360,2320e9a617,The Great Galactican Imperium Carrier Force 2,Carrier Fleet,1457.310613566261,5.0,329.1297416486064,310.4059459994951,35.0,e85fd53e,Idle
FLT-00361,75a58165a0,The Great Galactican Imperium Assault Force 1,Assault Fleet,643.1461002105186,7.0,186.21367625610458,148.31250657913714,20.0,e85fd53e,Idle
FLT-00362,75a58165a0,The Great Galactican Imperium Assault Force 2,Assault Fleet,654.8009705226341,7.0,186.93453428014195,160.14345868944332,20.0,e85fd53e,Idle
FLT-00363,d5f12251b2,The Consolidated Unified Systems Titan Force 1,Titan Fleet,6738.22243677654,1.5,1998.869905603371,1535.3541720603644,80.0,2e010e14,Idle
FLT-00364,d5f12251b2,The Consolidated Unified Systems Titan Force 2,Titan Fleet,6591.792670630479,1.5,1812.1548238787348,1629.2846086520935,80.0,2e010e14,Idle
FLT-00365,b4221d6e15,The Unified Technocracy Dreadnought Force 1,Dreadnought Fleet,3105.9080314663483,3.0,801.664775907612,619.0662564279188,50.0,2e010e14,Idle
FLT-00366,b4221d6e15,The Unified Technocracy Carrier Force 2,Carrier Fleet,1442.3452335716179,5.0,322.4615121215594,309.47071827618214,35.0,2e010e14,Idle
FLT-00367,b3ddaf54de,The Unified Technocracy Titan Force 1,Titan Fleet,5912.675650518723,1.5,2190.8696736885267,1472.0723882168613,80.0,2e010e14,Idle
FLT-00368,b3ddaf54de,The Unified Technocracy Titan Force 2,Titan Fleet,6867.101129275757,1.5,2026.806504394667,1571.5347627753981,80.0,2e010e14,Idle
FLT-00369,fa8159dac5,The Unified Star Empire Titan Force 1,Titan Fleet,6375.382418146343,1.5,1930.8132646252955,1550.2780156690753,80.0,2e010e14,Idle
FLT-00370,fa8159dac5,The Unified Star Empire Titan Force 2,Titan Fleet,6840.970675209602,1.5,2119.125459543454,1480.67499444388,80.0,2e010e14,Idle
FLT-00371,02e103d2b6,The Great Dominion Imperium Titan Force 1,Titan Fleet,6006.271771981791,1.5,2017.7956391843402,1351.7275981494365,80.0,2e010e14,Idle
FLT-00372,02e103d2b6,The Great Dominion Imperium Carrier Force 2,Carrier Fleet,1362.6092297639914,5.0,342.7320884126479,311.7280324013917,35.0,2e010e14,Idle
FLT-00373,b0eb206a08,The Consolidated Thranis Systems Defense Force 1,Defense Fleet,346.40855358357715,3.0,75.80070609398925,116.95804299910418,5.0,b05778ee,Idle
FLT-00374,b0eb206a08,The Consolidated Thranis Systems Defense Force 2,Defense Fleet,320.1237146637911,3.0,81.65517749410205,124.03710716532039,5.0,b05778ee,Idle
FLT-00375,529174abfd,The Great Unified Imperium Dreadnought Force 1,Dreadnought Fleet,2978.0964262803436,3.0,829.5635826304691,643.600037948619,50.0,b05778ee,Idle
FLT-00376,529174abfd,The Great Unified Imperium Dreadnought Force 2,Dreadnought Fleet,2987.5091265778387,3.0,769.3591511870941,580.9497393151388,50.0,b05778ee,Idle
FLT-00377,658cf93cc4,The Unified Technocracy Carrier Force 1,Carrier Fleet,1371.6703786511323,5.0,355.61206584591326,302.0161528036127,35.0,b05778ee,Idle
FLT-00378,658cf93cc4,The Unified Technocracy Dreadnought Force 2,Dreadnought Fleet,3158.929956925277,3.0,903.2075755817359,626.1747691471794,50.0,b05778ee,Idle
FLT-00379,3b106fa102,The Unified Technocracy Dreadnought Force 1,Dreadnought Fleet,2710.9395496058173,3.0,798.2822575662029,540.907544997377,50.0,446ad83e,Idle
FLT-00380,3b106fa102,The Unified Technocracy Carrier Force 2,Carrier Fleet,1511.4485537059963,5.0,332.04376076034094,325.6220726877784,35.0,446ad83e,Idle
FLT-00381,cb6235e194,The Allied Star Empire Defense Force 1,Defense Fleet,380.41052187638604,3.0,77.62596299583416,110.4340998827812,5.0,446ad83e,Idle
FLT-00382,cb6235e194,The Allied Star Empire Dreadnought Force 2,Dreadnought Fleet,2854.065940632305,3.0,813.4283933335269,576.8747957911544,50.0,446ad83e,Idle
FLT-00383,6a9427ac16,The Great Consolidated Imperium Carrier Force 1,Carrier Fleet,1410.9651574690713,5.0,336.79153894092025,306.62002699865513,35.0,3eb58ed7,Idle
FLT-00384,6a9427ac16,The Great Consolidated Imperium Carrier Force 2,Carrier Fleet,1336.3347202053897,5.0,343.94843710677463,277.31316560021685,35.0,3eb58ed7,Idle
FLT-00385,094756ff65,The Great Unified Imperium Assault Force 1,Assault Fleet,725.3564995550976,7.0,168.5317805170426,150.75490151001182,20.0,06b92a40,Idle
FLT-00386,094756ff65,The Great Unified Imperium Dreadnought Force 2,Dreadnought Fleet,2764.126153856846,3.0,861.4430773369136,570.7875340441636,50.0,06b92a40,Idle
FLT-00387,e07661a882,The Aurelari Technocracy Titan Force 1,Titan Fleet,6478.609340735903,1.5,2122.397019910063,1515.0679626468786,80.0,06b92a40,Idle
FLT-00388,e07661a882,The Aurelari Technocracy Defense Force 2,Defense Fleet,359.3205962915816,3.0,87.22245347530652,122.43868368351195,5.0,06b92a40,Idle
FLT-00389,d340e67e88,The Consolidated Scientific Systems Dreadnought Force 1,Dreadnought Fleet,3230.5238780090453,3.0,803.7735612313186,565.4453807889872,50.0,bce7d21d,Idle
FLT-00390,d340e67e88,The Consolidated Scientific Systems Carrier Force 2,Carrier Fleet,1375.0879715458775,5.0,373.7902912006705,324.00138740388064,35.0,bce7d21d,Idle
FLT-00391,78635879d1,The Great Scientific Imperium Carrier Force 1,Carrier Fleet,1326.3237565128552,5.0,369.6367860670704,286.4883621328882,35.0,f37f6bfb,Idle
FLT-00392,78635879d1,The Great Scientific Imperium Titan Force 2,Titan Fleet,6400.859729743392,1.5,2067.0199597165883,1378.6605941504006,80.0,f37f6bfb,Idle
FLT-00393,71f4e16f01,The Primite Star Empire Dreadnought Force 1,Dreadnought Fleet,2971.0606072423375,3.0,864.7234387398307,560.1617049293836,50.0,f37f6bfb,Idle
FLT-00394,71f4e16f01,The Primite Star Empire Titan Force 2,Titan Fleet,6971.636200806197,1.5,1886.6959200363103,1378.7143666560485,80.0,f37f6bfb,Idle
FLT-00395,62149b123f,The Great Scientific Imperium Scout Force 1,Scout Fleet,82.27154400709226,10.0,15.321282108266342,20.186789650856284,10.0,cb77346d,Idle
FLT-00396,62149b123f,The Great Scientific Imperium Assault Force 2,Assault Fleet,684.7268394267721,7.0,183.40114806670223,149.90300576577508,20.0,cb77346d,Idle
FLT-00397,4c3eb31272,The Iota-sagittariis Technocracy Titan Force 1,Titan Fleet,6027.371678323753,1.5,2078.0578216190374,1471.2956304312877,80.0,160fb3bb,Idle
FLT-00398,4c3eb31272,The Iota-sagittariis Technocracy Carrier Force 2,Carrier Fleet,1460.9273743842894,5.0,363.47053059270587,329.47535962213135,35.0,160fb3bb,Idle
FLT-00399,460d2edc1f,The Great Sagittarian Imperium Defense Force 1,Defense Fleet,322.28767545689163,3.0,83.58942107405987,121.88128600815384,5.0,160fb3bb,Idle
FLT-00400,460d2edc1f,The Great Sagittarian Imperium Assault Force 2,Assault Fleet,641.1187116584581,7.0,165.0836969854715,161.82572623992357,20.0,160fb3bb,Idle
FLT-00401,6c40e5c997,The Orionite Technocracy Assault Force 1,Assault Fleet,675.272018696173,7.0,170.15963048017156,145.64988917495813,20.0,09f83e94,Idle
FLT-00402,6c40e5c997,The Orionite Technocracy Defense Force 2,Defense Fleet,351.3341853635789,3.0,73.08180101747544,127.20855618773668,5.0,09f83e94,Idle
FLT-00403,ce97697488,The Great Scientific Imperium Assault Force 1,Assault Fleet,705.6016680446315,7.0,193.68284715221253,154.52632107141582,20.0,09f83e94,Idle
FLT-00404,ce97697488,The Great Scientific Imperium Dreadnought Force 2,Dreadnought Fleet,2894.6002518692253,3.0,821.6103252198936,620.3384346237829,50.0,09f83e94,Idle
FLT-00405,4df0d9ee3b,The Scientific AI Hegemony Titan Force 1,Titan Fleet,6710.390946804192,1.5,2023.11336694801,1569.195153071774,80.0,09f83e94,Idle
FLT-00406,4df0d9ee3b,The Scientific AI Hegemony Carrier Force 2,Carrier Fleet,1276.83985592822,5.0,354.36077711145373,327.45751707032287,35.0,09f83e94,Idle
FLT-00407,5a236efd3f,The Great Beta-bulgis Imperium Assault Force 1,Assault Fleet,726.6006847148933,7.0,169.23361279172605,151.07483053419247,20.0,0c60f83d,Idle
FLT-00408,5a236efd3f,The Great Beta-bulgis Imperium Defense Force 2,Defense Fleet,346.52596553807297,3.0,84.09861326232395,116.34171658173557,5.0,0c60f83d,Idle
FLT-00409,b8c054770f,The Consolidated Beta-bulgis Systems Dreadnought Force 1,Dreadnought Fleet,3177.2699764738377,3.0,922.620229311507,568.1570498226545,50.0,0c60f83d,Idle
FLT-00410,b8c054770f,The Consolidated Beta-bulgis Systems Carrier Force 2,Carrier Fleet,1302.676483732517,5.0,384.4738451510863,325.62005807545773,35.0,0c60f83d,Idle
FLT-00411,1bc76d1c73,The Consolidated Star Empire Carrier Force 1,Carrier Fleet,1495.769322425398,5.0,351.467058409043,307.4151412801656,35.0,5b4b85d0,Idle
FLT-00412,1bc76d1c73,The Consolidated Star Empire Defense Force 2,Defense Fleet,367.8689294347766,3.0,74.04341573816376,127.82562312606069,5.0,5b4b85d0,Idle
FLT-00413,1c4722b997,The Great Unified Imperium Titan Force 1,Titan Fleet,6771.3681070658695,1.5,1814.464152209905,1440.9385067835985,80.0,a5aa5b1a,Idle
FLT-00414,1c4722b997,The Great Unified Imperium Assault Force 2,Assault Fleet,680.4190970460127,7.0,165.15513888349818,163.1087346909319,20.0,a5aa5b1a,Idle
FLT-00415,0e67dd57aa,The Unified Technocracy Carrier Force 1,Carrier Fleet,1345.5468069842466,5.0,342.78870619519984,296.83215243029014,35.0,6c559cff,Idle
FLT-00416,0e67dd57aa,The Unified Technocracy Carrier Force 2,Carrier Fleet,1404.3902397550194,5.0,379.35743812500925,299.8178089743498,35.0,6c559cff,Idle
FLT-00417,88977397af,The Zylarex AI Hegemony Titan Force 1,Titan Fleet,6956.8524450686255,1.5,1883.4042057429342,1629.1785643931748,80.0,6c559cff,Idle
FLT-00418,88977397af,The Zylarex AI Hegemony Defense Force 2,Defense Fleet,372.2214795943834,3.0,78.08997269562528,129.0713836906817,5.0,6c559cff,Idle
FLT-00419,84a3d643c9,The Scientific Technocracy Titan Force 1,Titan Fleet,6897.703020152908,1.5,2116.012174522825,1441.4037417294123,80.0,6c559cff,Idle
FLT-00420,84a3d643c9,The Scientific Technocracy Defense Force 2,Defense Fleet,343.2086125135613,3.0,74.77639223978414,124.67882613365909,5.0,6c559cff,Idle
FLT-00421,19190c022d,The Great Allied Imperium Assault Force 1,Assault Fleet,766.5854281203881,7.0,185.07499478443196,159.67441690903087,20.0,f2c5ccdb,Idle
FLT-00422,19190c022d,The Great Allied Imperium Defense Force 2,Defense Fleet,375.34101375908364,3.0,86.76411504821431,119.68948605165447,5.0,f2c5ccdb,Idle
FLT-00423,cadd62d564,The Consolidated Allied Systems Dreadnought Force 1,Dreadnought Fleet,3158.885880541797,3.0,794.7225666342702,600.3079291756131,50.0,f2c5ccdb,Idle
FLT-00424,cadd62d564,The Consolidated Allied Systems Carrier Force 2,Carrier Fleet,1300.98471780543,5.0,340.72740956040724,274.09033856312965,35.0,f2c5ccdb,Idle
FLT-00425,d0016e25b4,The Great Meran Imperium Scout Force 1,Scout Fleet,74.16266062647716,10.0,16.389345334767523,20.19811814358007,10.0,485b2de6,Idle
FLT-00426,d0016e25b4,The Great Meran Imperium Dreadnought Force 2,Dreadnought Fleet,2959.4987269980793,3.0,818.0087426244942,600.7370235408293,50.0,485b2de6,Idle
FLT-00427,724362e429,The Consolidated Zeloid Systems Assault Force 1,Assault Fleet,644.7930557966441,7.0,185.06974732884743,141.481145475288,20.0,485b2de6,Idle
FLT-00428,724362e429,The Consolidated Zeloid Systems Carrier Force 2,Carrier Fleet,1442.056305871483,5.0,325.6417397190054,273.68097762664013,35.0,485b2de6,Idle
FLT-00429,2b478a564d,The Aurelian Star Empire Carrier Force 1,Carrier Fleet,1388.7441186554097,5.0,319.0714656853833,329.6919790301861,35.0,80d2e06b,Idle
FLT-00430,2b478a564d,The Aurelian Star Empire Scout Force 2,Scout Fleet,83.12056366173685,10.0,16.451036775790243,18.956720416863703,10.0,80d2e06b,Idle
FLT-00431,999c5041c4,The Scientific Technocracy Assault Force 1,Assault Fleet,646.99389151914,7.0,172.91790531243345,138.0313743303194,20.0,80d2e06b,Idle
FLT-00432,999c5041c4,The Scientific Technocracy Dreadnought Force 2,Dreadnought Fleet,2737.3750788780376,3.0,851.6017617854643,659.6036224623573,50.0,80d2e06b,Idle
FLT-00433,06f00def5a,The Consolidated Scientific Systems Dreadnought Force 1,Dreadnought Fleet,3069.131662938607,3.0,817.063115533724,614.8675003549967,50.0,80d2e06b,Idle
FLT-00434,06f00def5a,The Consolidated Scientific Systems Carrier Force 2,Carrier Fleet,1379.303347489304,5.0,324.149726371814,323.19625291442804,35.0,80d2e06b,Idle
FLT-00435,23582772c8,The Orionite AI Hegemony Carrier Force 1,Carrier Fleet,1314.4943033098143,5.0,340.7431545614103,294.84778515173565,35.0,56f3a3b6,Idle
FLT-00436,23582772c8,The Orionite AI Hegemony Titan Force 2,Titan Fleet,6803.698694729823,1.5,2107.721957456536,1353.309379328594,80.0,56f3a3b6,Idle
FLT-00437,61397f1d85,The Solari Technocracy Carrier Force 1,Carrier Fleet,1394.7763624578906,5.0,316.343459377614,285.58879252470206,35.0,dacd2e39,Idle
FLT-00438,61397f1d85,The Solari Technocracy Titan Force 2,Titan Fleet,6028.242617447699,1.5,2014.1240525810367,1414.5605616051714,80.0,dacd2e39,Idle
FLT-00439,ca40b2e629,The Great Scientific Imperium Scout Force 1,Scout Fleet,75.85922332159267,10.0,16.427621264730163,21.20614844753196,10.0,dacd2e39,Idle
FLT-00440,ca40b2e629,The Great Scientific Imperium Dreadnought Force 2,Dreadnought Fleet,2992.712426355818,3.0,783.6551537751757,605.7551386768432,50.0,dacd2e39,Idle
FLT-00441,80d9c3cc28,The Vesperian Star Empire Carrier Force 1,Carrier Fleet,1496.4199831670928,5.0,321.8657806548971,299.2944682213067,35.0,dacd2e39,Idle
FLT-00442,80d9c3cc28,The Vesperian Star Empire Assault Force 2,Assault Fleet,675.4546297646084,7.0,188.54485478596078,149.280543881063,20.0,dacd2e39,Idle
FLT-00443,bcfcfb49cf,The Scientific Technocracy Carrier Force 1,Carrier Fleet,1370.45335799961,5.0,347.16127378841907,317.10099263022346,35.0,51932a4c,Idle
FLT-00444,bcfcfb49cf,The Scientific Technocracy Titan Force 2,Titan Fleet,7091.935092455107,1.5,2114.761354502118,1444.6220687244038,80.0,51932a4c,Idle
FLT-00445,9568bafb15,The Consolidated Chi-bulgis Systems Dreadnought Force 1,Dreadnought Fleet,2962.561874433235,3.0,808.2940057478288,640.9045895311108,50.0,56170639,Idle
FLT-00446,9568bafb15,The Consolidated Chi-bulgis Systems Defense Force 2,Defense Fleet,378.1233394494797,3.0,79.38363943399575,123.29283544339874,5.0,56170639,Idle
FLT-00447,47e406daef,The Bulgian Technocracy Dreadnought Force 1,Dreadnought Fleet,3237.0706444239217,3.0,873.2338459684253,613.6720301712074,50.0,56170639,Idle
FLT-00448,47e406daef,The Bulgian Technocracy Defense Force 2,Defense Fleet,351.2885615361643,3.0,74.40270401307266,125.69841044931566,5.0,56170639,Idle
FLT-00449,ad47c2dda3,The Consolidated Bulgite Systems Assault Force 1,Assault Fleet,725.2318890891696,7.0,163.50022442168583,137.5437604813741,20.0,56170639,Idle
FLT-00450,ad47c2dda3,The Consolidated Bulgite Systems Carrier Force 2,Carrier Fleet,1280.1836140796286,5.0,319.98797094356814,270.72650851409327,35.0,56170639,Idle
FLT-00451,096fc37df4,The Great Scientific Imperium Dreadnought Force 1,Dreadnought Fleet,3142.5050156754046,3.0,825.052739445351,575.5842697545187,50.0,6672463b,Idle
FLT-00452,096fc37df4,The Great Scientific Imperium Assault Force 2,Assault Fleet,738.4514943653655,7.0,185.80934199853493,140.55586703602404,20.0,6672463b,Idle
FLT-00453,0b6029ea29,The Scientific AI Hegemony Assault Force 1,Assault Fleet,643.7753909598757,7.0,185.7708979092482,157.93117986665212,20.0,d339bd61,Idle
FLT-00454,0b6029ea29,The Scientific AI Hegemony Assault Force 2,Assault Fleet,632.9322945443278,7.0,164.95818002915138,164.03580104535095,20.0,d339bd61,Idle
FLT-00455,0ed21e60e5,The Orionan Star Empire Carrier Force 1,Carrier Fleet,1475.3824813946774,5.0,358.72644981979846,292.9163783791738,35.0,d339bd61,Idle
FLT-00456,0ed21e60e5,The Orionan Star Empire Assault Force 2,Assault Fleet,646.9940985423169,7.0,184.1404668493992,158.23901341913367,20.0,d339bd61,Idle
FLT-00457,5a9f1f61c7,The Scientific Technocracy Dreadnought Force 1,Dreadnought Fleet,3018.181279949495,3.0,772.1317079833782,656.2186533113262,50.0,d339bd61,Idle
FLT-00458,5a9f1f61c7,The Scientific Technocracy Titan Force 2,Titan Fleet,6230.668647711254,1.5,2191.98813174354,1530.5644768908967,80.0,d339bd61,Idle
FLT-00459,02fd90e690,The Great Allied Imperium Dreadnought Force 1,Dreadnought Fleet,3148.8439076577192,3.0,903.0008639753235,618.7774328797803,50.0,d339bd61,Idle
FLT-00460,02fd90e690,The Great Allied Imperium Defense Force 2,Defense Fleet,338.6787254196149,3.0,86.8493382452168,113.39077468425245,5.0,d339bd61,Idle
FLT-00461,3557fb1c6f,The Allied Star Empire Carrier Force 1,Carrier Fleet,1380.981527224375,5.0,345.75834927861166,306.77637494967155,35.0,18834c8d,Idle
FLT-00462,3557fb1c6f,The Allied Star Empire Titan Force 2,Titan Fleet,6162.900525382257,1.5,1848.6005505203673,1409.2411469579813,80.0,18834c8d,Idle
FLT-00463,61550040fc,The Consolidated Unified Systems Titan Force 1,Titan Fleet,6689.554056451768,1.5,1914.3627156956643,1594.7840816905853,80.0,18834c8d,Idle
FLT-00464,61550040fc,The Consolidated Unified Systems Titan Force 2,Titan Fleet,6950.468640297361,1.5,2167.5706134558222,1425.6723060520085,80.0,18834c8d,Idle
FLT-00465,f0fcb8f048,The Great Valari Imperium Titan Force 1,Titan Fleet,6448.701346456382,1.5,2136.7994211560244,1568.547203148484,80.0,18834c8d,Idle
FLT-00466,f0fcb8f048,The Great Valari Imperium Titan Force 2,Titan Fleet,6703.010388985393,1.5,1870.9715077878827,1513.5080756690816,80.0,18834c8d,Idle
FLT-00467,691ec52085,The Zelian AI Hegemony Titan Force 1,Titan Fleet,7068.604486446256,1.5,1817.2694943188048,1399.4444447188312,80.0,18834c8d,Idle
FLT-00468,691ec52085,The Zelian AI Hegemony Assault Force 2,Assault Fleet,731.6371873979414,7.0,191.44027187485003,141.40534098932017,20.0,18834c8d,Idle
FLT-00469,9a629191f0,The Allied Technocracy Dreadnought Force 1,Dreadnought Fleet,3204.42181680672,3.0,889.5762626102627,605.0684646590219,50.0,be184be6,Idle
FLT-00470,9a629191f0,The Allied Technocracy Dreadnought Force 2,Dreadnought Fleet,3005.0163281497685,3.0,815.5832367241995,607.802639143082,50.0,be184be6,Idle
FLT-00471,33e625a829,The Aureloid Star Empire Dreadnought Force 1,Dreadnought Fleet,3223.9937495164845,3.0,873.1695301764723,631.3345844451791,50.0,9b5044d0,Idle
FLT-00472,33e625a829,The Aureloid Star Empire Assault Force 2,Assault Fleet,694.6180464187706,7.0,162.33593831377536,142.4003659356487,20.0,9b5044d0,Idle
FLT-00473,b91403ddc4,The Consolidated Technocracy Dreadnought Force 1,Dreadnought Fleet,3295.085970809618,3.0,781.8602769298268,588.1793179033546,50.0,9b5044d0,Idle
FLT-00474,b91403ddc4,The Consolidated Technocracy Dreadnought Force 2,Dreadnought Fleet,2822.4213807773394,3.0,859.3644413813887,627.968555523561,50.0,9b5044d0,Idle
FLT-00475,71073d1e77,The Consolidated Scientific Systems Carrier Force 1,Carrier Fleet,1312.6469256923165,5.0,339.8769198080018,317.0275070691239,35.0,01fb818c,Idle
FLT-00476,71073d1e77,The Consolidated Scientific Systems Carrier Force 2,Carrier Fleet,1261.4642917920155,5.0,368.2693532019666,272.11868129641437,35.0,01fb818c,Idle
FLT-00477,58a2b00e32,The Consolidated Star Empire Dreadnought Force 1,Dreadnought Fleet,2821.4883360991425,3.0,927.8724916202948,584.1528901562501,50.0,8b08f1f9,Idle
FLT-00478,58a2b00e32,The Consolidated Star Empire Assault Force 2,Assault Fleet,650.8443270465423,7.0,173.00175175764775,161.29952285484603,20.0,8b08f1f9,Idle
FLT-00479,03fca7f787,The Consolidated Perseian Systems Titan Force 1,Titan Fleet,6328.802389658903,1.5,1979.4442523818173,1566.6212814608211,80.0,8b08f1f9,Idle
FLT-00480,03fca7f787,The Consolidated Perseian Systems Titan Force 2,Titan Fleet,6620.957634442821,1.5,1956.6102792711317,1473.7865522545871,80.0,8b08f1f9,Idle
FLT-00481,939c53fc68,The Scientific AI Hegemony Dreadnought Force 1,Dreadnought Fleet,2701.9309581625675,3.0,870.330187368173,582.6591612529629,50.0,8b08f1f9,Idle
FLT-00482,939c53fc68,The Scientific AI Hegemony Titan Force 2,Titan Fleet,5970.887831770072,1.5,2035.2809067793562,1494.2918669658372,80.0,8b08f1f9,Idle
