lane_id,lane_type,source_star_id,target_star_id,route_length_ly,traffic_index,economic_value,security_level
LAN-00614,Hyperlane Route,881ab161,e2b444b8,1565.68,259.04,310.85,0.596
LAN-00615,Hyperlane Route,881ab161,ea34b446,1694.24,493.59,592.31,0.643
LAN-00616,Military Corridor,08983574,f8aa3b9b,1916.48,747.05,747.05,0.882
LAN-00617,Hyperlane Route,68661557,5e2afd48,1577.81,185.24,222.29,0.511
LAN-00618,Hyperlane Route,e6a8e6a5,d224a7f8,572.71,360.67,432.8,0.629
LAN-00619,Hyperlane Route,e6a8e6a5,062b80e3,892.0,445.74,534.89,0.666
LAN-00620,Hyperlane Route,e6a8e6a5,1b2f89c3,1076.5,487.28,584.73,0.565
LAN-00621,Hyperlane Route,e2d1f1e8,19aac56b,1487.67,447.45,536.94,0.772
LAN-00622,Hyperlane Route,e2d1f1e8,f3ea4fd4,1665.19,408.37,490.04,0.796
LAN-00623,Hyperlane Route,e2d1f1e8,ab4c2378,1773.91,404.41,485.29,0.719
LAN-00624,Hyperlane Route,2cea10f8,2cd6a4ec,1311.09,152.5,183.0,0.511
LAN-00625,Trade Artery,2cea10f8,305333b9,1558.71,1420.85,3552.12,0.911
LAN-00626,Hyperlane Route,2cea10f8,92ad9b56,1662.79,418.61,502.34,0.669
LAN-00627,Hyperlane Route,d438f44d,9b62ffa7,665.78,146.92,176.31,0.544
LAN-00628,Hyperlane Route,d438f44d,998ab19a,957.91,374.23,449.07,0.651
LAN-00629,Military Corridor,45ce99fd,18834c8d,476.3,400.26,400.26,0.919
LAN-00630,Hyperlane Route,45ce99fd,cbe22a8b,1421.0,125.68,150.82,0.704
LAN-00631,Hyperlane Route,ade82d29,936c287f,814.26,207.6,249.12,0.779
LAN-00632,Trade Artery,ade82d29,bf8912d1,1917.8,810.36,2025.9,0.882
LAN-00633,Hyperlane Route,369e452f,4b184660,1334.65,104.65,125.58,0.525
LAN-00634,Hyperlane Route,369e452f,c4d0dd0c,1878.06,257.0,308.4,0.668
LAN-00635,Hyperlane Route,369e452f,a1da22ce,1932.11,340.01,408.01,0.602
LAN-00636,Hyperlane Route,5c2535b3,da17f992,1378.1,377.99,453.59,0.801
LAN-00637,Hyperlane Route,5c2535b3,08df73d5,1954.07,411.94,494.33,0.514
LAN-00638,Hyperlane Route,a333a525,4b7c064b,1159.78,292.2,350.64,0.537
LAN-00639,Hyperlane Route,a333a525,396949f1,1164.77,196.82,236.18,0.845
LAN-00640,Hyperlane Route,a333a525,74ba6a6c,1170.76,157.0,188.4,0.675
LAN-00641,Trade Artery,7dce77da,b2237089,1180.02,1118.16,2795.39,0.926
LAN-00642,Military Corridor,56f3a3b6,a313cafe,1185.2,579.82,579.82,0.851
LAN-00643,Military Corridor,56f3a3b6,9429fae3,1513.34,463.23,463.23,0.922
LAN-00644,Trade Artery,56f3a3b6,0ba83e15,1555.59,587.87,1469.67,0.863
LAN-00645,Hyperlane Route,ecf07b9a,42ab1d52,332.65,113.28,135.94,0.528
LAN-00646,Hyperlane Route,ecf07b9a,ca42f12c,540.4,258.77,310.52,0.546
LAN-00647,Hyperlane Route,ecf07b9a,29f54147,694.89,327.02,392.42,0.741
LAN-00648,Hyperlane Route,e9b7af78,f549dffa,1143.82,420.23,504.28,0.57
LAN-00649,Hyperlane Route,e9b7af78,ebd6dd77,1964.92,166.99,200.39,0.537
LAN-00650,Hyperlane Route,19a713aa,f07e5907,1388.04,354.57,425.49,0.747
LAN-00651,Hyperlane Route,19a713aa,8b7ab053,1457.94,112.63,135.16,0.828
LAN-00652,Hyperlane Route,19a713aa,8405f8a2,1978.01,120.79,144.95,0.689
LAN-00653,Hyperlane Route,ab37e057,b0254239,845.38,383.62,460.35,0.805
LAN-00654,Hyperlane Route,ab37e057,69a94ba7,859.22,385.63,462.76,0.781
LAN-00655,Hyperlane Route,478b3eaf,92a495bd,1021.25,235.78,282.94,0.785
LAN-00656,Hyperlane Route,478b3eaf,2ec42605,1462.19,132.05,158.46,0.813
LAN-00657,Hyperlane Route,2b588cf5,28fc036a,1116.57,319.04,382.84,0.786
LAN-00658,Hyperlane Route,2b588cf5,569fbf22,1449.62,280.93,337.11,0.725
LAN-00659,Hyperlane Route,8f8174ae,6b142b99,961.39,310.56,372.67,0.756
LAN-00660,Hyperlane Route,8f8174ae,ec2b6c68,999.21,132.65,159.18,0.521
LAN-00661,Hyperlane Route,38fde882,25708018,1957.85,198.84,238.61,0.556
LAN-00662,Hyperlane Route,f3143f78,eba808b1,986.51,448.71,538.46,0.577
LAN-00663,Hyperlane Route,f3143f78,99ee6195,1023.84,490.35,588.42,0.618
LAN-00664,Military Corridor,91772165,9ecfcf5e,1387.32,391.06,391.06,0.961
LAN-00665,Hyperlane Route,77b2233b,87a212ea,757.83,363.48,436.18,0.674
LAN-00666,Hyperlane Route,77b2233b,92bef70f,1845.67,322.15,386.57,0.752
LAN-00667,Hyperlane Route,77b2233b,b66c5fa9,1995.75,191.38,229.66,0.849
LAN-00668,Hyperlane Route,775c658a,714fa661,1097.43,489.92,587.9,0.728
LAN-00669,Hyperlane Route,775c658a,1bf4f727,1280.64,179.82,215.78,0.738
LAN-00670,Hyperlane Route,9f05fe7b,80468f6e,1247.63,128.88,154.66,0.511
LAN-00671,Hyperlane Route,9f05fe7b,d2b9927f,1501.1,203.07,243.69,0.662
LAN-00672,Hyperlane Route,9f05fe7b,22c61624,1569.34,447.31,536.77,0.755
LAN-00673,Hyperlane Route,44231028,9423c858,1029.08,397.08,476.5,0.649
LAN-00674,Hyperlane Route,103f991a,881ab161,1879.47,238.37,286.05,0.63
LAN-00675,Hyperlane Route,f91f82e6,870bffb3,1309.79,495.06,594.07,0.514
LAN-00676,Hyperlane Route,f91f82e6,453b5577,1438.69,446.81,536.18,0.703
LAN-00677,Hyperlane Route,f91f82e6,c602a54d,1758.98,275.45,330.54,0.754
LAN-00678,Military Corridor,4b4ea6a3,528eaf0f,827.61,543.33,543.33,0.972
LAN-00679,Military Corridor,4b4ea6a3,d487d983,1323.48,750.35,750.35,0.909
LAN-00680,Military Corridor,4b4ea6a3,08bcb72c,1427.07,438.41,438.41,0.933
LAN-00681,Military Corridor,fff60de8,172a4b44,223.03,756.18,756.18,0.879
LAN-00682,Military Corridor,fff60de8,4524e1a1,913.69,611.48,611.48,0.938
LAN-00683,Trade Artery,fff60de8,840d8b8f,1176.07,1233.11,3082.78,0.824
LAN-00684,Hyperlane Route,5bfc0b9a,42a4e578,942.52,386.33,463.6,0.818
LAN-00685,Hyperlane Route,5bfc0b9a,80468f6e,1158.19,171.87,206.25,0.583
LAN-00686,Hyperlane Route,5bfc0b9a,9f05fe7b,1875.29,488.56,586.27,0.563
LAN-00687,Hyperlane Route,dc19cee1,41553110,750.85,441.75,530.1,0.672
LAN-00688,Hyperlane Route,dc19cee1,df21000a,1385.42,198.89,238.67,0.805
LAN-00689,Hyperlane Route,e90ac907,7fbfec95,1069.05,278.12,333.75,0.68
LAN-00690,Hyperlane Route,e90ac907,57c88089,1408.17,243.69,292.43,0.708
LAN-00691,Military Corridor,e90ac907,4ad5d8f7,1458.73,381.76,381.76,0.905
LAN-00692,Trade Artery,023024ca,446ad83e,1202.81,1469.41,3673.53,0.846
LAN-00693,Trade Artery,023024ca,b8cb383f,1265.45,1156.74,2891.84,0.859
LAN-00694,Trade Artery,023024ca,f2adc5f9,1463.69,1273.47,3183.68,0.824
LAN-00695,Military Corridor,34bc9ab9,c8ddee9a,1610.64,784.91,784.91,0.914
LAN-00696,Hyperlane Route,34bc9ab9,1e6e8dbb,1635.6,194.42,233.3,0.526
LAN-00697,Hyperlane Route,dc600992,0e11fed7,873.74,167.9,201.48,0.682
LAN-00698,Hyperlane Route,dc600992,48b73528,975.45,234.8,281.76,0.79
LAN-00699,Trade Artery,dc600992,edc9d801,1192.74,930.89,2327.22,0.845
LAN-00700,Hyperlane Route,1e8613e9,6856e7d8,967.2,346.86,416.23,0.747
LAN-00701,Hyperlane Route,1e8613e9,d7048c10,1098.38,166.82,200.18,0.559
LAN-00702,Hyperlane Route,e00a227d,95070db4,1341.52,114.67,137.6,0.758
LAN-00703,Hyperlane Route,613f5597,77180e42,1039.84,365.52,438.63,0.666
LAN-00704,Hyperlane Route,613f5597,af72cbde,1050.85,437.67,525.2,0.782
LAN-00705,Hyperlane Route,613f5597,ce33537e,1479.91,334.14,400.97,0.804
LAN-00706,Hyperlane Route,e93cced9,77180e42,1405.21,182.34,218.8,0.539
LAN-00707,Hyperlane Route,e93cced9,af72cbde,1552.88,207.9,249.48,0.52
LAN-00708,Hyperlane Route,e93cced9,613f5597,1572.99,312.47,374.96,0.828
LAN-00709,Military Corridor,b0a48b50,0a3b2b7f,861.4,319.67,319.67,0.867
LAN-00710,Military Corridor,facf30ab,6ff1488b,1379.59,526.1,526.1,0.981
LAN-00711,Military Corridor,facf30ab,55c5fbe5,1614.19,458.08,458.08,0.921
LAN-00712,Hyperlane Route,0e11fed7,d7d8cf00,598.42,116.63,139.95,0.552
LAN-00713,Hyperlane Route,0e11fed7,edc9d801,647.7,494.65,593.58,0.838
LAN-00714,Hyperlane Route,59e56112,8e9aba61,1148.0,101.98,122.37,0.833
LAN-00715,Hyperlane Route,59e56112,95d3383e,1190.29,355.65,426.78,0.804
LAN-00716,Hyperlane Route,dbf53ab7,a578783b,1273.99,281.9,338.28,0.68
LAN-00717,Hyperlane Route,dbf53ab7,17f2ba68,1375.63,295.54,354.65,0.733
LAN-00718,Hyperlane Route,7990111d,fa4881b8,1121.3,155.86,187.03,0.51
LAN-00719,Hyperlane Route,7990111d,85611719,1850.67,223.17,267.81,0.747
LAN-00720,Hyperlane Route,e85fd53e,84767f1c,1452.47,180.74,216.89,0.736
LAN-00721,Hyperlane Route,e85fd53e,2deabc50,1847.52,487.96,585.56,0.533
LAN-00722,Hyperlane Route,da943616,a71fac37,439.73,369.04,442.85,0.655
LAN-00723,Military Corridor,da943616,25c7f883,1441.04,734.07,734.07,0.875
LAN-00724,Hyperlane Route,a1a777f9,4b7fc619,1212.02,377.05,452.46,0.793
LAN-00725,Hyperlane Route,7844b55a,7cf8fac2,1370.78,477.85,573.41,0.739
LAN-00726,Hyperlane Route,7844b55a,0d0e9f45,1518.39,298.87,358.64,0.716
LAN-00727,Hyperlane Route,2c6bfa9e,6d440304,1431.36,447.56,537.07,0.7
LAN-00728,Hyperlane Route,8bbb3a73,f37c4c87,738.57,112.15,134.59,0.826
LAN-00729,Hyperlane Route,8bbb3a73,f2597e5a,1310.23,375.81,450.97,0.737
LAN-00730,Hyperlane Route,84b94638,e85bac43,1438.06,186.27,223.52,0.731
LAN-00731,Hyperlane Route,84b94638,f07e5907,1714.65,257.55,309.05,0.728
LAN-00732,Hyperlane Route,84b94638,41fc2dd4,1718.62,142.64,171.16,0.73
LAN-00733,Hyperlane Route,002e0283,13c5f9fc,753.43,499.77,599.72,0.517
LAN-00734,Hyperlane Route,15780515,22d967e2,1494.07,490.87,589.04,0.642
LAN-00735,Hyperlane Route,15780515,179b8b59,1584.74,448.3,537.96,0.774
LAN-00736,Military Corridor,2e010e14,3e340926,1160.63,583.51,583.51,0.953
LAN-00737,Hyperlane Route,94da746d,8c6c8901,975.03,451.41,541.69,0.641
LAN-00738,Hyperlane Route,94da746d,260b715e,1652.32,230.81,276.98,0.734
LAN-00739,Hyperlane Route,b05778ee,838b4d92,222.65,423.14,507.77,0.767
LAN-00740,Trade Artery,b05778ee,0ba83e15,1669.19,1297.81,3244.53,0.878
LAN-00741,Hyperlane Route,42ab1d52,ca42f12c,294.38,427.13,512.56,0.542
LAN-00742,Hyperlane Route,7cf8fac2,44eed999,1875.09,317.8,381.35,0.502
LAN-00743,Hyperlane Route,7cf8fac2,27bf7451,1914.89,229.83,275.8,0.628
LAN-00744,Hyperlane Route,811709f6,9afa0793,764.65,258.47,310.16,0.743
LAN-00745,Hyperlane Route,811709f6,15ef3488,998.49,255.42,306.51,0.657
LAN-00746,Hyperlane Route,9c6e9026,ffd34728,1607.08,195.02,234.02,0.631
LAN-00747,Hyperlane Route,3eb58ed7,4439552e,1013.91,190.91,229.09,0.526
LAN-00748,Hyperlane Route,3eb58ed7,e31a480e,1566.82,341.38,409.66,0.734
LAN-00749,Hyperlane Route,3eb58ed7,0ec7669a,1739.17,347.8,417.36,0.662
LAN-00750,Hyperlane Route,6ce89aae,83611aa7,429.83,251.91,302.3,0.802
LAN-00751,Hyperlane Route,6ce89aae,062b80e3,821.5,307.63,369.16,0.668
LAN-00752,Hyperlane Route,6ce89aae,b04073fa,902.92,110.26,132.31,0.619
LAN-00753,Hyperlane Route,06b92a40,8405f8a2,1097.7,252.08,302.49,0.64
LAN-00754,Trade Artery,06b92a40,d8fac1fb,1296.94,1080.17,2700.43,0.896
LAN-00755,Hyperlane Route,dc65b160,d819aef8,225.73,343.16,411.79,0.768
LAN-00756,Hyperlane Route,dc65b160,d9468784,1092.65,425.19,510.23,0.751
LAN-00757,Hyperlane Route,3630a31c,44ebb476,1523.62,482.21,578.65,0.506
LAN-00758,Hyperlane Route,9ef225c5,e93079dc,1710.21,178.31,213.97,0.503
LAN-00759,Hyperlane Route,807851ac,0e73a21b,1267.73,358.99,430.79,0.814
LAN-00760,Hyperlane Route,807851ac,255cdee9,1524.0,197.39,236.87,0.824
LAN-00761,Hyperlane Route,bce7d21d,6ff1488b,1393.85,124.11,148.93,0.827
LAN-00762,Hyperlane Route,bce7d21d,cf36ea6e,1852.97,240.65,288.78,0.535
LAN-00763,Hyperlane Route,83611aa7,062b80e3,607.37,294.35,353.22,0.59
LAN-00764,Hyperlane Route,83611aa7,d224a7f8,715.82,213.95,256.74,0.608
LAN-00765,Hyperlane Route,92a495bd,c0f265f3,1558.02,421.21,505.45,0.689
LAN-00766,Hyperlane Route,df21000a,41553110,910.66,224.52,269.43,0.714
LAN-00767,Hyperlane Route,df21000a,51cdd6f8,1404.24,386.46,463.75,0.595
LAN-00768,Hyperlane Route,8df9f477,1b0f3131,1546.83,265.42,318.5,0.543
LAN-00769,Hyperlane Route,9fc7ed10,6c359789,1666.67,172.46,206.95,0.738
LAN-00770,Hyperlane Route,e2176638,453749f1,1008.31,172.58,207.09,0.684
LAN-00771,Hyperlane Route,e2176638,93fea8a9,1215.28,383.62,460.34,0.537
LAN-00772,Hyperlane Route,e2176638,ead7b9cf,1274.85,326.92,392.31,0.59
LAN-00773,Hyperlane Route,c300631a,36f27f2f,1098.35,485.17,582.2,0.669
LAN-00774,Hyperlane Route,c300631a,0b0226a3,1427.1,422.4,506.88,0.693
LAN-00775,Hyperlane Route,1340ed09,d0061a5c,1467.9,117.37,140.84,0.722
LAN-00776,Military Corridor,1340ed09,9b5044d0,1657.89,775.7,775.7,0.934
LAN-00777,Hyperlane Route,b83ff342,4a343f94,1357.63,427.68,513.21,0.809
LAN-00778,Hyperlane Route,b83ff342,3e340926,1456.73,191.23,229.48,0.574
LAN-00779,Hyperlane Route,b83ff342,c3421be7,1540.75,344.39,413.27,0.644
LAN-00780,Hyperlane Route,53281e80,8500084c,859.22,435.94,523.13,0.815
LAN-00781,Hyperlane Route,53281e80,42877080,1351.81,241.37,289.64,0.583
LAN-00782,Hyperlane Route,53281e80,e5779426,1665.19,412.21,494.65,0.596
LAN-00783,Hyperlane Route,cb77346d,34057b0d,951.42,429.05,514.85,0.648
LAN-00784,Hyperlane Route,cb77346d,1c9c4f97,1079.41,367.02,440.42,0.533
LAN-00785,Hyperlane Route,cb77346d,de056509,1747.99,349.54,419.45,0.658
LAN-00786,Hyperlane Route,4a343f94,ec2b6c68,797.13,334.64,401.57,0.559
LAN-00787,Hyperlane Route,4a343f94,b0c841e9,1286.43,394.75,473.7,0.802
LAN-00788,Hyperlane Route,4d5639e8,c693897f,1232.15,186.7,224.04,0.534
LAN-00789,Hyperlane Route,4d5639e8,eba808b1,1860.89,109.46,131.35,0.725
LAN-00790,Hyperlane Route,4d5639e8,43dff816,1959.6,342.84,411.41,0.691
LAN-00791,Hyperlane Route,7bffbd1a,58114dea,608.35,192.78,231.33,0.637
LAN-00792,Hyperlane Route,7bffbd1a,f2c5ccdb,1188.09,337.79,405.35,0.674
LAN-00793,Hyperlane Route,7bffbd1a,08bcb72c,1469.34,495.11,594.14,0.548
LAN-00794,Hyperlane Route,52ec7811,c3f16776,1840.71,378.06,453.67,0.642
LAN-00795,Hyperlane Route,6856e7d8,5329a15a,1139.53,271.28,325.54,0.751
LAN-00796,Hyperlane Route,0a04a69f,b5119dc5,742.46,376.97,452.37,0.847
LAN-00797,Hyperlane Route,0a04a69f,4fc4e1a5,1328.28,151.36,181.63,0.536
LAN-00798,Hyperlane Route,0a04a69f,53d33b8f,1975.96,389.74,467.68,0.702
LAN-00799,Hyperlane Route,ab5f4c91,48b73528,1199.54,209.66,251.6,0.528
LAN-00800,Hyperlane Route,ab5f4c91,dc600992,1236.11,134.26,161.12,0.813
LAN-00801,Hyperlane Route,0f848144,1475831c,1109.15,176.75,212.1,0.613
LAN-00802,Hyperlane Route,0f848144,9910f472,1230.25,190.66,228.8,0.624
LAN-00803,Hyperlane Route,0f848144,e2a7b982,1316.47,127.77,153.32,0.682
LAN-00804,Hyperlane Route,3803da09,6a4877b4,452.8,127.05,152.45,0.78
LAN-00805,Hyperlane Route,3803da09,412f4e1e,1240.3,193.48,232.18,0.689
LAN-00806,Hyperlane Route,3803da09,c3277bff,1863.35,452.03,542.44,0.728
LAN-00807,Military Corridor,8fdc40ab,840d8b8f,1470.58,566.48,566.48,0.895
LAN-00808,Hyperlane Route,8fdc40ab,f436e82c,1486.59,233.2,279.84,0.734
LAN-00809,Hyperlane Route,8fdc40ab,4524e1a1,1499.56,497.66,597.19,0.732
LAN-00810,Hyperlane Route,6dbea2e3,46f9a2b3,896.82,323.11,387.74,0.756
LAN-00811,Hyperlane Route,8a275897,08d60348,1134.68,286.08,343.3,0.521
LAN-00812,Hyperlane Route,0597c038,259a2489,653.75,324.92,389.9,0.835
LAN-00813,Hyperlane Route,0597c038,249c260a,1385.57,170.12,204.15,0.742
LAN-00814,Hyperlane Route,cf466493,42ab1d52,1060.37,180.37,216.45,0.688
LAN-00815,Hyperlane Route,cf466493,ecf07b9a,1145.59,138.67,166.4,0.658
LAN-00816,Hyperlane Route,f7fc01b9,51cdd6f8,851.85,402.47,482.96,0.622
LAN-00817,Hyperlane Route,f7fc01b9,6f0bddf7,1772.2,365.96,439.16,0.778
LAN-00818,Hyperlane Route,43dff816,c693897f,1079.87,470.87,565.05,0.582
LAN-00819,Military Corridor,43dff816,8494b7b9,1382.83,499.66,499.66,0.871
LAN-00820,Military Corridor,7fcb4210,1e090922,1464.45,796.24,796.24,0.98
LAN-00821,Hyperlane Route,d819aef8,41cbbfa3,901.24,315.98,379.18,0.795
LAN-00822,Hyperlane Route,4439552e,e31a480e,1178.6,308.38,370.06,0.718
LAN-00823,Hyperlane Route,4439552e,a439a8b7,1943.14,135.65,162.78,0.764
LAN-00824,Trade Artery,0c60f83d,21e97463,805.84,627.71,1569.28,0.949
LAN-00825,Trade Artery,0c60f83d,db8fee6b,1759.03,1282.03,3205.07,0.928
LAN-00826,Hyperlane Route,0c60f83d,dceddb79,1921.15,114.46,137.36,0.606
LAN-00827,Hyperlane Route,2f705062,efc41c68,1140.39,205.25,246.29,0.626
LAN-00828,Hyperlane Route,2f705062,d2fe295c,1248.39,135.06,162.07,0.828
LAN-00829,Hyperlane Route,2f705062,f7cfa365,1725.06,321.52,385.83,0.607
LAN-00830,Military Corridor,5b4b85d0,3c2e37c0,690.31,498.49,498.49,0.913
LAN-00831,Hyperlane Route,36f27f2f,6144e36c,1201.16,340.24,408.29,0.68
LAN-00832,Hyperlane Route,36f27f2f,0b0226a3,1289.55,467.76,561.31,0.674
LAN-00833,Military Corridor,6c559cff,6b4a448c,388.12,796.08,796.08,0.969
LAN-00834,Military Corridor,6c559cff,2fb112b0,774.66,404.26,404.26,0.98
LAN-00835,Military Corridor,6c559cff,e2b444b8,946.73,358.18,358.18,0.964
LAN-00836,Hyperlane Route,c1877943,88137a6d,862.04,252.25,302.7,0.807
LAN-00837,Hyperlane Route,c1877943,28d28df2,1178.68,447.22,536.67,0.782
LAN-00838,Hyperlane Route,c1877943,ed516e04,1280.88,416.01,499.21,0.607
LAN-00839,Hyperlane Route,bc454e95,89ab3f2b,121.43,132.37,158.84,0.641
LAN-00840,Hyperlane Route,bc454e95,f967388f,882.63,169.41,203.29,0.743
LAN-00841,Military Corridor,bc454e95,80d2e06b,1210.35,473.05,473.05,0.987
LAN-00842,Hyperlane Route,f2c5ccdb,58114dea,1149.12,356.39,427.67,0.788
LAN-00843,Hyperlane Route,f2c5ccdb,4b0f0d92,1870.83,153.01,183.61,0.802
LAN-00844,Hyperlane Route,6f0bddf7,57c88089,1730.89,469.1,562.92,0.67
LAN-00845,Trade Artery,485b2de6,d8576aaf,708.23,1106.25,2765.63,0.938
LAN-00846,Hyperlane Route,485b2de6,bc3cf258,770.13,169.94,203.92,0.676
LAN-00847,Hyperlane Route,485b2de6,dbc7276b,1345.07,259.47,311.36,0.551
LAN-00848,Hyperlane Route,c2ed2f91,95070db4,1727.64,247.01,296.42,0.524
LAN-00849,Hyperlane Route,114225de,c0f265f3,914.68,110.32,132.39,0.547
LAN-00850,Hyperlane Route,114225de,4c8ab099,1371.31,485.25,582.3,0.692
LAN-00851,Military Corridor,80d2e06b,f967388f,917.86,782.91,782.91,0.911
LAN-00852,Military Corridor,80d2e06b,89ab3f2b,1193.84,455.91,455.91,0.921
LAN-00853,Hyperlane Route,acf540a2,f03f4852,351.24,275.8,330.97,0.537
LAN-00854,Hyperlane Route,acf540a2,237e461a,1284.69,356.33,427.6,0.576
LAN-00855,Hyperlane Route,e5cc1727,0ac55275,1340.91,347.84,417.4,0.728
LAN-00856,Hyperlane Route,e5cc1727,0e73a21b,1362.45,160.81,192.97,0.521
LAN-00857,Hyperlane Route,e5cc1727,255cdee9,1619.1,412.3,494.77,0.661
LAN-00858,Hyperlane Route,714fa661,1bf4f727,1187.95,123.27,147.92,0.848
LAN-00859,Hyperlane Route,c965e50b,dad36877,1037.74,123.11,147.73,0.743
LAN-00860,Hyperlane Route,c965e50b,6144e36c,1322.75,493.47,592.17,0.584
LAN-00861,Hyperlane Route,c965e50b,36f27f2f,1787.81,156.9,188.28,0.542
LAN-00862,Military Corridor,1dd7aaec,925eebd4,1831.14,451.64,451.64,0.864
LAN-00863,Hyperlane Route,255cdee9,0ac55275,1323.12,376.86,452.24,0.522
LAN-00864,Hyperlane Route,d15c6065,16375843,865.9,303.77,364.52,0.849
LAN-00865,Hyperlane Route,d15c6065,822c2457,970.37,425.59,510.71,0.715
LAN-00866,Hyperlane Route,d15c6065,55523ac6,1295.48,222.5,267.0,0.718
LAN-00867,Hyperlane Route,5ae497f6,1b9398cf,998.23,310.82,372.98,0.649
LAN-00868,Military Corridor,5ae497f6,4f448a53,1129.9,365.36,365.36,0.974
LAN-00869,Hyperlane Route,5ae497f6,41bf3fe6,1948.8,279.91,335.9,0.568
LAN-00870,Military Corridor,dacd2e39,5a9ad0d4,588.0,483.88,483.88,0.908
LAN-00871,Trade Artery,dacd2e39,4c130f6d,1780.62,1327.54,3318.84,0.932
LAN-00872,Hyperlane Route,e5779426,42877080,985.09,407.72,489.27,0.504
LAN-00873,Military Corridor,3401baf3,607fd3e2,678.36,508.08,508.08,0.917
LAN-00874,Military Corridor,3401baf3,93dff340,1211.99,309.6,309.6,0.886
LAN-00875,Hyperlane Route,3401baf3,f37c4c87,1366.09,404.12,484.94,0.548
LAN-00876,Hyperlane Route,838b4d92,0ba83e15,1573.79,314.12,376.95,0.575
LAN-00877,Hyperlane Route,838b4d92,9429fae3,1601.13,104.85,125.82,0.584
LAN-00878,Hyperlane Route,6c359789,495a21e5,1692.87,490.35,588.42,0.781
LAN-00879,Hyperlane Route,0103b4da,8c6c8901,1233.95,483.83,580.6,0.671
LAN-00880,Hyperlane Route,0103b4da,249c260a,1293.4,143.89,172.67,0.692
LAN-00881,Hyperlane Route,de056509,41428f8e,349.05,281.75,338.1,0.796
LAN-00882,Trade Artery,51932a4c,6b4348da,1293.31,598.08,1495.21,0.888
LAN-00883,Trade Artery,51932a4c,a36c0a0c,1545.58,650.05,1625.12,0.858
LAN-00884,Trade Artery,51932a4c,e24dc40c,1908.85,1237.36,3093.39,0.886
LAN-00885,Hyperlane Route,da0c926c,c37cbca3,994.26,250.36,300.43,0.638
LAN-00886,Hyperlane Route,da0c926c,eb43d799,1358.63,283.78,340.53,0.775
LAN-00887,Hyperlane Route,da0c926c,69a0cbc9,1860.28,456.83,548.2,0.834
LAN-00888,Hyperlane Route,6153e43f,bde8aa44,1891.99,414.76,497.71,0.61
LAN-00889,Hyperlane Route,6153e43f,1c9c4f97,1907.04,375.25,450.3,0.653
LAN-00890,Hyperlane Route,6672463b,6a0577ca,1550.28,201.87,242.24,0.794
LAN-00891,Hyperlane Route,d2b9927f,577652f8,817.99,115.37,138.44,0.816
LAN-00892,Hyperlane Route,d2b9927f,c7017b6e,839.59,284.59,341.51,0.723
LAN-00893,Hyperlane Route,528eaf0f,08bcb72c,1754.73,363.74,436.49,0.813
LAN-00894,Hyperlane Route,528eaf0f,7bffbd1a,1881.8,354.67,425.6,0.715
LAN-00895,Hyperlane Route,89ab3f2b,f967388f,956.64,126.66,151.99,0.681
LAN-00896,Hyperlane Route,b0c841e9,8f8174ae,1230.09,160.07,192.08,0.758
LAN-00897,Hyperlane Route,08df73d5,7fbfec95,1720.13,304.89,365.87,0.738
LAN-00898,Hyperlane Route,08df73d5,e90ac907,1775.58,116.67,140.0,0.53
LAN-00899,Hyperlane Route,6166b550,c5726c64,1184.52,386.53,463.84,0.525
LAN-00900,Hyperlane Route,6166b550,e6ed3c6f,1263.64,128.5,154.2,0.504
LAN-00901,Hyperlane Route,6166b550,b536f6da,1358.95,482.6,579.12,0.758
LAN-00902,Military Corridor,1b6f34f6,305333b9,1085.75,476.63,476.63,0.892
LAN-00903,Hyperlane Route,1b6f34f6,ab5f4c91,1363.81,239.88,287.86,0.771
LAN-00904,Hyperlane Route,1a5aea24,a08d7656,715.32,364.55,437.46,0.565
LAN-00905,Hyperlane Route,1a5aea24,362c4daa,983.64,169.64,203.57,0.534
LAN-00906,Trade Artery,18834c8d,cbe22a8b,1145.41,1160.3,2900.76,0.938
LAN-00907,Military Corridor,0a3b2b7f,bf8912d1,1624.4,432.52,432.52,0.853
LAN-00908,Hyperlane Route,aec5a9b6,15ebd3b7,517.09,132.87,159.44,0.839
LAN-00909,Hyperlane Route,aec5a9b6,a76c941f,581.09,218.18,261.81,0.769
LAN-00910,Hyperlane Route,aec5a9b6,93fea8a9,960.76,349.87,419.84,0.634
LAN-00911,Hyperlane Route,b7d66c4b,1451b4fa,1013.92,182.27,218.73,0.542
LAN-00912,Hyperlane Route,b7d66c4b,4524e1a1,1103.86,346.01,415.21,0.771
LAN-00913,Hyperlane Route,04b2c790,f18906fa,1481.96,357.56,429.07,0.686
LAN-00914,Trade Artery,be184be6,6f116dc8,1758.85,541.95,1354.88,0.974
LAN-00915,Military Corridor,9b5044d0,d0061a5c,1720.51,699.36,699.36,0.891
LAN-00916,Hyperlane Route,459d033d,435d0b34,1384.73,491.99,590.39,0.711
LAN-00917,Hyperlane Route,1c505977,28f9f5ed,1632.97,332.97,399.56,0.762
LAN-00918,Hyperlane Route,237e461a,f03f4852,1072.85,424.71,509.65,0.73
LAN-00919,Hyperlane Route,01fb818c,186c1b06,953.01,151.24,181.49,0.618
LAN-00920,Hyperlane Route,de4cb43e,78a24a27,1284.17,471.23,565.48,0.579
LAN-00921,Hyperlane Route,41428f8e,cb77346d,1814.03,248.87,298.64,0.651
