tick,year,civilization_id,civilization_name,personality,threat_score,rival_factor,instability_factor,resource_factor,tech_factor
11,1100,f03d90fb8f,Thranite Directorate,Industrialist,61.55,50.0,4.75,5.91,0.89
11,1100,3c04f1e4d3,Scientific Xenite Union,Scientific,59.41,50.0,0.0,6.11,3.3
11,1100,123f4d1fb7,Aurelian Directorate,Scientific,65.89,46.52,14.03,5.33,0.0
11,1100,15474381ae,Scientific Kaelumari Union,Scientific,43.53,30.97,6.25,5.56,0.75
11,1100,e905d91038,Allied Zelari Systems,Diplomatic,57.37,32.36,16.12,5.73,3.16
11,1100,f7ed0ea8ba,Thranari Commonwealth,Scientific,73.55,50.0,18.42,5.12,0.0
11,1100,176da50470,Unified Mu-perseis Council,Scientific,17.99,0.0,12.69,5.3,0.0
11,1100,f83f785370,Consolidated Valian Worlds,Scientific,24.22,0.0,18.75,5.47,0.0
11,1100,85aec51e58,Consolidated Thranoid Worlds,Isolationist,13.44,0.0,8.29,5.15,0.0
11,1100,4c224c8349,Vesperari Directorate,Scientific,11.91,0.0,6.9,5.01,0.0
11,1100,37270686ec,Scientific Bulgite Union,Scientific,42.87,29.68,9.0,4.19,0.0
11,1100,b9be6a525a,The Bulgite Federation,Diplomatic,75.7,50.0,17.5,5.39,2.81
12,1200,f8c1278b86,Consolidated Zelis Worlds,Scientific,55.21,46.0,2.5,5.49,1.22
12,1200,4836a15586,Scientific Valan Union,Scientific,59.49,47.02,7.25,5.22,0.0
12,1200,ee951bbfab,Kaelumian Directorate,Scientific,5.13,0.0,0.0,5.13,0.0
12,1200,b2e833d309,Allied Orionoid Systems,Scientific,8.95,0.0,3.25,5.7,0.0
12,1200,faf8d4b64a,Solex Directorate,Scientific,14.83,0.0,9.75,5.08,0.0
12,1200,a500abb373,The Zelari Federation,Scientific,23.01,0.0,17.73,5.28,0.0
12,1200,9594053f90,Scientific Galacticite Union,Scientific,44.09,24.35,13.96,4.05,1.73
12,1200,22b55b78e2,Unified Omicron-galacticis Council,Scientific,66.51,50.0,12.0,4.51,0.0
12,1200,185a68bac9,Scientific Solari Union,Scientific,7.15,0.0,1.69,5.46,0.0
12,1200,c4f121b6c1,Orionian Directorate,Scientific,8.42,0.0,2.85,5.56,0.0
12,1200,70a115d461,Consolidated Aurelite Worlds,Scientific,19.35,0.0,14.98,4.37,0.0
12,1200,26b5626b6c,Scientific Thranan Union,Scientific,61.48,50.0,5.54,5.94,0.0
12,1200,8a41c4ac34,Valis Directorate,Scientific,47.07,38.83,0.82,5.63,1.8
12,1200,15286fa1f5,Consolidated Zelari Worlds,Scientific,56.79,50.0,0.0,6.49,0.3
12,1200,ec5efdeb2d,The Bulgite Federation,Scientific,16.85,0.0,12.25,4.6,0.0
12,1200,2f0954acad,Scientific Aethelgardian Union,Scientific,45.25,27.15,12.27,4.39,1.44
12,1200,c7c9fca9a1,Unified Aethelgardis Council,Scientific,60.0,50.0,4.55,5.45,0.0
12,1200,511ff78315,Allied Zeta-cygnis Systems,Scientific,24.21,0.0,19.34,4.86,0.0
12,1200,95cba99a70,Consolidated Aureloid Worlds,Diplomatic,63.51,50.0,5.75,5.45,2.31
12,1200,73cb158d41,Unified Vesperari Council,Scientific,71.57,50.0,16.0,5.57,0.0
12,1200,7419a59432,Unified Merari Council,Scientific,59.79,50.0,3.64,5.37,0.78
12,1200,bb1351012f,Zylarian Directorate,Scientific,60.17,46.33,6.21,6.09,1.54
12,1200,3be9d94e07,Unified Kaelumoid Council,Scientific,61.21,50.0,3.82,6.0,1.39
12,1200,033668785c,The Solis Federation,Industrialist,68.47,50.0,12.25,5.73,0.5
12,1200,f8a4edc83b,Consolidated Xenoid Worlds,Industrialist,58.33,50.0,2.75,4.99,0.59
12,1200,d2748466c9,Scientific Xenis Union,Scientific,47.12,27.37,14.22,5.53,0.0
12,1200,4a7ef72f37,The Bulgite Federation,Scientific,3.73,0.0,0.0,3.73,0.0
12,1200,23979e6a05,Unified Persean Council,Scientific,72.24,50.0,16.98,5.26,0.0
12,1200,b6e89e8b4d,Allied Chi-perseis Systems,Diplomatic,44.99,24.44,12.0,5.9,2.65
12,1200,243eff68e3,Sigma-bulgis Directorate,Scientific,11.99,0.0,6.0,5.99,0.0
12,1200,9aa2eff7c3,Persean Directorate,Scientific,25.16,0.0,20.5,4.66,0.0
12,1200,5db2756626,Unified Zelian Council,Scientific,47.09,22.64,19.01,5.44,0.0
12,1200,37df7ce9be,Unified Xenoid Council,Scientific,55.77,50.0,0.0,4.89,0.88
12,1200,52d6d92e6b,Unified Xenoid Council,Scientific,65.29,50.0,7.4,6.0,1.89
12,1200,ea27a17ca6,The Meris Federation,Diplomatic,62.48,50.0,2.0,6.65,3.83
12,1200,962632e3ac,Zylarex Directorate,Scientific,56.66,50.0,1.28,5.21,0.17
12,1200,0bfb7074dd,Scientific Xenite Union,Scientific,65.51,44.66,14.58,4.97,1.3
12,1200,626215ebea,Scientific Xenoid Union,Scientific,66.83,50.0,10.5,5.35,0.98
12,1200,d8145cd1f0,Aurelite Commonwealth,Explorer,64.81,50.0,9.62,5.1,0.09
12,1200,7315025cfd,Unified Aurelari Council,Scientific,60.67,50.0,5.24,5.43,0.0
12,1200,d853839dba,Allied Zelite Systems,Scientific,42.27,16.51,16.96,6.5,2.31
12,1200,c56a0b9792,Allied Elysiis Systems,Industrialist,71.1,50.0,12.29,8.07,0.73
12,1200,2173a01d64,Allied Elysiian Systems,Industrialist,50.94,36.68,8.65,5.61,0.0
12,1200,35390a1939,Valari Directorate,Scientific,57.17,41.2,9.7,6.27,0.0
12,1200,6d4e0abb77,Scientific Zelan Union,Scientific,59.73,44.67,6.02,6.12,2.92
12,1200,3a3695c8e9,Consolidated Galactican Worlds,Scientific,10.12,0.0,5.11,5.02,0.0
12,1200,494354518b,Unified Zylarite Council,Scientific,45.29,32.52,7.71,5.06,0.0
12,1200,a425d5c923,Allied Thranari Systems,Scientific,69.83,50.0,9.76,4.99,5.09
12,1200,9cad00795f,Allied Aethelgardian Systems,Diplomatic,61.61,50.0,0.0,6.06,5.55
12,1200,155f4eead5,The Aethelgardan Federation,Scientific,54.73,45.34,1.96,4.7,2.73
12,1200,35b25d7eaf,Unified Aethelgardis Council,Scientific,64.5,50.0,9.0,5.5,0.0
12,1200,4e674c46b8,Aethelgardan Directorate,Scientific,69.05,50.0,13.99,4.14,0.92
12,1200,e4a60e62b6,Unified Zeloid Council,Scientific,65.84,50.0,9.32,5.75,0.77
12,1200,24423298c0,Scientific Zylaroid Union,Scientific,64.62,50.0,8.88,5.74,0.0
12,1200,95985a8620,Xenan Directorate,Scientific,50.64,33.54,10.5,5.84,0.77
12,1200,80be4440e8,Kaelumis Directorate,Scientific,65.2,50.0,7.75,6.36,1.09
12,1200,c7a93adf27,The Thranis Federation,Scientific,62.97,50.0,3.75,5.85,3.36
12,1200,df2217070a,Allied Thranari Systems,Scientific,68.01,50.0,6.12,6.14,5.75
12,1200,c64460376e,Gamma-orionis Directorate,Scientific,65.72,50.0,8.58,5.88,1.26
12,1200,53e4b98264,Unified Orionian Council,Scientific,37.51,20.52,11.65,5.34,0.0
12,1200,14c594f145,Unified Orionian Council,Scientific,55.72,50.0,0.0,5.13,0.59
12,1200,075b3fb3b1,Unified Theta-orionis Council,Scientific,59.18,50.0,3.53,5.65,0.0
12,1200,d401178af2,Theta-orionis Commonwealth,Scientific,42.45,30.98,5.5,5.17,0.8
12,1200,6dfc531f16,Unified Xenis Council,Scientific,23.26,0.0,17.5,5.76,0.0
12,1200,36b91772ac,Unified Orionis Council,Scientific,14.52,0.0,9.68,4.84,0.0
12,1200,3c983bfdab,Unified Vesperari Council,Scientific,58.31,50.0,2.18,6.13,0.0
12,1200,db90f4ff25,Unified Xenan Council,Scientific,51.1,31.21,15.05,3.97,0.87
12,1200,cfec2df928,Consolidated Zylarex Worlds,Industrialist,73.12,50.0,7.83,5.89,9.41
12,1200,a189e2924d,The Thranian Federation,Scientific,65.08,50.0,1.54,5.87,7.68
12,1200,30e300e760,Scientific Sagittariite Union,Scientific,57.15,50.0,3.25,3.24,0.65
12,1200,65ea513ebb,Unified Sagittarian Council,Scientific,40.28,30.97,4.0,5.31,0.0
12,1200,6fbfc2a11d,Unified Orionite Council,Scientific,61.23,50.0,5.39,5.7,0.13
12,1200,bceea7e00e,Unified Orionan Council,Scientific,59.25,50.0,2.14,5.89,1.22
12,1200,9875fc03a4,Orionian Directorate,Scientific,54.96,38.42,10.71,5.54,0.29
12,1200,81601b2e5e,Unified Sigma-orionis Council,Scientific,57.71,50.0,1.25,6.32,0.13
12,1200,72196fa906,Sigma-orionis Commonwealth,Isolationist,60.16,50.0,0.0,6.16,4.0
12,1200,3c4760ddea,Zelis Commonwealth,Scientific,8.93,0.0,2.88,6.04,0.0
12,1200,9d578c755a,Scientific Zelian Union,Scientific,10.81,0.0,4.86,5.95,0.0
12,1200,23094db297,Allied Solian Systems,Isolationist,4.9,0.0,0.0,4.9,0.0
12,1200,642e75a08d,Scientific Thranan Union,Scientific,6.15,0.0,1.23,4.92,0.0
12,1200,b619dd5fb5,Scientific Thranan Union,Scientific,79.34,50.0,21.27,6.09,1.98
12,1200,e3ba98a843,Unified Valoid Council,Scientific,62.92,45.44,9.53,6.06,1.89
12,1200,50f9748c73,Scientific Vesperex Union,Scientific,58.03,50.0,2.34,5.7,0.0
12,1200,3e1c9fe27e,Cygnian Directorate,Scientific,56.14,50.0,0.0,5.99,0.15
12,1200,cb16d2a5bc,Gamma-cygnis Directorate,Scientific,47.61,24.25,17.5,5.86,0.0
12,1200,340e3912e2,Cygnite Directorate,Scientific,74.43,50.0,18.75,5.51,0.17
12,1200,6ebb371c3c,The Tau-galacticis Federation,Scientific,12.8,0.0,6.75,6.05,0.0
12,1200,1b37c066da,Valis Commonwealth,Scientific,6.87,0.0,2.0,4.87,0.0
12,1200,f4a721a47f,Gamma-galacticis Directorate,Scientific,13.61,0.0,8.46,5.15,0.0
12,1200,63d8758b53,The Aurelex Federation,Scientific,10.71,0.0,5.18,5.53,0.0
12,1200,415811daec,Solian Directorate,Scientific,72.64,50.0,14.53,5.39,2.72
12,1200,cb312b9d86,Aurelex Directorate,Scientific,34.25,29.15,0.0,4.54,0.56
12,1200,53dc64803e,Scientific Orionian Union,Scientific,60.22,50.0,4.75,5.47,0.0
12,1200,5b3c302325,Scientific Bulgian Union,Scientific,5.46,0.0,0.0,5.46,0.0
12,1200,947f74a852,Allied Sagittariite Systems,Explorer,58.37,50.0,1.07,6.58,0.72
12,1200,7df05aba52,Unified Sagittarian Council,Scientific,27.86,12.45,10.27,5.14,0.0
12,1200,e23dc5e375,Republic of Galactician,Diplomatic,9.28,0.0,4.53,4.75,0.0
12,1200,77811a2fa9,Gaeian Directorate,Scientific,14.09,0.0,11.0,3.09,0.0
12,1200,4a9574c523,Scientific Kaelumite Union,Scientific,59.86,50.0,3.88,5.87,0.12
12,1200,e99c95009e,Merex Directorate,Scientific,56.7,50.0,0.93,5.78,0.0
12,1200,6957a14d13,Xenian Directorate,Scientific,31.95,14.97,11.77,4.37,0.84
12,1200,2a34070c99,Consolidated Persean Worlds,Scientific,83.66,50.0,24.5,7.99,1.16
12,1200,4c67325ea2,Unified Persean Council,Scientific,60.15,50.0,4.12,6.04,0.0
12,1200,8eadd942b0,Scientific Phi-perseis Union,Scientific,51.49,36.91,7.39,5.62,1.57
12,1200,d2f4557294,Perseian Directorate,Scientific,71.92,50.0,13.25,5.97,2.7
12,1200,6657429a7c,Unified Ignis-ivis Council,Scientific,11.45,0.0,6.02,5.43,0.0
12,1200,5f5ebcf2f5,Solari Directorate,Scientific,62.41,48.93,5.83,5.23,2.41
12,1200,5578b4053f,Unified Zylaris Council,Scientific,59.16,50.0,5.13,4.03,0.0
12,1200,095464621d,Cygnan Commonwealth,Isolationist,55.08,50.0,0.0,5.08,0.0
12,1200,22e010a52d,Unified Cygnite Council,Scientific,51.71,31.24,13.61,5.56,1.3
12,1200,a987357567,Scientific Thranite Union,Scientific,5.44,0.0,0.21,5.23,0.0
12,1200,cf1fb521d7,Allied Sagittarian Systems,Scientific,69.82,50.0,14.72,5.1,0.0
12,1200,0895acc0af,Sagittarian Directorate,Industrialist,57.01,50.0,0.07,5.44,1.51
12,1200,cd650c58ff,Gamma-sagittariis Directorate,Scientific,62.57,50.0,6.75,5.54,0.28
12,1200,208f64f5f9,Scientific Sagittarian Union,Scientific,45.93,27.67,11.37,4.65,2.24
12,1200,a03b53100a,Orionex Directorate,Scientific,10.68,0.0,5.27,5.41,0.0
12,1200,2640424e04,Unified Aurelan Council,Scientific,12.03,0.0,6.4,5.63,0.0
12,1200,ad899b1ed9,The Meran Federation,Scientific,54.95,45.17,0.0,4.54,5.24
12,1200,b53d4251d2,Meroid Directorate,Scientific,61.0,50.0,5.25,5.75,0.0
12,1200,2b4452e77b,Soloid Directorate,Scientific,57.41,50.0,0.0,5.53,1.88
12,1200,7994a1ada7,Unified Bulgan Council,Scientific,41.2,27.89,4.75,4.71,3.86
12,1200,2b100070c5,Bulgite Directorate,Scientific,56.2,50.0,0.69,5.51,0.0
12,1200,984d4d4161,Consolidated Vesperan Worlds,Scientific,18.5,0.0,13.25,5.25,0.0
12,1200,04b742dd38,The Perseian Federation,Scientific,4.5,0.0,0.0,4.5,0.0
12,1200,82f9ee8fb4,The Valoid Federation,Industrialist,19.21,0.0,13.98,5.22,0.0
12,1200,08d81107e6,Zylarian Directorate,Scientific,17.87,0.0,12.75,5.12,0.0
12,1200,38a2dd884c,Allied Sagittariian Systems,Industrialist,13.44,0.0,8.14,5.3,0.0
12,1200,1c90d82c80,Cygnian Directorate,Scientific,16.31,0.0,10.58,5.73,0.0
12,1200,a067552faf,Consolidated Ian Worlds,Scientific,71.39,50.0,12.33,5.74,3.32
12,1200,c6642b2284,Scientific Gaea-is Union,Scientific,26.68,17.87,3.5,5.31,0.0
12,1200,a222a74ae8,Zelex Directorate,Scientific,72.98,50.0,16.7,5.05,1.23
12,1200,c235dc422c,Scientific Kaeluman Union,Industrialist,62.87,50.0,5.26,5.69,1.91
12,1200,9dbca7c528,Unified Vesperari Council,Scientific,64.18,50.0,8.29,5.89,0.0
12,1200,f714a79195,Scientific Orionian Union,Scientific,35.82,14.89,13.95,5.04,1.94
12,1200,f6221e08e8,Orionian Directorate,Scientific,64.79,50.0,10.0,4.79,0.0
12,1200,f0cb6b0a91,Xenoid Directorate,Scientific,58.96,50.0,3.16,5.27,0.53
12,1200,609e70586f,Scientific Kaeluman Union,Scientific,54.88,50.0,0.0,4.88,0.0
12,1200,a866d8dcfc,Zelis Directorate,Scientific,66.7,50.0,11.0,5.27,0.42
12,1200,26a6b7dcc3,Consolidated Valan Worlds,Diplomatic,65.63,50.0,8.75,5.91,0.97
12,1200,7be35390be,Scientific Valan Union,Scientific,64.52,50.0,6.0,5.32,3.2
12,1200,87f864fe83,Unified Thranari Council,Scientific,55.88,50.0,0.0,5.88,0.0
12,1200,3ba7df6ae1,Scientific Thranite Union,Scientific,40.53,27.89,6.92,5.3,0.41
12,1200,edb45b6eec,Unified Kaelumoid Council,Scientific,69.88,50.0,15.0,4.52,0.36
12,1200,fe5ce1f2b8,Consolidated Kaelumari Worlds,Scientific,68.7,50.0,14.75,3.95,0.0
12,1200,a31575c86a,Unified Orionex Council,Scientific,44.95,21.57,17.52,5.3,0.56
12,1200,7652ec5c8d,Unified Theta-perseis Council,Scientific,7.87,0.0,3.42,4.45,0.0
12,1200,98fbfa35fa,Sigma-orionis Commonwealth,Industrialist,7.96,0.0,2.75,5.21,0.0
12,1200,f0ada7121c,Consolidated Solex Worlds,Industrialist,63.43,50.0,6.99,5.19,1.25
12,1200,6eb9b1daf2,Scientific Xenite Union,Scientific,47.48,28.19,13.95,5.34,0.0
12,1200,07a0027478,The Vesperis Federation,Scientific,65.64,50.0,3.35,5.65,6.65
12,1200,187eb0978f,Scientific Merite Union,Scientific,12.52,0.0,6.75,5.77,0.0
12,1200,8bd71d17f7,Unified Xenis Council,Scientific,72.32,50.0,15.71,6.27,0.34
12,1200,7f4ec7825c,Allied Soloid Systems,Scientific,60.15,50.0,0.0,5.97,4.18
12,1200,a1d0ea467a,Unified Meris Council,Scientific,62.7,40.34,16.55,5.81,0.0
12,1200,71d820677a,The Zylaran Federation,Scientific,63.81,50.0,0.0,6.09,7.72
12,1200,6d2f3e5ed1,Aurelari Directorate,Scientific,39.03,30.9,1.47,5.61,1.05
12,1200,3339448f7c,Xenan Directorate,Scientific,71.84,50.0,16.5,5.34,0.0
12,1200,be3191b575,Scientific Eta-galacticis Union,Scientific,28.65,18.59,4.75,5.31,0.0
12,1200,63f01adf18,Consolidated Galacticite Worlds,Diplomatic,73.82,50.0,13.02,5.81,4.99
12,1200,b75dce1421,Allied Bulgite Systems,Industrialist,65.6,50.0,5.72,5.79,4.09
12,1200,4c8e6a8540,Allied Bulgan Systems,Scientific,43.26,32.19,5.25,5.82,0.0
12,1200,76c64a14d6,Unified Orionoid Council,Scientific,14.18,0.0,8.5,5.68,0.0
12,1200,517cb43ce0,Scientific Solan Union,Scientific,59.88,50.0,4.62,5.26,0.0
12,1200,d378f96d17,Kaelumian Commonwealth,Scientific,48.44,25.03,14.57,4.98,3.87
12,1200,7664b6b371,Orionian Directorate,Scientific,74.14,50.0,16.07,6.98,1.09
12,1200,739bb87006,Unified Aurelex Council,Scientific,55.78,50.0,0.0,5.29,0.48
12,1200,8853384409,Unified Kaelumex Council,Scientific,6.38,0.0,1.12,5.26,0.0
12,1200,bda6417e80,Scientific Persean Union,Scientific,64.86,50.0,5.75,5.7,3.41
12,1200,56cd534bb7,The Persean Federation,Scientific,63.71,50.0,3.5,5.4,4.81
12,1200,c6e77e6789,Persean Directorate,Scientific,70.44,50.0,15.1,5.34,0.0
12,1200,ac4afd4a27,Perseite Directorate,Scientific,64.6,50.0,7.39,5.09,2.12
12,1200,c5213edcba,Scientific Meran Union,Scientific,17.41,0.0,12.35,5.06,0.0
12,1200,37b8da7a55,Zylaris Directorate,Scientific,11.54,0.0,6.0,5.54,0.0
12,1200,c1803ec34d,Aurelari Directorate,Scientific,22.08,0.0,18.25,3.83,0.0
12,1200,d957806d32,Galactician Commonwealth,Isolationist,59.14,50.0,0.0,5.48,3.66
12,1200,fcda05fc4e,Unified Sigma-galacticis Council,Scientific,70.38,50.0,14.75,5.63,0.0
12,1200,2320e9a617,Galactican Directorate,Scientific,46.46,34.96,3.0,6.39,2.11
12,1200,75a58165a0,The Galactican Federation,Isolationist,74.09,50.0,7.82,6.35,9.92
12,1200,d5f12251b2,Unified Xenian Council,Scientific,55.26,50.0,0.0,5.26,0.0
12,1200,b4221d6e15,Unified Xenis Council,Scientific,57.95,50.0,2.5,5.42,0.03
12,1200,b3ddaf54de,Unified Zylarex Council,Scientific,55.01,50.0,0.0,4.73,0.27
12,1200,fa8159dac5,Unified Xenian Council,Scientific,57.36,41.51,8.84,6.57,0.44
12,1200,02e103d2b6,Dominion of Thranari,Isolationist,56.95,50.0,0.0,5.73,1.22
12,1200,b0eb206a08,The Thranis Federation,Industrialist,67.78,50.0,2.59,5.41,9.78
12,1200,658cf93cc4,Unified Zylarian Council,Scientific,48.41,26.92,15.02,6.47,0.0
12,1200,3b106fa102,Unified Perseian Council,Scientific,45.11,26.45,9.69,5.24,3.73
12,1200,cb6235e194,Allied Phi-perseis Systems,Scientific,54.51,50.0,0.0,4.51,0.0
12,1200,6a9427ac16,Consolidated Prometheian Worlds,Scientific,21.22,0.0,15.51,5.71,0.0
12,1200,094756ff65,Unified Vesperis Council,Industrialist,40.41,27.84,6.5,5.25,0.82
12,1200,e07661a882,Aurelari Directorate,Scientific,59.18,50.0,3.33,5.85,0.0
12,1200,d340e67e88,Scientific Aurelan Union,Scientific,15.18,0.0,10.5,4.68,0.0
12,1200,78635879d1,Scientific Priman Union,Scientific,54.62,30.49,18.9,5.23,0.0
12,1200,71f4e16f01,Primite Directorate,Scientific,68.67,50.0,12.65,4.97,1.05
12,1200,62149b123f,Scientific Sagittarian Union,Scientific,8.97,0.0,3.18,5.78,0.0
12,1200,4c3eb31272,Iota-sagittariis Directorate,Scientific,51.08,27.73,18.16,5.19,0.0
12,1200,460d2edc1f,Sagittarian Directorate,Scientific,58.67,50.0,0.75,5.05,2.87
12,1200,6c40e5c997,Orionite Directorate,Scientific,65.1,50.0,9.5,5.4,0.21
12,1200,ce97697488,Scientific Orionian Union,Scientific,61.11,50.0,5.1,5.94,0.08
12,1200,4df0d9ee3b,Scientific Orionite Union,Scientific,37.76,17.41,13.51,6.09,0.75
12,1200,5a236efd3f,Beta-bulgis Commonwealth,Scientific,46.21,37.33,3.36,5.51,0.0
12,1200,b8c054770f,Beta-bulgis Directorate,Scientific,60.4,50.0,3.5,5.9,1.0
12,1200,1bc76d1c73,Consolidated Orionis Worlds,Scientific,10.73,0.0,6.5,4.23,0.0
12,1200,1c4722b997,Unified Orionite Council,Scientific,15.66,0.0,10.09,5.57,0.0
12,1200,0e67dd57aa,Unified Valis Council,Scientific,77.98,50.0,19.25,5.2,3.53
12,1200,88977397af,Zylarex Directorate,Scientific,61.6,50.0,5.87,5.72,0.0
12,1200,84a3d643c9,Scientific Orionis Union,Scientific,35.92,22.13,7.91,4.96,0.92
12,1200,19190c022d,Allied Zylaris Systems,Industrialist,58.9,50.0,0.0,4.82,4.07
12,1200,cadd62d564,Allied Aurelite Systems,Diplomatic,42.68,26.39,10.75,5.53,0.0
12,1200,d0016e25b4,The Meran Federation,Scientific,39.3,21.42,12.86,5.02,0.0
12,1200,724362e429,Zeloid Commonwealth,Diplomatic,71.51,50.0,11.37,5.14,4.99
12,1200,2b478a564d,Aurelian Commonwealth,Industrialist,63.04,50.0,0.0,5.56,7.48
12,1200,999c5041c4,Scientific Aureliis Union,Scientific,68.2,50.0,12.59,5.61,0.0
12,1200,06f00def5a,Scientific Aureliite Union,Scientific,58.54,29.91,19.43,6.0,3.2
12,1200,23582772c8,Orionite Directorate,Scientific,20.22,0.0,14.72,5.5,0.0
12,1200,61397f1d85,Solari Directorate,Scientific,68.9,50.0,14.04,4.86,0.0
12,1200,ca40b2e629,Scientific Solex Union,Scientific,58.89,50.0,0.0,4.58,4.3
12,1200,80d9c3cc28,Vesperian Directorate,Scientific,38.44,28.32,3.35,5.67,1.1
12,1200,bcfcfb49cf,Scientific Thranex Union,Scientific,7.44,0.0,2.06,5.38,0.0
12,1200,9568bafb15,Chi-bulgis Directorate,Scientific,59.49,50.0,3.13,4.75,1.6
12,1200,47e406daef,Bulgian Directorate,Scientific,33.16,22.15,6.5,4.5,0.0
12,1200,ad47c2dda3,Bulgite Commonwealth,Scientific,67.1,50.0,3.61,5.53,7.96
12,1200,096fc37df4,Scientific Vesperoid Union,Scientific,15.65,0.0,10.23,5.42,0.0
12,1200,0b6029ea29,Scientific Vesperis Union,Scientific,58.29,50.0,2.04,5.27,0.97
12,1200,0ed21e60e5,Orionan Directorate,Scientific,59.56,50.0,4.5,5.06,0.0
12,1200,5a9f1f61c7,Scientific Merex Union,Scientific,56.76,40.65,10.25,5.08,0.78
12,1200,02fd90e690,Allied Meris Systems,Scientific,58.59,50.0,0.78,6.13,1.68
12,1200,3557fb1c6f,Allied Kaelumex Systems,Militaristic,83.23,50.0,21.25,9.43,2.56
12,1200,61550040fc,Unified Aurelian Council,Scientific,58.39,50.0,1.75,5.43,1.21
12,1200,f0fcb8f048,The Valari Federation,Scientific,60.28,39.61,15.0,5.2,0.47
12,1200,691ec52085,The Zelian Federation,Scientific,75.54,50.0,15.25,10.29,0.0
12,1200,9a629191f0,Allied Orionan Systems,Scientific,16.52,0.0,11.6,4.92,0.0
12,1200,33e625a829,Aureloid Directorate,Scientific,50.23,37.66,8.25,4.33,0.0
12,1200,b91403ddc4,Consolidated Merari Worlds,Scientific,74.9,50.0,15.25,5.23,4.42
12,1200,71073d1e77,Scientific Xenex Union,Scientific,14.9,0.0,10.25,4.65,0.0
12,1200,58a2b00e32,Consolidated Persean Worlds,Explorer,49.27,34.38,6.25,4.93,3.71
12,1200,03fca7f787,Perseian Commonwealth,Scientific,57.06,50.0,0.86,5.6,0.61
12,1200,939c53fc68,Scientific Perseian Union,Scientific,58.84,50.0,3.21,5.63,0.0
12,1200,dc652af4e1,Cygnan Commonwealth,Scientific,56.91,50.0,1.5,5.41,0.0
12,1200,98e5a44c50,Cygnan Directorate,Scientific,60.75,39.17,16.5,4.81,0.27
12,1200,e1017ed35e,Cygnan Directorate,Scientific,63.08,50.0,6.13,6.05,0.9
12,1200,ee6f8a466e,Cygnian Commonwealth,Isolationist,64.38,50.0,4.58,6.34,3.46
12,1200,bc259c8444,Scientific Kaelumian Union,Scientific,64.43,50.0,6.72,5.43,2.27
12,1200,fc41667c54,Kaeluman Directorate,Scientific,52.06,25.28,21.51,5.27,0.0
12,1200,b4e38b5ba0,Scientific Bulgian Union,Scientific,6.58,0.0,1.75,4.83,0.0
12,1200,ed8eb43829,Omega-bulgis Directorate,Scientific,65.41,50.0,10.15,5.22,0.04
12,1200,2d7a6c7193,Unified Omega-bulgis Council,Scientific,53.9,35.69,12.4,5.54,0.27
12,1200,c4d87c45ee,Unified Bulgite Council,Scientific,56.16,50.0,0.0,5.76,0.4
12,1200,62a7129a59,Unified Bulgian Council,Scientific,70.19,50.0,13.75,6.2,0.23
12,1200,1e3994853e,Consolidated Thranian Worlds,Scientific,70.13,50.0,14.48,5.65,0.0
12,1200,b28f9ec7d4,Scientific Thranari Union,Scientific,55.89,39.01,10.21,6.31,0.35
12,1200,634ad45f7e,Scientific Aurelan Union,Scientific,64.59,50.0,5.97,6.1,2.52
12,1200,75912c8e4c,Kaelumari Directorate,Scientific,58.66,50.0,2.68,5.72,0.26
12,1200,d07bc4ae63,Scientific Valian Union,Industrialist,10.97,0.0,7.0,3.97,0.0
12,1200,9696ce2491,Scientific Vesperari Union,Scientific,24.04,0.0,18.76,5.28,0.0
12,1200,7036dbff3e,Scientific Orionite Union,Scientific,54.55,28.18,18.5,5.36,2.51
12,1200,c98968025a,Orionan Directorate,Scientific,54.07,45.98,1.95,6.14,0.0
12,1200,9d449a31b9,Consolidated Omega-cygnis Worlds,Industrialist,4.83,0.0,0.0,4.83,0.0
12,1200,12f8de3472,Thranari Commonwealth,Industrialist,16.96,0.0,11.66,5.31,0.0
12,1200,afc6771a1e,Unified Xenoid Council,Scientific,59.27,50.0,0.0,5.4,3.87
12,1200,55c2a4dc5e,Thranari Commonwealth,Scientific,67.36,50.0,9.99,6.04,1.33
12,1200,3779c3fe76,Unified Zelian Council,Scientific,49.39,29.74,11.52,5.17,2.96
12,1200,cd01ef6fd0,Scientific Merari Union,Scientific,55.15,50.0,0.0,5.15,0.0
12,1200,63803c4eb1,Unified Zelari Council,Scientific,71.27,43.2,20.59,5.33,2.14
12,1200,20dcee6871,Unified Valoid Council,Scientific,52.64,30.56,15.9,6.19,0.0
12,1200,53856bd8ca,Allied Sagittariian Systems,Scientific,20.93,0.0,15.18,5.75,0.0
12,1200,da38a63176,Unified Orionis Council,Scientific,17.7,8.68,3.23,4.36,1.43
12,1200,8196db66b3,Scientific Thranan Union,Scientific,65.51,50.0,9.5,6.01,0.0
12,1200,f004cb791e,Scientific Perseian Union,Scientific,23.47,0.0,18.61,4.86,0.0
12,1200,15955262e1,Aurelian Directorate,Scientific,4.55,0.0,0.0,4.55,0.0
12,1200,c3662e3808,Unified Sagittariite Council,Scientific,4.79,0.0,0.67,4.12,0.0
12,1200,7dc225fd37,Consolidated Orionian Worlds,Scientific,25.31,0.0,20.25,5.06,0.0
12,1200,373ea01e5c,Consolidated Zylaris Worlds,Scientific,14.94,0.0,10.07,4.87,0.0
